,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-13 09:25:00-04:00,79.04,79.04,79.04,79.04,2,1,158.08
2021-09-13 10:41:00-04:00,78.985,78.985,78.985,78.985,1,1,78.985
2021-09-13 11:13:00-04:00,79.015,79.015,79.015,79.015,1,1,79.015
