,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-12 19:21:00-04:00,78.835,78.835,78.835,78.835,2,1,157.67
2021-09-12 19:41:00-04:00,78.86,78.86,78.86,78.86,4,1,315.44
2021-09-12 20:09:00-04:00,78.845,78.845,78.845,78.845,2,2,157.69
2021-09-12 21:50:00-04:00,78.815,78.815,78.815,78.815,1,1,78.815
2021-09-12 22:56:00-04:00,78.875,78.875,78.875,78.875,1,1,78.875
2021-09-12 23:20:00-04:00,78.93,78.93,78.93,78.93,1,1,78.93
2021-09-12 23:21:00-04:00,78.945,78.945,78.945,78.945,2,1,157.89
2021-09-13 00:53:00-04:00,78.82,78.82,78.82,78.82,2,1,157.64
2021-09-13 00:54:00-04:00,78.82,78.82,78.82,78.82,1,1,78.82
2021-09-13 00:55:00-04:00,78.815,78.815,78.815,78.815,2,1,157.63
2021-09-13 01:03:00-04:00,78.8,78.8,78.8,78.8,1,1,78.8
2021-09-13 01:08:00-04:00,78.765,78.765,78.765,78.765,4,2,315.06
2021-09-13 01:54:00-04:00,78.89,78.89,78.89,78.89,2,1,157.78
2021-09-13 02:25:00-04:00,78.895,78.895,78.895,78.895,2,2,157.79
2021-09-13 04:55:00-04:00,78.905,78.99,78.905,78.99,10,3,789.39
2021-09-13 07:07:00-04:00,78.88,78.88,78.88,78.88,1,1,78.88
2021-09-13 07:17:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-09-13 09:26:00-04:00,79.035,79.035,79.035,79.035,1,1,79.035
2021-09-13 09:54:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-09-13 10:00:00-04:00,79.055,79.065,79.055,79.065,2,2,158.12
2021-09-13 12:04:00-04:00,79.065,79.065,79.065,79.065,1,1,79.065
2021-09-13 14:14:00-04:00,78.91,78.91,78.905,78.905,3,2,236.725
2021-09-13 14:22:00-04:00,78.89,78.89,78.89,78.89,1,1,78.89
2021-09-13 14:26:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-09-13 14:38:00-04:00,78.875,78.875,78.875,78.875,1,1,78.875
2021-09-13 15:29:00-04:00,78.975,78.975,78.975,78.975,3,1,236.925
