,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-13 18:22:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-09-13 18:23:00-04:00,79.045,79.045,79.045,79.045,1,1,79.045
2021-09-13 21:06:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-09-14 04:39:00-04:00,79.095,79.17,79.095,79.17,10,3,791.17
2021-09-14 05:05:00-04:00,79.05,79.05,79.05,79.05,4,1,316.2
2021-09-14 05:41:00-04:00,79.045,79.045,79.045,79.045,1,1,79.045
2021-09-14 07:52:00-04:00,78.98,78.98,78.975,78.975,2,2,157.955
2021-09-14 07:54:00-04:00,78.97,78.97,78.97,78.97,1,1,78.97
2021-09-14 08:01:00-04:00,78.96,78.96,78.96,78.96,1,1,78.96
2021-09-14 08:26:00-04:00,79.03,79.03,79.03,79.03,1,1,79.03
2021-09-14 08:27:00-04:00,79.04,79.04,79.04,79.04,1,1,79.04
2021-09-14 08:28:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-09-14 08:29:00-04:00,79.06,79.06,79.06,79.06,1,1,79.06
2021-09-14 08:32:00-04:00,79.26,79.26,79.26,79.26,1,1,79.26
2021-09-14 08:55:00-04:00,79.33,79.33,79.33,79.33,1,1,79.33
2021-09-14 09:13:00-04:00,79.305,79.305,79.305,79.305,1,1,79.305
2021-09-14 09:51:00-04:00,79.085,79.085,79.085,79.085,1,1,79.085
2021-09-14 10:09:00-04:00,79.035,79.035,79.035,79.035,1,1,79.035
2021-09-14 10:30:00-04:00,78.955,78.955,78.955,78.955,1,1,78.955
2021-09-14 10:54:00-04:00,78.9,78.9,78.9,78.9,1,1,78.9
2021-09-14 10:57:00-04:00,78.895,78.895,78.895,78.895,1,1,78.895
2021-09-14 11:31:00-04:00,78.91,78.91,78.91,78.91,1,1,78.91
2021-09-14 11:51:00-04:00,78.975,78.975,78.975,78.975,2,1,157.95
2021-09-14 13:21:00-04:00,78.955,78.955,78.955,78.955,1,1,78.955
2021-09-14 13:29:00-04:00,78.97,78.97,78.97,78.97,1,1,78.97
2021-09-14 14:20:00-04:00,78.9,78.9,78.9,78.9,2,1,157.8
