,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-14 06:42:00-04:00,79.065,79.065,79.065,79.065,1,1,79.065
2021-09-14 08:37:00-04:00,79.2,79.2,79.2,79.2,1,1,79.2
2021-09-14 09:17:00-04:00,79.305,79.305,79.29,79.29,12,4,951.59
2021-09-14 09:20:00-04:00,79.295,79.295,79.295,79.295,2,1,158.59
2021-09-14 09:45:00-04:00,79.105,79.105,79.085,79.085,3,3,237.29
2021-09-14 09:46:00-04:00,79.09,79.125,79.09,79.125,3,3,237.32
2021-09-14 09:47:00-04:00,79.115,79.115,79.115,79.115,1,1,79.115
2021-09-14 09:49:00-04:00,79.1,79.1,79.1,79.1,1,1,79.1
2021-09-14 09:52:00-04:00,79.055,79.055,79.035,79.035,3,3,237.125
2021-09-14 09:59:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-09-14 10:00:00-04:00,79.035,79.035,78.995,78.995,3,3,237.03
2021-09-14 10:08:00-04:00,79.025,79.03,79.025,79.025,4,4,316.105
2021-09-14 10:17:00-04:00,79.015,79.015,79.015,79.015,1,1,79.015
2021-09-14 10:18:00-04:00,79.02,79.025,79.02,79.025,2,2,158.045
2021-09-14 10:30:00-04:00,78.955,78.955,78.955,78.955,1,1,78.955
2021-09-14 11:30:00-04:00,78.91,78.91,78.91,78.91,1,1,78.91
