,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-17 20:00:00-05:00,1287.75,1287.75,1286.25,1287.75,210,58,270326.5
2021-11-17 20:01:00-05:00,1287.5,1287.5,1286.0,1286.0,104,28,133825.0
2021-11-17 20:02:00-05:00,1285.75,1286.25,1285.25,1286.25,22,10,28283.5
2021-11-17 20:03:00-05:00,1286.5,1287.0,1285.5,1285.75,11,9,14148.0
2021-11-17 20:04:00-05:00,1285.5,1286.0,1285.5,1286.0,12,7,15426.75
2021-11-17 20:05:00-05:00,1285.5,1286.25,1285.5,1286.25,7,7,9002.75
2021-11-17 20:06:00-05:00,1286.25,1286.25,1284.75,1285.75,37,17,47566.25
2021-11-17 20:07:00-05:00,1285.25,1285.25,1285.0,1285.0,4,3,5140.5
2021-11-17 20:08:00-05:00,1284.75,1285.0,1284.75,1285.0,7,6,8994.0
2021-11-17 20:09:00-05:00,1285.5,1285.5,1285.5,1285.5,3,3,3856.5
2021-11-17 20:10:00-05:00,1285.5,1286.0,1285.5,1286.0,8,6,10285.25
2021-11-17 20:11:00-05:00,1286.0,1286.25,1286.0,1286.25,4,4,5144.75
2021-11-17 20:12:00-05:00,1286.0,1286.0,1285.75,1285.75,4,2,5143.75
2021-11-17 20:13:00-05:00,1285.75,1285.75,1285.5,1285.5,6,3,7713.25
2021-11-17 20:14:00-05:00,1285.25,1285.25,1285.25,1285.25,4,2,5141.0
2021-11-17 20:15:00-05:00,1285.25,1285.75,1285.0,1285.25,30,8,38564.0
2021-11-17 20:16:00-05:00,1285.0,1285.0,1284.0,1284.0,31,14,39819.25
2021-11-17 20:17:00-05:00,1284.25,1284.25,1283.0,1283.75,38,17,48768.5
2021-11-17 20:18:00-05:00,1283.75,1283.75,1283.75,1283.75,1,1,1283.75
2021-11-17 20:19:00-05:00,1284.0,1284.0,1283.75,1283.75,5,5,6419.5
2021-11-17 20:20:00-05:00,1284.25,1284.75,1284.25,1284.5,7,5,8991.25
2021-11-17 20:21:00-05:00,1284.5,1285.5,1284.5,1285.5,11,5,14136.5
2021-11-17 20:22:00-05:00,1285.25,1285.5,1285.25,1285.5,3,3,3856.25
2021-11-17 20:26:00-05:00,1284.5,1284.5,1284.5,1284.5,2,1,2569.0
2021-11-17 20:27:00-05:00,1284.75,1284.75,1284.75,1284.75,1,1,1284.75
2021-11-17 20:30:00-05:00,1284.75,1284.75,1284.75,1284.75,1,1,1284.75
2021-11-17 20:31:00-05:00,1284.5,1284.5,1284.25,1284.25,6,2,7705.75
2021-11-17 20:32:00-05:00,1284.5,1284.5,1284.25,1284.25,2,2,2568.75
2021-11-17 20:33:00-05:00,1284.25,1284.25,1284.25,1284.25,2,2,2568.5
2021-11-17 20:36:00-05:00,1284.0,1284.0,1283.75,1283.75,5,3,6419.25
2021-11-17 20:37:00-05:00,1283.75,1283.75,1283.5,1283.75,3,3,3851.0
2021-11-17 20:39:00-05:00,1283.75,1283.75,1283.75,1283.75,1,1,1283.75
2021-11-17 20:40:00-05:00,1284.0,1284.25,1284.0,1284.25,20,2,25682.25
2021-11-17 20:41:00-05:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-11-17 20:42:00-05:00,1284.5,1284.5,1284.5,1284.5,1,1,1284.5
2021-11-17 20:43:00-05:00,1284.5,1284.5,1284.5,1284.5,11,3,14129.5
2021-11-17 20:44:00-05:00,1284.5,1284.75,1284.5,1284.75,15,5,19270.75
2021-11-17 20:45:00-05:00,1285.0,1285.0,1285.0,1285.0,4,2,5140.0
2021-11-17 20:47:00-05:00,1285.0,1285.0,1285.0,1285.0,1,1,1285.0
2021-11-17 20:48:00-05:00,1284.75,1284.75,1284.5,1284.5,13,3,16701.25
2021-11-17 20:49:00-05:00,1284.75,1285.0,1284.75,1285.0,3,2,3854.5
2021-11-17 20:50:00-05:00,1285.25,1285.5,1285.25,1285.5,6,6,7712.75
2021-11-17 20:51:00-05:00,1285.5,1285.5,1285.5,1285.5,2,2,2571.0
2021-11-17 20:52:00-05:00,1285.5,1285.5,1285.5,1285.5,4,3,5142.0
2021-11-17 20:54:00-05:00,1285.5,1285.5,1285.5,1285.5,1,1,1285.5
2021-11-17 20:55:00-05:00,1285.75,1285.75,1285.75,1285.75,2,2,2571.5
2021-11-17 20:56:00-05:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-11-17 20:59:00-05:00,1286.0,1286.5,1286.0,1286.5,5,5,6430.75
2021-11-17 21:00:00-05:00,1286.25,1286.75,1286.0,1286.75,13,5,16720.5
2021-11-17 21:01:00-05:00,1286.75,1286.75,1286.75,1286.75,2,2,2573.5
2021-11-17 21:02:00-05:00,1287.0,1287.0,1286.75,1286.75,8,5,10295.25
2021-11-17 21:03:00-05:00,1287.0,1287.0,1286.75,1286.75,7,5,9008.0
2021-11-17 21:04:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-17 21:08:00-05:00,1287.0,1287.0,1287.0,1287.0,2,1,2574.0
2021-11-17 21:09:00-05:00,1286.75,1287.0,1286.75,1287.0,3,2,3860.5
2021-11-17 21:11:00-05:00,1287.0,1287.75,1287.0,1287.75,29,8,37336.5
2021-11-17 21:12:00-05:00,1287.5,1288.0,1287.5,1288.0,41,5,52796.75
2021-11-17 21:13:00-05:00,1288.0,1288.25,1288.0,1288.25,73,19,94028.5
2021-11-17 21:14:00-05:00,1288.25,1288.5,1288.0,1288.5,34,6,43799.75
2021-11-17 21:15:00-05:00,1288.5,1288.5,1288.5,1288.5,2,2,2577.0
2021-11-17 21:16:00-05:00,1288.25,1288.25,1288.25,1288.25,1,1,1288.25
2021-11-17 21:19:00-05:00,1288.75,1288.75,1288.75,1288.75,3,2,3866.25
2021-11-17 21:22:00-05:00,1288.75,1289.0,1288.75,1289.0,20,2,25779.25
2021-11-17 21:23:00-05:00,1288.5,1288.5,1288.5,1288.5,2,1,2577.0
2021-11-17 21:25:00-05:00,1289.0,1289.0,1289.0,1289.0,1,1,1289.0
2021-11-17 21:27:00-05:00,1289.0,1289.5,1289.0,1289.5,7,4,9024.5
2021-11-17 21:28:00-05:00,1289.75,1290.0,1289.75,1290.0,5,3,6449.25
