,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-04 06:04:00-04:00,82.465,82.465,82.465,82.465,1,1,82.465
2021-06-04 06:22:00-04:00,82.445,82.445,82.445,82.445,1,1,82.445
2021-06-04 07:23:00-04:00,82.465,82.465,82.465,82.465,1,1,82.465
2021-06-04 09:12:00-04:00,82.76,82.76,82.76,82.76,1,1,82.76
2021-06-04 09:35:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-06-04 10:53:00-04:00,82.675,82.685,82.675,82.685,4,3,330.725
2021-06-04 12:31:00-04:00,82.71,82.71,82.71,82.71,1,1,82.71
2021-06-04 12:52:00-04:00,82.735,82.735,82.735,82.735,1,1,82.735
2021-06-04 14:22:00-04:00,82.775,82.775,82.775,82.775,1,1,82.775
2021-06-04 15:14:00-04:00,82.825,82.83,82.825,82.83,2,2,165.655
2021-06-04 15:59:00-04:00,82.76,82.76,82.76,82.76,1,1,82.76
