,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-03 20:05:00-04:00,82.535,82.535,82.535,82.535,1,1,82.535
2021-06-03 20:54:00-04:00,82.52,82.52,82.52,82.52,1,1,82.52
2021-06-04 03:03:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-04 03:04:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-04 09:38:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-06-04 10:01:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-04 10:05:00-04:00,82.72,82.72,82.72,82.72,1,1,82.72
2021-06-04 10:09:00-04:00,82.75,82.75,82.75,82.75,1,1,82.75
2021-06-04 10:10:00-04:00,82.725,82.725,82.725,82.725,1,1,82.725
2021-06-04 10:11:00-04:00,82.71,82.71,82.71,82.71,1,1,82.71
2021-06-04 10:25:00-04:00,82.68,82.68,82.68,82.68,2,1,165.36
2021-06-04 12:02:00-04:00,82.72,82.72,82.72,82.72,1,1,82.72
2021-06-04 15:31:00-04:00,82.815,82.815,82.815,82.815,1,1,82.815
