,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-03 18:14:00-04:00,82.585,82.585,82.585,82.585,2,1,165.17
2021-06-03 18:31:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-03 18:42:00-04:00,82.575,82.575,82.575,82.575,1,1,82.575
2021-06-03 18:59:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-03 20:01:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-03 20:05:00-04:00,82.53,82.53,82.53,82.53,2,1,165.06
2021-06-03 20:09:00-04:00,82.52,82.52,82.52,82.52,2,2,165.04
2021-06-03 20:11:00-04:00,82.515,82.515,82.5,82.5,110,9,9075.65
2021-06-03 20:18:00-04:00,82.5,82.5,82.5,82.5,1,1,82.5
2021-06-03 20:19:00-04:00,82.495,82.495,82.495,82.495,1,1,82.495
2021-06-03 20:21:00-04:00,82.5,82.5,82.5,82.5,1,1,82.5
2021-06-03 20:30:00-04:00,82.525,82.525,82.525,82.525,1,1,82.525
2021-06-03 20:32:00-04:00,82.515,82.515,82.515,82.515,1,1,82.515
2021-06-03 20:43:00-04:00,82.53,82.53,82.515,82.515,2,2,165.045
2021-06-03 20:54:00-04:00,82.52,82.52,82.52,82.52,5,1,412.6
2021-06-03 21:28:00-04:00,82.535,82.535,82.535,82.535,1,1,82.535
2021-06-03 21:56:00-04:00,82.505,82.505,82.5,82.5,2,2,165.005
2021-06-03 21:59:00-04:00,82.49,82.49,82.49,82.49,1,1,82.49
2021-06-03 22:00:00-04:00,82.495,82.495,82.495,82.495,1,1,82.495
2021-06-03 22:04:00-04:00,82.495,82.495,82.495,82.495,1,1,82.495
2021-06-03 22:06:00-04:00,82.48,82.48,82.48,82.48,1,1,82.48
2021-06-03 22:10:00-04:00,82.48,82.48,82.48,82.48,4,3,329.92
2021-06-03 22:12:00-04:00,82.485,82.485,82.48,82.48,30,3,2474.425
2021-06-03 22:21:00-04:00,82.485,82.485,82.485,82.485,1,1,82.485
