,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-15 20:00:00-04:00,1354.0,1356.0,1354.0,1354.0,6,5,8126.0
2021-08-15 20:04:00-04:00,1353.0,1353.25,1353.0,1353.25,6,3,8119.25
2021-08-15 20:12:00-04:00,1354.0,1354.0,1354.0,1354.0,5,3,6770.0
2021-08-15 20:20:00-04:00,1352.75,1352.75,1352.5,1352.75,4,3,5410.5
2021-08-15 20:41:00-04:00,1354.0,1354.0,1354.0,1354.0,5,3,6770.0
2021-08-15 20:54:00-04:00,1354.0,1354.0,1354.0,1354.0,2,2,2708.0
2021-08-15 21:00:00-04:00,1355.5,1355.5,1355.5,1355.5,1,1,1355.5
2021-08-15 21:08:00-04:00,1358.0,1358.0,1358.0,1358.0,31,7,42098.0
2021-08-15 21:10:00-04:00,1358.5,1358.5,1358.5,1358.5,2,1,2717.0
2021-08-15 21:16:00-04:00,1360.0,1360.0,1360.0,1360.0,4,3,5440.0
2021-08-15 21:17:00-04:00,1359.5,1359.5,1359.5,1359.5,1,1,1359.5
2021-08-15 21:21:00-04:00,1358.0,1358.0,1358.0,1358.0,2,1,2716.0
2021-08-15 21:23:00-04:00,1358.75,1359.0,1358.75,1359.0,3,3,4076.5
2021-08-15 21:25:00-04:00,1360.25,1360.25,1360.25,1360.25,1,1,1360.25
2021-08-15 21:26:00-04:00,1360.25,1360.25,1360.25,1360.25,1,1,1360.25
2021-08-15 21:27:00-04:00,1360.25,1360.25,1360.25,1360.25,2,2,2720.5
2021-08-15 21:31:00-04:00,1361.25,1361.25,1361.25,1361.25,1,1,1361.25
2021-08-15 21:40:00-04:00,1360.25,1360.25,1360.25,1360.25,1,1,1360.25
2021-08-15 21:56:00-04:00,1358.75,1358.75,1358.5,1358.5,2,2,2717.25
2021-08-15 22:01:00-04:00,1358.0,1358.0,1358.0,1358.0,2,1,2716.0
2021-08-15 22:02:00-04:00,1358.5,1358.5,1358.5,1358.5,1,1,1358.5
2021-08-15 22:04:00-04:00,1359.25,1359.25,1359.25,1359.25,1,1,1359.25
2021-08-15 22:56:00-04:00,1359.25,1359.25,1359.25,1359.25,1,1,1359.25
2021-08-15 23:01:00-04:00,1359.5,1359.5,1359.5,1359.5,1,1,1359.5
2021-08-15 23:02:00-04:00,1359.5,1359.75,1359.5,1359.75,2,2,2719.25
2021-08-15 23:03:00-04:00,1359.75,1360.0,1359.75,1360.0,2,2,2719.75
2021-08-15 23:04:00-04:00,1359.75,1359.75,1359.75,1359.75,1,1,1359.75
2021-08-15 23:24:00-04:00,1360.75,1360.75,1360.75,1360.75,1,1,1360.75
2021-08-15 23:25:00-04:00,1360.75,1360.75,1360.75,1360.75,1,1,1360.75
2021-08-15 23:28:00-04:00,1361.25,1361.25,1361.25,1361.25,2,1,2722.5
2021-08-16 01:32:00-04:00,1361.0,1361.0,1361.0,1361.0,2,2,2722.0
2021-08-16 01:33:00-04:00,1361.25,1361.25,1361.25,1361.25,16,8,21780.0
2021-08-16 01:35:00-04:00,1361.25,1361.25,1361.25,1361.25,8,3,10890.0
2021-08-16 01:39:00-04:00,1361.5,1361.5,1361.5,1361.5,1,1,1361.5
2021-08-16 01:44:00-04:00,1362.0,1362.0,1362.0,1362.0,1,1,1362.0
2021-08-16 01:46:00-04:00,1362.25,1362.25,1362.25,1362.25,1,1,1362.25
