,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-07-20 18:00:00-04:00,4308.75,4310.0,4308.75,4310.0,3,2,12927.5
2021-07-20 18:12:00-04:00,4311.5,4311.5,4311.5,4311.5,1,1,4311.5
2021-07-20 18:47:00-04:00,4311.5,4311.5,4311.5,4311.5,2,2,8623.0
2021-07-20 18:57:00-04:00,4311.75,4311.75,4311.75,4311.75,2,2,8623.5
2021-07-20 19:08:00-04:00,4313.25,4313.25,4313.25,4313.25,2,1,8626.5
2021-07-20 19:49:00-04:00,4312.75,4312.75,4312.75,4312.75,1,1,4312.75
2021-07-20 19:55:00-04:00,4314.25,4314.25,4314.25,4314.25,2,1,8628.5
2021-07-20 20:19:00-04:00,4310.5,4310.5,4310.5,4310.5,2,2,8621.0
2021-07-20 20:30:00-04:00,4311.25,4312.25,4311.25,4312.25,2,2,8623.5
2021-07-20 20:35:00-04:00,4312.5,4312.5,4312.5,4312.5,2,1,8625.0
2021-07-20 20:39:00-04:00,4313.0,4313.0,4313.0,4313.0,7,1,30191.0
2021-07-20 21:10:00-04:00,4312.25,4312.25,4312.25,4312.25,1,1,4312.25
2021-07-20 21:35:00-04:00,4311.5,4311.5,4311.5,4311.5,1,1,4311.5
2021-07-20 21:47:00-04:00,4311.5,4311.5,4311.5,4311.5,1,1,4311.5
2021-07-20 22:15:00-04:00,4307.5,4307.5,4307.5,4307.5,1,1,4307.5
2021-07-20 22:18:00-04:00,4307.25,4307.25,4307.25,4307.25,1,1,4307.25
2021-07-20 22:19:00-04:00,4305.25,4305.25,4305.0,4305.0,5,2,21525.75
2021-07-20 22:20:00-04:00,4304.75,4304.75,4304.25,4304.25,3,2,12913.75
2021-07-20 22:21:00-04:00,4305.25,4305.25,4305.25,4305.25,1,1,4305.25
2021-07-20 22:37:00-04:00,4302.25,4302.25,4302.25,4302.25,2,1,8604.5
