time,open,high,low,close,Volume,Volume MA
1558067400,3681.2333,3689.7497,3674.7011,3675.5514,0,0
1558071000,3675.4334,3675.678,3653.118,3655.4873,0,0
1558074600,3655.2247,3655.2395,3637.5826,3648.7609,0,0
1558315800,3633.9685,3644.5,3583.8324,3601.9631,0,0
1558319400,3602.0867,3637.3512,3602.0867,3613.6823,0,0
1558323000,3614.1568,3614.5379,3613.8796,3614.0814,0,0
1558326600,3614.1521,3618.5396,3598.8022,3599.2978,0,0
1558330200,3599.2009,3606.2759,3592.1128,3600.4468,0,0
1558333800,3600.6749,3619.3247,3599.9531,3617.7924,0,0
1558402200,3620.0622,3650.8064,3610.6817,3650.8064,0,0
1558405800,3651.4427,3690.0208,3651.4427,3682.5206,0,0
1558409400,3682.7067,3683.0149,3682.5133,3682.9722,0,0
1558413000,3684.3367,3684.3367,3666.3958,3668.6177,0,0
1558416600,3668.1997,3676.8146,3659.9779,3663.8322,0,0
1558420200,3664.1295,3670.0305,3662.5268,3666.7762,0,0
1558488600,3662.9914,3679.2727,3644.1966,3665.3225,0,0
1558492200,3666.3459,3674.1282,3656.2855,3669.519,0,0
1558495800,3668.9206,3669.2345,3668.5162,3668.5799,0,0
1558499400,3669.4916,3670.3216,3649.7868,3649.8377,0,0
1558503000,3650.3097,3650.8785,3634.7479,3639.948,0,0
1558506600,3639.8937,3651.2764,3639.8937,3649.3796,0,0
1558575000,3628.5512,3628.5512,3588.5603,3604.3762,0,0
1558578600,3604.5349,3631.4343,3600.2837,3606.7676,0,0
1558582200,3606.3749,3606.9314,3606.3749,3606.9314,0,0
1558585800,3607.5506,3616.3913,3601.1687,3604.6959,0,0
1558589400,3604.924,3611.5404,3589.5347,3590.8724,0,0
1558593000,3590.4165,3590.4165,3578.2824,3583.9646,0,0
1558661400,3584.7823,3623.3859,3584.7823,3592.3249,0,0
1558665000,3591.8106,3604.6183,3585.2265,3588.6775,0,0
1558668600,3588.8415,3588.8415,3587.6161,3587.6161,0,0
1558672200,3587.482,3594.3461,3580.7853,3594.1674,0,0
