,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-31 18:00:00-04:00,82.86,82.88,82.86,82.87,159,35,13176.19
2021-05-31 18:01:00-04:00,82.87,82.88,82.87,82.875,48,12,3977.875
2021-05-31 18:02:00-04:00,82.87,82.875,82.87,82.87,30,6,2486.195
2021-05-31 18:03:00-04:00,82.87,82.875,82.87,82.875,24,7,1988.93
2021-05-31 18:04:00-04:00,82.875,82.875,82.87,82.87,10,5,828.715
2021-05-31 18:05:00-04:00,82.87,82.89,82.87,82.89,167,23,13840.14
2021-05-31 18:06:00-04:00,82.885,82.895,82.885,82.895,25,13,2072.28
2021-05-31 18:08:00-04:00,82.89,82.895,82.89,82.895,4,3,331.57
2021-05-31 18:09:00-04:00,82.895,82.9,82.895,82.9,38,8,3150.08
2021-05-31 18:10:00-04:00,82.895,82.9,82.895,82.9,5,3,414.48
2021-05-31 18:11:00-04:00,82.9,82.9,82.9,82.9,13,3,1077.7
2021-05-31 18:12:00-04:00,82.9,82.915,82.9,82.915,73,14,6052.545
2021-05-31 18:13:00-04:00,82.91,82.91,82.91,82.91,2,2,165.82
2021-05-31 18:14:00-04:00,82.91,82.91,82.9,82.905,16,8,1326.5
2021-05-31 18:15:00-04:00,82.9,82.905,82.895,82.9,23,8,1906.7
2021-05-31 18:17:00-04:00,82.895,82.895,82.895,82.895,7,3,580.265
2021-05-31 18:18:00-04:00,82.89,82.895,82.89,82.895,5,3,414.47
2021-05-31 18:19:00-04:00,82.89,82.89,82.885,82.885,6,3,497.335
2021-05-31 18:20:00-04:00,82.89,82.895,82.89,82.895,15,3,1243.39
2021-05-31 18:22:00-04:00,82.895,82.9,82.895,82.9,2,2,165.795
2021-05-31 18:23:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-05-31 18:24:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-05-31 18:25:00-04:00,82.9,82.905,82.9,82.905,6,4,497.415
