,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-01 09:47:00-04:00,83.21,83.21,83.21,83.21,1,1,83.21
2021-06-01 11:29:00-04:00,83.18,83.18,83.18,83.18,12,4,998.16
2021-06-01 13:04:00-04:00,82.94,82.94,82.94,82.94,1,1,82.94
2021-06-01 13:08:00-04:00,82.94,82.94,82.94,82.94,2,1,165.88
2021-06-01 15:05:00-04:00,82.88,82.88,82.88,82.88,2,1,165.76
