,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-31 18:12:00-04:00,82.9,82.9,82.9,82.9,6,3,497.4
2021-05-31 19:51:00-04:00,82.915,82.915,82.915,82.915,1,1,82.915
2021-05-31 20:03:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-05-31 20:06:00-04:00,82.93,82.93,82.93,82.93,25,1,2073.25
2021-05-31 20:41:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-05-31 20:53:00-04:00,82.925,82.93,82.925,82.93,30,4,2487.89
2021-05-31 21:02:00-04:00,82.95,82.95,82.95,82.95,25,5,2073.75
2021-05-31 21:32:00-04:00,82.975,82.98,82.975,82.98,5,2,414.89
2021-05-31 21:36:00-04:00,82.975,82.975,82.975,82.975,8,2,663.8
2021-05-31 21:38:00-04:00,82.985,82.985,82.985,82.985,13,3,1078.805
2021-05-31 22:24:00-04:00,82.98,82.98,82.975,82.975,28,5,2323.305
2021-05-31 22:29:00-04:00,82.985,82.985,82.985,82.985,1,1,82.985
2021-05-31 22:34:00-04:00,82.975,82.975,82.975,82.975,1,1,82.975
2021-05-31 22:37:00-04:00,82.975,82.975,82.975,82.975,1,1,82.975
2021-05-31 22:40:00-04:00,82.96,82.96,82.955,82.955,2,2,165.915
2021-05-31 23:55:00-04:00,82.97,82.97,82.97,82.97,2,1,165.94
2021-05-31 23:56:00-04:00,82.97,82.97,82.97,82.97,2,1,165.94
2021-06-01 00:30:00-04:00,82.965,82.965,82.965,82.965,1,1,82.965
2021-06-01 00:31:00-04:00,82.955,82.955,82.955,82.955,1,1,82.955
2021-06-01 00:32:00-04:00,82.94,82.94,82.94,82.94,1,1,82.94
2021-06-01 00:33:00-04:00,82.96,82.96,82.96,82.96,1,1,82.96
2021-06-01 00:34:00-04:00,82.96,82.96,82.96,82.96,1,1,82.96
2021-06-01 01:00:00-04:00,82.97,82.97,82.97,82.97,1,1,82.97
2021-06-01 02:00:00-04:00,82.97,82.97,82.97,82.97,2,1,165.94
2021-06-01 02:19:00-04:00,82.965,82.965,82.965,82.965,3,2,248.895
2021-06-01 02:23:00-04:00,82.95,82.95,82.95,82.95,2,2,165.9
2021-06-01 02:25:00-04:00,82.955,82.955,82.955,82.955,1,1,82.955
