,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-11 20:00:00-05:00,1221.5,1223.5,1221.5,1223.0,433,138,529206.75
2021-11-11 20:01:00-05:00,1223.25,1223.75,1223.0,1223.75,28,17,34250.25
2021-11-11 20:02:00-05:00,1223.5,1224.0,1223.25,1223.75,86,42,105252.75
2021-11-11 20:03:00-05:00,1223.75,1223.75,1223.25,1223.25,38,20,46490.25
2021-11-11 20:04:00-05:00,1223.5,1223.5,1222.75,1223.0,46,15,56273.75
2021-11-11 20:05:00-05:00,1223.25,1223.75,1223.25,1223.5,11,6,13458.25
2021-11-11 20:06:00-05:00,1223.5,1224.25,1223.5,1223.5,38,11,46505.75
2021-11-11 20:07:00-05:00,1223.5,1224.25,1223.5,1224.0,29,12,35493.5
2021-11-11 20:08:00-05:00,1224.0,1224.75,1224.0,1224.5,82,33,100396.25
2021-11-11 20:09:00-05:00,1224.25,1224.25,1224.25,1224.25,27,11,33054.75
2021-11-11 20:10:00-05:00,1224.0,1224.0,1224.0,1224.0,14,9,17136.0
2021-11-11 20:11:00-05:00,1224.0,1224.5,1224.0,1224.5,20,16,24487.75
2021-11-11 20:12:00-05:00,1224.5,1224.75,1224.25,1224.75,18,9,22043.25
2021-11-11 20:13:00-05:00,1224.5,1224.5,1224.5,1224.5,27,14,33061.5
2021-11-11 20:14:00-05:00,1224.5,1225.0,1224.5,1225.0,62,22,75945.0
2021-11-11 20:15:00-05:00,1225.25,1225.75,1225.25,1225.75,54,19,66175.75
2021-11-11 20:16:00-05:00,1225.25,1225.25,1225.25,1225.25,2,2,2450.5
2021-11-11 20:17:00-05:00,1225.25,1225.25,1225.0,1225.0,13,10,15926.0
2021-11-11 20:18:00-05:00,1225.0,1225.25,1225.0,1225.25,65,27,79640.25
2021-11-11 20:19:00-05:00,1225.25,1225.25,1225.0,1225.25,47,22,57582.75
2021-11-11 20:20:00-05:00,1225.5,1225.5,1225.5,1225.5,12,3,14706.0
2021-11-11 20:21:00-05:00,1225.5,1225.75,1225.5,1225.5,22,5,26962.25
2021-11-11 20:22:00-05:00,1225.5,1225.75,1225.5,1225.75,22,7,26962.75
2021-11-11 20:23:00-05:00,1225.75,1226.0,1225.75,1225.75,12,4,14709.5
2021-11-11 20:24:00-05:00,1225.75,1225.75,1225.5,1225.75,38,10,46577.75
2021-11-11 20:25:00-05:00,1225.75,1225.75,1225.5,1225.5,13,5,15934.25
2021-11-11 20:27:00-05:00,1225.5,1225.5,1225.5,1225.5,7,5,8578.5
2021-11-11 20:28:00-05:00,1225.25,1225.25,1225.25,1225.25,13,8,15928.25
2021-11-11 20:29:00-05:00,1225.5,1225.5,1225.25,1225.25,18,6,22057.0
2021-11-11 20:30:00-05:00,1225.25,1225.5,1225.25,1225.5,5,2,6127.25
2021-11-11 20:31:00-05:00,1225.25,1225.25,1225.25,1225.25,6,5,7351.5
2021-11-11 20:32:00-05:00,1225.5,1225.5,1224.25,1224.75,30,15,36747.25
2021-11-11 20:34:00-05:00,1224.75,1224.75,1224.75,1224.75,1,1,1224.75
2021-11-11 20:35:00-05:00,1224.75,1225.0,1224.5,1225.0,5,5,6123.25
2021-11-11 20:36:00-05:00,1225.0,1225.25,1225.0,1225.25,4,2,4900.75
2021-11-11 20:37:00-05:00,1225.0,1225.0,1225.0,1225.0,7,2,8575.0
2021-11-11 20:39:00-05:00,1225.25,1225.25,1225.25,1225.25,2,1,2450.5
2021-11-11 20:41:00-05:00,1225.25,1225.5,1225.25,1225.5,8,3,9803.75
2021-11-11 20:42:00-05:00,1225.25,1225.75,1225.25,1225.75,4,2,4902.5
2021-11-11 20:43:00-05:00,1225.5,1226.25,1225.5,1226.0,64,5,78462.0
2021-11-11 20:44:00-05:00,1226.25,1226.75,1226.25,1226.75,13,8,15943.75
2021-11-11 20:45:00-05:00,1226.5,1226.5,1226.5,1226.5,5,2,6132.5
2021-11-11 20:46:00-05:00,1226.25,1226.5,1226.25,1226.5,10,6,12263.0
2021-11-11 20:47:00-05:00,1226.25,1226.75,1226.25,1226.75,20,4,24527.75
2021-11-11 20:48:00-05:00,1226.5,1227.0,1226.5,1227.0,36,5,44168.5
2021-11-11 20:49:00-05:00,1226.75,1227.0,1226.75,1226.75,9,4,11041.75
2021-11-11 20:50:00-05:00,1226.75,1226.75,1226.75,1226.75,1,1,1226.75
2021-11-11 20:51:00-05:00,1226.75,1226.75,1226.75,1226.75,1,1,1226.75
2021-11-11 20:52:00-05:00,1226.75,1226.75,1226.75,1226.75,5,4,6133.75
2021-11-11 20:54:00-05:00,1226.75,1227.0,1226.75,1226.75,14,5,17174.75
2021-11-11 20:56:00-05:00,1226.75,1227.0,1226.75,1227.0,19,2,23312.75
2021-11-11 20:57:00-05:00,1227.25,1227.25,1227.25,1227.25,12,3,14727.0
2021-11-11 20:58:00-05:00,1227.25,1227.5,1227.25,1227.25,3,3,3682.0
2021-11-11 20:59:00-05:00,1227.0,1227.5,1227.0,1227.25,13,7,15956.0
2021-11-11 21:00:00-05:00,1227.25,1227.25,1227.25,1227.25,2,2,2454.5
2021-11-11 21:01:00-05:00,1227.5,1227.5,1227.25,1227.25,5,4,6136.5
2021-11-11 21:02:00-05:00,1227.25,1227.25,1226.75,1226.75,30,10,36808.0
2021-11-11 21:03:00-05:00,1226.5,1226.5,1226.5,1226.5,12,8,14718.0
2021-11-11 21:04:00-05:00,1226.75,1226.75,1226.25,1226.25,15,4,18397.5
2021-11-11 21:05:00-05:00,1226.5,1226.5,1226.25,1226.5,4,3,4905.75
2021-11-11 21:06:00-05:00,1226.75,1226.75,1226.75,1226.75,1,1,1226.75
2021-11-11 21:07:00-05:00,1226.75,1226.75,1226.75,1226.75,2,2,2453.5
2021-11-11 21:08:00-05:00,1226.75,1226.75,1226.75,1226.75,3,3,3680.25
2021-11-11 21:09:00-05:00,1226.75,1226.75,1226.75,1226.75,4,4,4907.0
2021-11-11 21:10:00-05:00,1226.5,1226.5,1226.25,1226.5,47,12,57637.75
2021-11-11 21:11:00-05:00,1226.25,1226.5,1226.25,1226.25,5,5,6132.0
2021-11-11 21:12:00-05:00,1226.5,1226.5,1226.5,1226.5,3,2,3679.5
2021-11-11 21:13:00-05:00,1226.25,1226.25,1226.25,1226.25,1,1,1226.25
2021-11-11 21:14:00-05:00,1226.25,1226.25,1226.0,1226.25,55,17,67433.25
2021-11-11 21:16:00-05:00,1226.0,1226.0,1226.0,1226.0,2,1,2452.0
2021-11-11 21:17:00-05:00,1226.25,1226.5,1226.25,1226.5,12,4,14717.25
