,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-07-09 08:01:00-04:00,4316.5,4316.5,4316.5,4316.5,2,2,8633.0
2021-07-09 08:02:00-04:00,4316.25,4316.25,4316.25,4316.25,5,1,21581.25
2021-07-09 09:08:00-04:00,4313.5,4313.5,4313.5,4313.5,1,1,4313.5
2021-07-09 09:47:00-04:00,4320.5,4320.5,4320.5,4320.5,2,1,8641.0
2021-07-09 09:48:00-04:00,4320.25,4320.5,4320.25,4320.5,5,3,21602.25
2021-07-09 11:27:00-04:00,4335.0,4335.0,4335.0,4335.0,1,1,4335.0
2021-07-09 11:58:00-04:00,4336.0,4336.0,4335.25,4335.25,17,4,73704.25
2021-07-09 11:59:00-04:00,4334.0,4334.0,4334.0,4334.0,2,1,8668.0
2021-07-09 12:00:00-04:00,4335.5,4335.5,4335.5,4335.5,14,14,60697.0
2021-07-09 14:35:00-04:00,4340.0,4340.0,4340.0,4340.0,1,1,4340.0
2021-07-09 15:50:00-04:00,4345.0,4345.0,4345.0,4345.0,1,1,4345.0
