,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-11-05 05:39:00-04:00,4664.0,4664.0,4664.0,4664.0,1,1,4664.0
2021-11-05 05:59:00-04:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-05 08:30:00-04:00,4672.0,4672.0,4672.0,4672.0,1,1,4672.0
2021-11-05 08:34:00-04:00,4676.0,4676.0,4676.0,4676.0,1,1,4676.0
2021-11-05 08:36:00-04:00,4680.0,4680.0,4680.0,4680.0,1,1,4680.0
2021-11-05 09:29:00-04:00,4684.0,4684.0,4684.0,4684.0,1,1,4684.0
2021-11-05 09:35:00-04:00,4688.0,4688.0,4688.0,4688.0,1,1,4688.0
2021-11-05 09:41:00-04:00,4692.0,4692.0,4692.0,4692.0,1,1,4692.0
2021-11-05 10:03:00-04:00,4696.0,4696.0,4696.0,4696.0,1,1,4696.0
2021-11-05 10:49:00-04:00,4693.0,4693.0,4692.0,4692.0,2,2,9385.0
2021-11-05 10:57:00-04:00,4690.75,4690.75,4690.75,4690.75,1,1,4690.75
2021-11-05 11:06:00-04:00,4691.0,4691.0,4691.0,4691.0,1,1,4691.0
2021-11-05 12:11:00-04:00,4683.25,4683.25,4683.25,4683.25,1,1,4683.25
2021-11-05 13:25:00-04:00,4667.0,4667.0,4667.0,4667.0,1,1,4667.0
