,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-27 19:53:00-04:00,79.17,79.17,79.17,79.17,2,1,158.34
2021-09-27 22:59:00-04:00,79.3,79.3,79.3,79.3,1,1,79.3
2021-09-28 03:06:00-04:00,79.17,79.17,79.17,79.17,1,1,79.17
2021-09-28 03:57:00-04:00,79.165,79.165,79.165,79.165,1,1,79.165
2021-09-28 07:31:00-04:00,79.1,79.1,79.1,79.1,1,1,79.1
2021-09-28 07:52:00-04:00,79.11,79.11,79.11,79.11,1,1,79.11
2021-09-28 08:14:00-04:00,79.04,79.04,79.04,79.04,1,1,79.04
2021-09-28 08:22:00-04:00,79.06,79.06,79.06,79.06,2,1,158.12
2021-09-28 09:51:00-04:00,78.825,78.825,78.8,78.8,2,2,157.625
2021-09-28 09:52:00-04:00,78.82,78.82,78.82,78.82,1,1,78.82
2021-09-28 09:54:00-04:00,78.835,78.835,78.835,78.835,1,1,78.835
2021-09-28 09:55:00-04:00,78.835,78.835,78.835,78.835,1,1,78.835
2021-09-28 10:00:00-04:00,78.845,78.845,78.845,78.845,1,1,78.845
2021-09-28 10:09:00-04:00,78.8,78.8,78.8,78.8,1,1,78.8
2021-09-28 10:14:00-04:00,78.81,78.81,78.81,78.81,1,1,78.81
2021-09-28 10:23:00-04:00,78.825,78.825,78.825,78.825,1,1,78.825
2021-09-28 10:37:00-04:00,78.875,78.875,78.875,78.875,1,1,78.875
2021-09-28 11:03:00-04:00,78.77,78.77,78.77,78.77,1,1,78.77
2021-09-28 11:14:00-04:00,78.715,78.715,78.715,78.715,1,1,78.715
2021-09-28 11:55:00-04:00,78.77,78.77,78.77,78.77,1,1,78.77
2021-09-28 12:15:00-04:00,78.86,78.86,78.86,78.86,12,1,946.32
2021-09-28 12:28:00-04:00,78.865,78.865,78.865,78.865,7,1,552.055
2021-09-28 12:30:00-04:00,78.88,78.88,78.88,78.88,1,1,78.88
2021-09-28 12:33:00-04:00,78.89,78.89,78.89,78.89,2,2,157.78
2021-09-28 13:01:00-04:00,78.75,78.75,78.75,78.75,1,1,78.75
2021-09-28 14:07:00-04:00,78.8,78.8,78.8,78.8,1,1,78.8
2021-09-28 14:14:00-04:00,78.74,78.745,78.74,78.745,4,2,314.97
