,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-01 20:00:00-04:00,1426.0,1427.25,1424.5,1425.25,29,20,41354.0
2021-06-01 20:01:00-04:00,1425.0,1425.0,1424.75,1424.75,3,3,4274.5
2021-06-01 20:03:00-04:00,1426.75,1426.75,1426.75,1426.75,1,1,1426.75
2021-06-01 20:04:00-04:00,1427.0,1427.0,1427.0,1427.0,1,1,1427.0
2021-06-01 20:05:00-04:00,1427.0,1427.0,1427.0,1427.0,1,1,1427.0
2021-06-01 20:06:00-04:00,1427.0,1427.0,1427.0,1427.0,1,1,1427.0
2021-06-01 20:08:00-04:00,1428.5,1428.75,1428.5,1428.75,10,4,14285.5
2021-06-01 20:09:00-04:00,1428.75,1430.5,1428.75,1430.5,17,11,24306.0
2021-06-01 20:10:00-04:00,1430.25,1430.25,1430.25,1430.25,1,1,1430.25
2021-06-01 20:11:00-04:00,1429.5,1429.5,1429.5,1429.5,2,2,2859.0
2021-06-01 20:16:00-04:00,1430.25,1430.25,1430.25,1430.25,1,1,1430.25
2021-06-01 20:18:00-04:00,1431.0,1431.0,1431.0,1431.0,1,1,1431.0
2021-06-01 20:21:00-04:00,1430.5,1430.5,1430.5,1430.5,10,5,14305.0
2021-06-01 20:24:00-04:00,1430.5,1430.5,1430.5,1430.5,1,1,1430.5
2021-06-01 20:25:00-04:00,1430.75,1430.75,1430.5,1430.5,5,5,7152.75
2021-06-01 20:26:00-04:00,1430.75,1430.75,1430.75,1430.75,1,1,1430.75
2021-06-01 20:27:00-04:00,1430.5,1430.5,1430.5,1430.5,2,2,2861.0
2021-06-01 20:31:00-04:00,1431.0,1431.0,1431.0,1431.0,1,1,1431.0
2021-06-01 20:32:00-04:00,1430.75,1430.75,1430.75,1430.75,2,2,2861.5
2021-06-01 20:38:00-04:00,1430.75,1431.25,1430.75,1431.0,4,4,5724.0
2021-06-01 20:41:00-04:00,1431.75,1431.75,1431.75,1431.75,5,1,7158.75
2021-06-01 20:42:00-04:00,1431.5,1431.5,1431.5,1431.5,1,1,1431.5
2021-06-01 20:43:00-04:00,1431.5,1431.5,1431.5,1431.5,1,1,1431.5
2021-06-01 20:52:00-04:00,1430.5,1430.5,1430.5,1430.5,1,1,1430.5
2021-06-01 20:53:00-04:00,1430.75,1430.75,1430.75,1430.75,1,1,1430.75
2021-06-01 20:57:00-04:00,1430.25,1430.25,1430.0,1430.0,2,2,2860.25
2021-06-01 21:05:00-04:00,1431.75,1431.75,1431.75,1431.75,1,1,1431.75
2021-06-01 21:21:00-04:00,1431.25,1431.25,1431.25,1431.25,2,2,2862.5
2021-06-01 21:28:00-04:00,1434.0,1434.0,1434.0,1434.0,1,1,1434.0
2021-06-01 21:29:00-04:00,1433.5,1433.5,1433.5,1433.5,2,1,2867.0
2021-06-01 21:45:00-04:00,1435.75,1435.75,1435.75,1435.75,3,1,4307.25
2021-06-01 22:09:00-04:00,1435.25,1435.5,1435.25,1435.5,17,3,24401.5
2021-06-01 22:29:00-04:00,1434.5,1434.5,1434.5,1434.5,2,1,2869.0
2021-06-01 22:46:00-04:00,1434.25,1434.25,1434.25,1434.25,1,1,1434.25
2021-06-02 00:32:00-04:00,1432.0,1432.0,1432.0,1432.0,1,1,1432.0
2021-06-02 00:36:00-04:00,1432.25,1432.25,1432.0,1432.0,3,2,4296.25
2021-06-02 00:39:00-04:00,1432.0,1432.0,1432.0,1432.0,5,4,7160.0
