,XUC2 Curncy,XUC2 Curncy,XUC2 Curncy,XUC2 Curncy,XUC2 Curncy,XUC2 Curncy,XUC2 Curncy
2020-10-21,6.8815,6.8873999999999995,6.8377,6.8511,2218.0,XUCH1,11923.0
2020-10-22,6.845,6.8734,6.8445,6.8769,2374.0,XUCH1,11441.0
2020-10-23,6.8812999999999995,6.8864,6.857,6.8601,1638.0,XUCH1,12226.0
2020-10-26,6.8626000000000005,6.9001,6.8433,6.902,953.0,XUCH1,12443.0
2020-10-27,6.9017,6.9204,6.8937,6.927,3195.0,XUCH1,14074.0
2020-10-28,6.9171,6.9245,6.8992,6.9232,1544.0,XUCH1,14091.0
2020-10-29,6.9249,6.9416,6.9028,6.9109,1380.0,XUCH1,14239.0
2020-10-30,6.911,6.9212,6.8801,6.8934999999999995,2616.0,XUCH1,14493.0
2020-11-02,6.8926,6.902,6.8805,6.891,2427.0,XUCH1,14965.0
2020-11-03,6.8904,6.8961,6.8783,6.8788,1502.0,XUCH1,15342.0
2020-11-04,6.8796,6.9658,6.8551,6.9193,2643.0,XUCH1,16348.0
2020-11-05,6.8961,6.8961,6.8159,6.8221,2426.0,XUCH1,16648.0
2020-11-06,6.8174,6.8263,6.7984,6.8097,1385.0,XUCH1,17148.0
2020-11-09,6.8065,6.8074,6.7473,6.7629,4505.0,XUCH1,18107.0
2020-11-10,6.7628,6.8433,6.7501,6.7934,3146.0,XUCH1,19021.0
2020-11-11,6.8004,6.8209,6.7803,6.811,1456.0,XUCH1,19191.0
2020-11-12,6.8125,6.8314,6.8024000000000004,6.8178,2751.0,XUCH1,20601.0
2020-11-13,6.8216,6.8253,6.7993,6.8107,1406.0,XUCH1,20836.0
2020-11-16,6.8053,6.8128,6.7632,6.7709,7562.0,XUCH1,20749.0
2020-11-17,6.7748,6.7853,6.7431,6.7478,10795.0,XUCH1,21640.0
2020-11-18,6.7497,6.7583,6.7286,6.7437000000000005,10784.0,XUCH1,23021.0
2020-11-19,6.7384,6.7858,6.7372,6.7793,12537.0,XUCH1,24930.0
2020-11-20,6.7808,6.7819,6.7556,6.7638,9927.0,XUCH1,25345.0
2020-11-23,6.7632,6.7642,6.7379999999999995,6.7556,7033.0,XUCH1,26123.0
2020-11-24,6.7584,6.7825,6.7501999999999995,6.7672,10958.0,XUCH1,26786.0
2020-11-25,6.767,6.7915,6.7634,6.7652,8305.0,XUCH1,27291.0
2020-11-26,6.7604,6.7764,6.7484,6.7628,8117.0,XUCH1,27868.0
2020-11-27,6.7589,6.7713,6.7384,6.7659,9461.0,XUCH1,29506.0
2020-11-30,6.7656,6.7771,6.7562999999999995,6.7600999999999996,15366.0,XUCH1,30825.0
2020-12-01,6.7581,6.7748,6.7392,6.7524999999999995,21868.0,XUCH1,36421.0
2020-12-02,6.7524999999999995,6.7534,6.7321,6.7468,232.0,XUCM1,6015.0
2020-12-03,6.7447,6.7472,6.7298,6.7389,655.0,XUCM1,6440.0
2020-12-04,6.7176,6.7272,6.7023,6.7036999999999995,643.0,XUCM1,6756.0
2020-12-07,6.6998999999999995,6.7181999999999995,6.6994,6.7172,675.0,XUCM1,7152.0
2020-12-08,6.7036,6.7061,6.6695,6.6973,2144.0,XUCM1,8570.0
2020-12-09,6.6957,6.6962,6.6495,6.6874,282.0,XUCM1,8720.0
2020-12-10,6.6828,6.7067,6.6801,6.7044,470.0,XUCM1,8842.0
2020-12-11,6.702,6.7112,6.6916,6.7084,416.0,XUCM1,8757.0
2020-12-14,6.7069,6.7104,6.6844,6.6916,462.0,XUCM1,8903.0
2020-12-15,6.6891,6.7102,6.6882,6.7025,584.0,XUCM1,8966.0
2020-12-16,6.7003,6.7023,6.6765,6.6772,312.0,XUCM1,8982.0
2020-12-17,6.6801,6.6838,6.6701,6.6776,988.0,XUCM1,8885.0
2020-12-18,6.6819,6.7013,6.6758,6.6901,770.0,XUCM1,9006.0
2020-12-21,6.6896,6.7113,6.6849,6.7172,750.0,XUCM1,9262.0
2020-12-22,6.7201,6.7201,6.6991,6.7057,655.0,XUCM1,9118.0
2020-12-23,6.6987,6.7103,6.6856,6.6896,590.0,XUCM1,9307.0
2020-12-24,6.6899,6.6993,6.6791,6.6893,489.0,XUCM1,9532.0
2020-12-25,6.6815,6.6865,6.6777,6.6767,114.0,XUCM1,9527.0
2020-12-28,6.6769,6.6943,6.6769,6.6969,288.0,XUCM1,9518.0
2020-12-29,6.6987,6.7009,6.6836,6.6868,1297.0,XUCM1,9910.0
2020-12-30,6.6867,6.6901,6.6683,6.6794,892.0,XUCM1,10092.0
2020-12-31,6.6764,6.6804,6.6558,6.6758,1358.0,XUCM1,10602.0
2021-01-04,6.6698,6.6721,6.6012,6.6068999999999996,931.0,XUCM1,10594.0
2021-01-05,6.6061,6.6255,6.5696,6.602,987.0,XUCM1,10692.0
2021-01-06,6.5966000000000005,6.6004000000000005,6.575,6.5942,1200.0,XUCM1,11273.0
2021-01-07,6.5865,6.6071,6.5853,6.6016,1290.0,XUCM1,11494.0
2021-01-08,6.6053,6.6224,6.5975,6.6071,1317.0,XUCM1,11395.0
2021-01-11,6.6049,6.639,6.6002,6.6274999999999995,3842.0,XUCM1,12100.0
2021-01-12,6.6245,6.6312,6.604,6.6045,1419.0,XUCM1,11964.0
2021-01-13,6.607,6.6152999999999995,6.5916,6.6077,1615.0,XUCM1,11817.0
2021-01-14,6.6116,6.6193,6.606,6.6096,2159.0,XUCM1,12470.0
2021-01-15,6.6084,6.6281,6.6084,6.6287,3018.0,XUCM1,13590.0
2021-01-18,6.6261,6.659,6.6242,6.6596,2255.0,XUCM1,14440.0
2021-01-19,6.6586,6.6612,6.6377,6.6370000000000005,1378.0,XUCM1,14835.0
2021-01-20,6.6319,6.6384,6.6151,6.6207,1213.0,XUCM1,14980.0
2021-01-21,6.6189,6.6256,6.6049,6.6121,1098.0,XUCM1,14828.0
2021-01-22,6.6088000000000005,6.6338,6.6088000000000005,6.6353,1255.0,XUCM1,15351.0
2021-01-25,6.6368,6.6482,6.6312999999999995,6.6459,4248.0,XUCM1,17668.0
2021-01-26,6.6417,6.6462,6.6306,6.6404,4499.0,XUCM1,19512.0
2021-01-27,6.6370000000000005,6.6370000000000005,6.6223,6.6371,1661.0,XUCM1,19772.0
2021-01-28,6.6341,6.6677,6.6341,6.6503,2972.0,XUCM1,20467.0
2021-01-29,6.6486,6.6506,6.6117,6.6145,6172.0,XUCM1,22255.0
2021-02-01,6.6131,6.6264,6.5961,6.6254,7862.0,XUCM1,23874.0
2021-02-02,6.6273,6.6336,6.6091,6.6159,2651.0,XUCM1,22959.0
2021-02-03,6.6162,6.6221,6.6099,6.6209,6820.0,XUCM1,24852.0
2021-02-04,6.6209,6.623,6.6091999999999995,6.6235,3564.0,XUCM1,26372.0
2021-02-05,6.6226,6.6421,6.6215,6.6281,2910.0,XUCM1,26247.0
2021-02-08,6.6303,6.6303,6.6046,6.606,2470.0,XUCM1,26960.0
2021-02-09,6.6058,6.6082,6.5739,6.5725999999999996,3997.0,XUCM1,28492.0
2021-02-10,6.574,6.5798,6.5642,6.5772,3668.0,XUCM1,29657.0
2021-02-11,6.5769,6.5811,6.5677,6.5722000000000005,270.0,XUCM1,29634.0
2021-02-12,6.5703,6.5858,6.5653,6.5843,222.0,XUCM1,29734.0
2021-02-15,6.5818,6.5818,6.5493,6.551,1204.0,XUCM1,29514.0
2021-02-16,6.5556,6.5682,6.5351,6.5604,3291.0,XUCM1,29997.0
2021-02-17,6.5648,6.5993,6.5615,6.5934,3149.0,XUCM1,29672.0
2021-02-18,6.5905000000000005,6.6135,6.5771,6.6051,7005.0,XUCM1,32030.0
2021-02-19,6.6083,6.6213,6.5927,6.5929,7242.0,XUCM1,32431.0
2021-02-22,6.5969,6.6228,6.5933,6.618,11372.0,XUCM1,32651.0
2021-02-23,6.6161,6.6268,6.6030999999999995,6.6123,10040.0,XUCM1,32748.0
2021-02-24,6.6155,6.6244,6.592,6.5931999999999995,9311.0,XUCM1,33945.0
2021-02-25,6.5954,6.6121,6.5926,6.5965,11007.0,XUCM1,34973.0
2021-02-26,6.5961,6.6512,6.5933,6.6218,18216.0,XUCM1,36162.0
2021-03-01,6.6394,6.6394,6.6091999999999995,6.6146,18093.0,XUCM1,35189.0
2021-03-02,6.6177,6.6277,6.6107,6.6234,14274.0,XUCM1,36877.0
2021-03-03,6.6197,6.6239,6.6029,6.6125,314.0,XUCU1,5558.0
2021-03-04,6.6139,6.6177,6.6104,6.6177,402.0,XUCU1,5592.0
2021-03-05,6.6116,6.631,6.6116,6.6391,310.0,XUCU1,5542.0
2021-03-08,6.6424,6.6912,6.6424,6.6935,533.0,XUCU1,5662.0
2021-03-09,6.6881,6.7029,6.6642,6.6671,615.0,XUCU1,5776.0
2021-03-10,6.6614,6.6706,6.6541,6.6584,395.0,XUCU1,5725.0
2021-03-11,6.6638,6.6638,6.6342,6.6309000000000005,293.0,XUCU1,5778.0
2021-03-12,6.6258,6.6516,6.6176,6.6538,2775.0,XUCU1,6658.0
2021-03-15,6.6481,6.6579,6.6341,6.6453,703.0,XUCU1,6701.0
2021-03-16,6.648,6.6487,6.6345,6.6421,588.0,XUCU1,6764.0
2021-03-17,6.6399,6.6484,6.6382,6.6449,426.0,XUCU1,6952.0
2021-03-18,6.6448,6.6525,6.6291,6.6434,1113.0,XUCU1,7529.0
2021-03-19,6.6478,6.6636,6.6425,6.6533,967.0,XUCU1,7643.0
2021-03-22,6.6512,6.6567,6.645,6.6495,698.0,XUCU1,7807.0
2021-03-23,6.6438,6.6566,6.6404,6.6546,583.0,XUCU1,7804.0
2021-03-24,6.6513,6.6675,6.6458,6.6603,808.0,XUCU1,7698.0
2021-03-25,6.6613,6.6807,6.6613,6.6793,1293.0,XUCU1,7963.0
2021-03-26,6.6773,6.6939,6.6759,6.6814,569.0,XUCU1,7967.0
2021-03-29,6.6801,6.7077,6.6763,6.7047,756.0,XUCU1,8089.0
2021-03-30,6.7031,6.7217,6.7016,6.7108,2714.0,XUCU1,8903.0
2021-03-31,6.7157,6.7202,6.6964,6.6987,936.0,XUCU1,8647.0
2021-04-01,6.6957,6.7222,6.6894,6.719,1071.0,XUCU1,8880.0
2021-04-02,6.7192,6.7208,6.6998999999999995,6.7044,917.0,XUCU1,9131.0
2021-04-05,6.7034,6.7166,6.7026,6.7111,95.0,XUCU1,9146.0
2021-04-06,6.7105,6.7105,6.6865,6.6918,663.0,XUCU1,9353.0
2021-04-07,6.6911000000000005,6.6911000000000005,6.6738,6.683,1862.0,XUCU1,9993.0
2021-04-08,6.684,6.6884,6.6722,6.6851,1908.0,XUCU1,10571.0
2021-04-09,6.6841,6.6991,6.6779,6.6947,1725.0,XUCU1,10962.0
2021-04-12,6.6945,6.6965,6.6806,6.6823,1925.0,XUCU1,11577.0
2021-04-13,6.6783,6.6873000000000005,6.6767,6.6799,1509.0,XUCU1,11668.0
2021-04-14,6.6809,6.6809,6.6611,6.6643,563.0,XUCU1,11552.0
2021-04-15,6.6631,6.6711,6.6516,6.6556,904.0,XUCU1,11870.0
2021-04-16,6.6552,6.6648,6.6502,6.6528,1136.0,XUCU1,11669.0
2021-04-19,6.6512,6.6616,6.6311,6.6333,2268.0,XUCU1,12704.0
2021-04-20,6.6316,6.6382,6.6123,6.6196,1550.0,XUCU1,13125.0
2021-04-21,6.6196,6.6286000000000005,6.6126000000000005,6.6205,1492.0,XUCU1,13407.0
2021-04-22,6.6182,6.6187000000000005,6.6003,6.6087,1867.0,XUCU1,13776.0
2021-04-23,6.6064,6.6166,6.6030999999999995,6.6127,1950.0,XUCU1,14100.0
2021-04-26,6.6099,6.6133,6.5979,6.5981,3973.0,XUCU1,15204.0
2021-04-27,6.5991,6.6025,6.5896,6.6003,1023.0,XUCU1,15106.0
2021-04-28,6.5956,6.6019,6.5937,6.5997,1519.0,XUCU1,15292.0
2021-04-29,6.5992,6.6033,6.5757,6.5813,1812.0,XUCU1,15767.0
2021-04-30,6.5789,6.5862,6.5706,6.5802,2239.0,XUCU1,16361.0
2021-05-03,6.5771,6.5958,6.5758,6.5964,540.0,XUCU1,16578.0
2021-05-04,6.5937,6.5947,6.5846,6.6026,166.0,XUCU1,16630.0
2021-05-05,6.6006,6.6066,6.5984,6.6036,86.0,XUCU1,16634.0
2021-05-06,6.6012,6.604,6.5846,6.5870999999999995,2078.0,XUCU1,17158.0
2021-05-07,6.5834,6.587,6.5614,6.5626999999999995,2561.0,XUCU1,17850.0
2021-05-10,6.5614,6.5619,6.5158000000000005,6.5171,4549.0,XUCU1,17364.0
2021-05-11,6.5136,6.5372,6.5133,6.5278,4838.0,XUCU1,17974.0
2021-05-12,6.5273,6.5511,6.5271,6.5474,3877.0,XUCU1,18054.0
2021-05-13,6.5469,6.57,6.5442,6.5667,4536.0,XUCU1,18702.0
2021-05-14,6.5659,6.5659,6.5379000000000005,6.5452,5343.0,XUCU1,19619.0
2021-05-17,6.5443999999999996,6.5535,6.5408,6.5501000000000005,4383.0,XUCU1,19684.0
2021-05-18,6.5506,6.5567,6.5247,6.5315,6083.0,XUCU1,19987.0
2021-05-19,6.5309,6.5578,6.5254,6.5578,7045.0,XUCU1,20773.0
2021-05-20,6.5422,6.5451,6.5173,6.5418,10094.0,XUCU1,22559.0
2021-05-21,6.543,6.5439,6.5308,6.5322,8228.0,XUCU1,23913.0
2021-05-24,6.5309,6.5419,6.5280000000000005,6.5296,9541.0,XUCU1,25756.0
2021-05-25,6.5291,6.5303,6.4929,6.4981,12969.0,XUCU1,28958.0
2021-05-26,6.4993,6.5123999999999995,6.4777000000000005,6.4828,12858.0,XUCU1,31216.0
2021-05-27,6.481,6.4882,6.4629,6.466,14976.0,XUCU1,36397.0
2021-05-28,6.4631,6.4767,6.455,6.4603,13740.0,XUCU1,39508.0
2021-05-31,6.4586,6.4744,6.4495000000000005,6.4682,14745.0,XUCU1,41718.0
2021-06-01,6.4655000000000005,6.4728,6.4566,6.4769,869.0,XUCZ1,6260.0
2021-06-02,6.4758,6.4803,6.4694,6.4815,388.0,XUCZ1,6476.0
2021-06-03,6.4749,6.4833,6.4687,6.4847,1607.0,XUCZ1,7316.0
2021-06-04,6.4785,6.4995,6.4785,6.5061,1710.0,XUCZ1,8377.0
2021-06-07,6.4972,6.5008,6.4754,6.4911,1625.0,XUCZ1,9120.0
2021-06-08,6.4851,6.4912,6.4771,6.4942,876.0,XUCZ1,9395.0
2021-06-09,6.4864,6.4921,6.4755,6.4821,2652.0,XUCZ1,11300.0
2021-06-10,6.474,6.4766,6.4642,6.4805,1943.0,XUCZ1,12646.0
2021-06-11,6.4753,6.4821,6.4667,6.4849,2025.0,XUCZ1,13751.0
2021-06-14,6.4796,6.5106,6.4796,6.5105,682.0,XUCZ1,13866.0
2021-06-15,6.5072,6.5077,6.4921,6.4991,1945.0,XUCZ1,14457.0
2021-06-16,6.4965,6.5053,6.49,6.4908,630.0,XUCZ1,14534.0
2021-06-17,6.4895,6.5349,6.4818999999999996,6.5348,2119.0,XUCZ1,14620.0
2021-06-18,6.5336,6.5615,6.5336,6.5422,2222.0,XUCZ1,14195.0
2021-06-21,6.5397,6.5781,6.5397,6.5691,1720.0,XUCZ1,14503.0
2021-06-22,6.5683,6.5804,6.5608,6.5811,1172.0,XUCZ1,14596.0
2021-06-23,6.5807,6.59,6.5707,6.5794,651.0,XUCZ1,14703.0
2021-06-24,6.5779,6.5804,6.562,6.5643,1667.0,XUCZ1,15476.0
2021-06-25,6.5595,6.5667,6.5457,6.5493,993.0,XUCZ1,15605.0
2021-06-28,6.5478,6.5583,6.5429,6.5552,936.0,XUCZ1,15901.0
2021-06-29,6.5594,6.5594,6.5458,6.5549,782.0,XUCZ1,16097.0
2021-06-30,6.5578,6.5599,6.5462,6.555,634.0,XUCZ1,16275.0
2021-07-01,6.5506,6.5639,6.5488,6.5638,662.0,XUCZ1,16574.0
2021-07-02,6.5547,6.5818,6.553,6.5821,1294.0,XUCZ1,16921.0
2021-07-05,6.5763,6.5812,6.5504,6.5555,1318.0,XUCZ1,17366.0
2021-07-06,6.5522,6.5569,6.5475,6.5611,1944.0,XUCZ1,17971.0
2021-07-07,6.558,6.5744,6.5541,6.5592,3368.0,XUCZ1,19806.0
2021-07-08,6.5546,6.5791,6.5544,6.5822,2682.0,XUCZ1,20588.0
2021-07-09,6.5811,6.5886,6.5774,6.5855,4667.0,XUCZ1,23226.0
2021-07-12,6.577,6.5781,6.5612,6.5691,662.0,XUCZ1,23282.0
2021-07-13,6.5657,6.5695,6.5522,6.5609,599.0,XUCZ1,23283.0
2021-07-14,6.5571,6.5689,6.5552,6.564,1097.0,XUCZ1,23732.0
2021-07-15,6.5626999999999995,6.5626999999999995,6.5398,6.5443,1014.0,XUCZ1,24050.0
2021-07-16,6.5426,6.5587,6.5426,6.5593,1213.0,XUCZ1,24465.0
2021-07-19,6.5588999999999995,6.5796,6.5582,6.5828,1900.0,XUCZ1,25057.0
2021-07-20,6.5808,6.5863,6.5703,6.5768,2114.0,XUCZ1,25608.0
2021-07-21,6.5739,6.5836,6.5613,6.5657,1289.0,XUCZ1,25409.0
2021-07-22,6.5628,6.5675,6.5503,6.5513,1717.0,XUCZ1,26195.0
2021-07-23,6.5517,6.5648,6.5508,6.568,1397.0,XUCZ1,26414.0
2021-07-26,6.5646,6.5771,6.5619,6.5746,2483.0,XUCZ1,27243.0
2021-07-27,6.5741,6.6101,6.5628,6.5943000000000005,4977.0,XUCZ1,29330.0
2021-07-28,6.6008,6.6185,6.5953,6.5989,4056.0,XUCZ1,30476.0
2021-07-29,6.6,6.6064,6.5437,6.5449,6368.0,XUCZ1,32576.0
2021-07-30,6.5433,6.5545,6.536,6.5459,3518.0,XUCZ1,31886.0
2021-08-02,6.5565,6.5565,6.5413,6.5443,3093.0,XUCZ1,32413.0
2021-08-03,6.5448,6.5513,6.5415,6.548,3441.0,XUCZ1,33413.0
2021-08-04,6.5439,6.5526,6.5369,6.5409,1619.0,XUCZ1,33503.0
2021-08-05,6.541,6.5473,6.5343,6.5364,2043.0,XUCZ1,33451.0
2021-08-06,6.5358,6.5465,6.5326,6.5487,2237.0,XUCZ1,33975.0
2021-08-09,6.5461,6.5638,6.5447,6.5595,2378.0,XUCZ1,34372.0
2021-08-10,6.5569,6.57,6.5569,6.5679,1641.0,XUCZ1,34239.0
2021-08-11,6.5655,6.5705,6.5600000000000005,6.572,2427.0,XUCZ1,34743.0
2021-08-12,6.5699,6.5713,6.5516,6.5565999999999995,4237.0,XUCZ1,36077.0
2021-08-13,6.5539,6.5644,6.5539,6.5661000000000005,2356.0,XUCZ1,36338.0
2021-08-16,6.563,6.5656,6.5518,6.5539,5071.0,XUCZ1,37244.0
2021-08-17,6.5539,6.5685,6.553,6.5628,6427.0,XUCZ1,38303.0
2021-08-18,6.5629,6.5765,6.5572,6.5606,6742.0,XUCZ1,38619.0
2021-08-19,6.5615,6.5805,6.5569,6.5702,11528.0,XUCZ1,40607.0
2021-08-20,6.5704,6.586,6.5674,6.5793,9665.0,XUCZ1,39849.0
2021-08-23,6.5789,6.5818,6.5622,6.5638,7322.0,XUCZ1,40803.0
2021-08-24,6.5619,6.5644,6.5479,6.5547,12577.0,XUCZ1,42194.0
2021-08-25,6.5542,6.5543,6.5368,6.5446,8783.0,XUCZ1,43141.0
2021-08-26,6.5443999999999996,6.5545,6.5396,6.5498,10661.0,XUCZ1,45867.0
2021-08-27,,,,6.5479,,XUCF2,
2021-08-30,,,,6.5355,,XUCF2,
2021-08-31,,,,6.527,,XUCF2,
2021-09-01,,,,6.5337,,XUCF2,
2021-09-02,,,,6.5229,,XUCF2,
2021-09-03,,,,6.5106,,XUCF2,
2021-09-06,,,,6.5174,,XUCF2,
2021-09-07,,,,6.5267,,XUCF2,
2021-09-08,,,,6.5222999999999995,,XUCF2,
2021-09-09,,,,6.5169,,XUCF2,
2021-09-10,,,,6.4976,,XUCF2,
2021-09-13,6.5083,6.5194,6.5083,6.516,76.0,XUCF2,74.0
2021-09-14,6.5107,6.5127,6.5029,6.5065,50.0,XUCF2,114.0
2021-09-15,6.508,6.508,6.4981,6.493,120.0,XUCF2,167.0
2021-09-16,6.4915,6.4968,6.4915,6.5071,89.0,XUCF2,120.0
2021-09-17,6.5069,6.5171,6.5065,6.5141,130.0,XUCF2,115.0
2021-09-20,6.5426,6.5485,6.5426,6.5466,41.0,XUCF2,146.0
2021-09-21,6.5389,6.5389,6.5389,6.5403,10.0,XUCF2,156.0
2021-09-22,6.5509,6.5509,6.5359,6.5318000000000005,19.0,XUCF2,175.0
2021-09-23,6.5266,6.5334,6.5171,6.5161,132.0,XUCF2,210.0
2021-09-24,6.5221,6.5241,6.5177,6.5226,35.0,XUCF2,222.0
2021-09-27,6.5131,6.5173,6.5126,6.5206,46.0,XUCF2,244.0
2021-09-28,6.5141,6.5146,6.5131,6.5152,59.0,XUCF2,246.0
2021-09-29,6.5173,6.5276,6.5145,6.5198,105.0,XUCF2,251.0
2021-09-30,6.5249,6.5249,6.5171,6.5174,245.0,XUCF2,395.0
2021-10-01,6.5166,6.5166,6.5046,6.4897,17.0,XUCF2,390.0
2021-10-04,6.4889,6.5054,6.4889,6.5045,80.0,XUCF2,405.0
2021-10-05,6.5003,6.5062,6.5003,6.4991,54.0,XUCF2,368.0
2021-10-06,,,,6.5172,,XUCF2,368.0
2021-10-07,,,,6.5051,,XUCF2,368.0
2021-10-08,6.5033,6.5059000000000005,6.5001,6.504,263.0,XUCF2,487.0
2021-10-11,6.498,6.4996,6.4909,6.502,345.0,XUCF2,641.0
2021-10-12,6.5048,6.5156,6.5048,6.5061,216.0,XUCF2,576.0
2021-10-13,6.503,6.504,6.4965,6.4965,92.0,XUCF2,613.0
2021-10-14,6.4902,6.4902,6.479,6.4835,104.0,XUCF2,589.0
2021-10-15,6.485,6.4859,6.473,6.4787,128.0,XUCF2,641.0
2021-10-18,6.4861,6.4869,6.4785,6.478,123.0,XUCF2,684.0
2021-10-19,6.4762,6.4772,6.4291,6.4299,340.0,XUCF2,858.0
2021-10-20,6.4307,6.4387,6.4169,6.436,633.0,XUCF2,1053.0
2021-10-21,6.4361,6.444,6.4301,6.4396,595.0,XUCF2,1120.0
2021-10-22,6.4404,6.4416,6.4296,6.4264,482.0,XUCF2,1167.0
2021-10-25,6.4272,6.4301,6.4184,6.427,239.0,XUCF2,981.0
2021-10-26,6.4263,6.4264,6.4175,6.4191,134.0,XUCF2,976.0
2021-10-27,6.4209,6.4318,6.4188,6.4324,199.0,XUCF2,1014.0
