,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-07-01 20:16:00-04:00,4295.0,4295.0,4295.0,4295.0,2,1,8590.0
2021-07-02 02:59:00-04:00,4293.0,4293.0,4293.0,4293.0,1,1,4293.0
2021-07-02 03:28:00-04:00,4298.0,4299.0,4298.0,4299.0,2,2,8597.0
2021-07-02 08:30:00-04:00,4300.0,4300.0,4300.0,4300.0,1,1,4300.0
2021-07-02 08:31:00-04:00,4303.0,4303.0,4303.0,4303.0,1,1,4303.0
2021-07-02 08:32:00-04:00,4305.0,4305.0,4305.0,4305.0,1,1,4305.0
2021-07-02 08:56:00-04:00,4305.0,4305.0,4305.0,4305.0,16,2,68880.0
2021-07-02 11:12:00-04:00,4308.0,4308.0,4308.0,4308.0,1,1,4308.0
2021-07-02 11:46:00-04:00,4310.0,4310.0,4310.0,4310.0,1,1,4310.0
2021-07-02 11:56:00-04:00,4313.0,4313.0,4313.0,4313.0,1,1,4313.0
2021-07-02 12:29:00-04:00,4313.25,4313.25,4313.25,4313.25,1,1,4313.25
2021-07-02 12:34:00-04:00,4315.0,4315.0,4315.0,4315.0,1,1,4315.0
2021-07-02 12:36:00-04:00,4315.0,4315.0,4315.0,4315.0,1,1,4315.0
2021-07-02 12:45:00-04:00,4318.0,4318.0,4318.0,4318.0,1,1,4318.0
2021-07-02 12:53:00-04:00,4320.0,4320.0,4320.0,4320.0,1,1,4320.0
2021-07-02 13:04:00-04:00,4323.0,4323.0,4323.0,4323.0,1,1,4323.0
2021-07-02 13:05:00-04:00,4323.25,4323.25,4323.25,4323.25,1,1,4323.25
2021-07-02 14:12:00-04:00,4321.75,4321.75,4321.75,4321.75,1,1,4321.75
2021-07-02 15:38:00-04:00,4325.0,4325.0,4325.0,4325.0,1,1,4325.0
2021-07-02 15:50:00-04:00,4328.0,4328.0,4328.0,4328.0,1,1,4328.0
2021-07-02 15:52:00-04:00,4328.5,4328.5,4328.5,4328.5,1,1,4328.5
