,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-10 03:20:00-04:00,79.625,79.625,79.625,79.625,1,1,79.625
2021-08-10 03:51:00-04:00,79.57,79.57,79.57,79.57,1,1,79.57
2021-08-10 10:11:00-04:00,79.75,79.75,79.75,79.75,1,1,79.75
2021-08-10 13:20:00-04:00,79.82,79.82,79.815,79.815,2,2,159.635
2021-08-10 15:03:00-04:00,79.85,79.85,79.85,79.85,4,1,319.4
