,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-06-21 18:36:00-04:00,4201.0,4201.0,4201.0,4201.0,1,1,4201.0
2021-06-21 22:04:00-04:00,4205.25,4205.25,4205.25,4205.25,1,1,4205.25
2021-06-22 04:56:00-04:00,4189.5,4189.5,4189.5,4189.5,1,1,4189.5
2021-06-22 07:15:00-04:00,4207.5,4207.75,4207.5,4207.75,2,2,8415.25
2021-06-22 11:10:00-04:00,4210.0,4210.0,4210.0,4210.0,1,1,4210.0
2021-06-22 13:11:00-04:00,4213.5,4213.5,4213.5,4213.5,1,1,4213.5
2021-06-22 14:39:00-04:00,4215.0,4215.0,4215.0,4215.0,2,1,8430.0
2021-06-22 15:02:00-04:00,4220.0,4220.0,4220.0,4220.0,2,1,8440.0
2021-06-22 15:20:00-04:00,4225.0,4225.0,4225.0,4225.0,2,1,8450.0
