,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-14 18:00:00-04:00,79.9,79.91,79.895,79.9,282,41,22531.943
2021-07-14 18:01:00-04:00,79.905,79.905,79.905,79.905,5,3,399.525
2021-07-14 18:02:00-04:00,79.9,79.905,79.9,79.905,22,5,1757.865
2021-07-14 18:03:00-04:00,79.905,79.91,79.905,79.91,13,6,1038.78
2021-07-14 18:11:00-04:00,79.915,79.915,79.915,79.915,1,1,79.915
2021-07-14 18:12:00-04:00,79.915,79.92,79.915,79.915,13,5,1038.905
2021-07-14 18:13:00-04:00,79.92,79.92,79.915,79.915,5,5,399.58
2021-07-14 18:14:00-04:00,79.915,79.92,79.915,79.92,4,4,319.675
2021-07-14 18:15:00-04:00,79.92,79.92,79.92,79.92,4,4,319.68
2021-07-14 18:16:00-04:00,79.92,79.92,79.92,79.92,2,2,159.84
2021-07-14 18:17:00-04:00,79.925,79.93,79.925,79.925,36,10,2877.365
2021-07-14 18:18:00-04:00,79.925,79.925,79.925,79.925,1,1,79.925
2021-07-14 18:19:00-04:00,79.925,79.93,79.92,79.92,23,10,1838.28
2021-07-14 18:25:00-04:00,79.93,79.93,79.93,79.93,1,1,79.93
2021-07-14 18:26:00-04:00,79.93,79.935,79.93,79.935,9,4,719.38
2021-07-14 18:27:00-04:00,79.94,79.94,79.935,79.94,11,4,879.335
2021-07-14 18:28:00-04:00,79.935,79.94,79.935,79.94,35,10,2797.895
2021-07-14 18:29:00-04:00,79.935,79.935,79.935,79.935,27,5,2158.245
2021-07-14 18:30:00-04:00,79.93,79.93,79.93,79.93,1,1,79.93
2021-07-14 18:31:00-04:00,79.93,79.94,79.93,79.94,27,7,2158.275
2021-07-14 18:32:00-04:00,79.935,79.945,79.935,79.935,48,17,3837.2
2021-07-14 18:33:00-04:00,79.94,79.94,79.925,79.935,63,16,5035.9
2021-07-14 18:34:00-04:00,79.935,79.935,79.93,79.935,16,5,1278.945
2021-07-14 18:35:00-04:00,79.94,79.94,79.94,79.94,3,1,239.82
2021-07-14 18:36:00-04:00,79.945,79.945,79.945,79.945,1,1,79.945
2021-07-14 18:38:00-04:00,79.935,79.935,79.93,79.93,11,4,879.24
2021-07-14 18:41:00-04:00,79.925,79.925,79.925,79.925,7,4,559.475
2021-07-14 18:42:00-04:00,79.925,79.925,79.925,79.925,1,1,79.925
2021-07-14 18:43:00-04:00,79.925,79.925,79.925,79.925,2,1,159.85
2021-07-14 18:46:00-04:00,79.925,79.925,79.925,79.925,5,1,399.625
2021-07-14 18:47:00-04:00,79.92,79.92,79.92,79.92,3,1,239.76
2021-07-14 18:48:00-04:00,79.92,79.92,79.92,79.92,1,1,79.92
2021-07-14 18:54:00-04:00,79.92,79.92,79.92,79.92,8,1,639.36
2021-07-14 18:55:00-04:00,79.92,79.92,79.915,79.915,13,4,1038.91
2021-07-14 18:57:00-04:00,79.92,79.92,79.92,79.92,25,5,1998.0
2021-07-14 18:58:00-04:00,79.915,79.92,79.915,79.915,25,7,1997.91
2021-07-14 18:59:00-04:00,79.91,79.91,79.905,79.905,45,5,3595.86
2021-07-14 19:00:00-04:00,79.905,79.91,79.905,79.91,9,6,719.175
2021-07-14 19:01:00-04:00,79.91,79.91,79.91,79.91,29,5,2317.39
2021-07-14 19:04:00-04:00,79.92,79.92,79.915,79.915,12,3,958.985
2021-07-14 19:05:00-04:00,79.92,79.92,79.92,79.92,3,1,239.76
2021-07-14 19:08:00-04:00,79.925,79.925,79.925,79.925,4,2,319.7
2021-07-14 19:09:00-04:00,79.93,79.93,79.92,79.92,20,10,1598.555
2021-07-14 19:10:00-04:00,79.925,79.925,79.925,79.925,2,2,159.85
2021-07-14 19:11:00-04:00,79.92,79.92,79.915,79.915,30,4,2397.475
2021-07-14 19:12:00-04:00,79.92,79.92,79.915,79.915,23,6,1838.115
2021-07-14 19:13:00-04:00,79.91,79.91,79.91,79.91,13,3,1038.83
2021-07-14 19:14:00-04:00,79.905,79.905,79.89,79.895,53,11,4234.55
2021-07-14 19:15:00-04:00,79.895,79.895,79.895,79.895,4,1,319.58
2021-07-14 19:16:00-04:00,79.89,79.895,79.89,79.895,5,2,399.47
2021-07-14 19:17:00-04:00,79.895,79.895,79.895,79.895,2,2,159.79
