,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-15 04:00:00-04:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-07-15 08:03:00-04:00,79.77,79.77,79.77,79.77,1,1,79.77
2021-07-15 10:58:00-04:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-07-15 10:59:00-04:00,79.69,79.69,79.69,79.69,2,2,159.38
2021-07-15 11:58:00-04:00,79.515,79.515,79.515,79.515,1,1,79.515
2021-07-15 13:39:00-04:00,79.385,79.385,79.385,79.385,1,1,79.385
2021-07-15 14:46:00-04:00,79.285,79.285,79.285,79.285,1,1,79.285
2021-07-15 14:48:00-04:00,79.295,79.295,79.295,79.295,1,1,79.295
