,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-08 20:00:00-05:00,1205.25,1205.25,1204.75,1204.75,3,3,3615.0
2021-11-08 20:01:00-05:00,1205.0,1205.0,1205.0,1205.0,1,1,1205.0
2021-11-08 20:17:00-05:00,1206.5,1206.5,1206.5,1206.5,1,1,1206.5
2021-11-08 21:15:00-05:00,1207.0,1207.25,1207.0,1207.25,5,2,6035.5
2021-11-08 21:31:00-05:00,1206.25,1206.25,1206.25,1206.25,1,1,1206.25
2021-11-08 22:46:00-05:00,1205.5,1205.5,1205.5,1205.5,3,1,3616.5
2021-11-09 00:28:00-05:00,1205.25,1205.25,1205.25,1205.25,1,1,1205.25
2021-11-09 00:32:00-05:00,1204.5,1204.5,1204.5,1204.5,1,1,1204.5
2021-11-09 01:18:00-05:00,1205.5,1205.5,1205.5,1205.5,1,1,1205.5
2021-11-09 01:22:00-05:00,1205.5,1205.5,1205.5,1205.5,1,1,1205.5
2021-11-09 01:24:00-05:00,1206.0,1206.0,1206.0,1206.0,1,1,1206.0
2021-11-09 05:46:00-05:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
2021-11-09 05:48:00-05:00,1208.0,1208.0,1208.0,1208.0,1,1,1208.0
2021-11-09 05:49:00-05:00,1207.5,1207.5,1207.5,1207.5,1,1,1207.5
2021-11-09 05:55:00-05:00,1207.5,1207.5,1207.5,1207.5,1,1,1207.5
2021-11-09 06:05:00-05:00,1207.25,1207.25,1207.25,1207.25,1,1,1207.25
2021-11-09 07:38:00-05:00,1205.5,1205.5,1205.25,1205.25,5,2,6027.0
2021-11-09 07:39:00-05:00,1205.75,1205.75,1205.75,1205.75,2,2,2411.5
2021-11-09 07:42:00-05:00,1205.5,1205.5,1205.25,1205.25,15,5,18081.0
2021-11-09 07:43:00-05:00,1205.5,1206.0,1205.25,1206.0,8,4,9644.0
2021-11-09 07:47:00-05:00,1206.5,1206.5,1206.5,1206.5,2,2,2413.0
2021-11-09 07:50:00-05:00,1206.75,1206.75,1206.75,1206.75,1,1,1206.75
2021-11-09 07:52:00-05:00,1206.75,1206.75,1206.75,1206.75,1,1,1206.75
2021-11-09 08:02:00-05:00,1206.25,1206.25,1206.25,1206.25,3,3,3618.75
2021-11-09 08:07:00-05:00,1206.25,1206.25,1206.25,1206.25,1,1,1206.25
2021-11-09 08:09:00-05:00,1206.25,1206.25,1206.0,1206.0,2,2,2412.25
2021-11-09 09:29:00-05:00,1206.25,1207.25,1206.25,1207.25,2,2,2413.5
2021-11-09 09:30:00-05:00,1209.25,1209.25,1209.25,1209.25,1,1,1209.25
2021-11-09 09:31:00-05:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
2021-11-09 09:32:00-05:00,1210.0,1210.0,1210.0,1210.0,1,1,1210.0
2021-11-09 09:33:00-05:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
2021-11-09 09:35:00-05:00,1208.5,1208.5,1208.5,1208.5,1,1,1208.5
2021-11-09 09:36:00-05:00,1208.0,1208.0,1208.0,1208.0,2,2,2416.0
2021-11-09 09:37:00-05:00,1208.0,1208.0,1208.0,1208.0,2,2,2416.0
2021-11-09 09:38:00-05:00,1208.75,1208.75,1208.75,1208.75,1,1,1208.75
2021-11-09 09:39:00-05:00,1208.75,1208.75,1208.75,1208.75,1,1,1208.75
2021-11-09 09:40:00-05:00,1208.75,1209.0,1208.75,1208.75,4,3,4835.25
2021-11-09 09:41:00-05:00,1208.75,1208.75,1208.75,1208.75,1,1,1208.75
2021-11-09 09:43:00-05:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
2021-11-09 09:47:00-05:00,1207.5,1207.5,1207.25,1207.25,2,2,2414.75
2021-11-09 09:49:00-05:00,1208.0,1208.0,1208.0,1208.0,1,1,1208.0
2021-11-09 10:02:00-05:00,1208.0,1208.0,1208.0,1208.0,1,1,1208.0
2021-11-09 10:03:00-05:00,1206.25,1207.0,1206.25,1207.0,10,2,12066.25
2021-11-09 10:04:00-05:00,1208.0,1208.0,1207.5,1207.5,10,4,12077.5
2021-11-09 10:06:00-05:00,1207.0,1207.25,1207.0,1207.0,10,3,12070.25
2021-11-09 10:09:00-05:00,1206.75,1206.75,1206.75,1206.75,1,1,1206.75
2021-11-09 10:10:00-05:00,1206.5,1206.5,1206.5,1206.5,1,1,1206.5
2021-11-09 10:12:00-05:00,1206.0,1206.0,1206.0,1206.0,1,1,1206.0
2021-11-09 10:13:00-05:00,1205.75,1205.75,1205.75,1205.75,2,2,2411.5
2021-11-09 10:21:00-05:00,1206.5,1206.5,1206.5,1206.5,1,1,1206.5
2021-11-09 10:24:00-05:00,1205.75,1206.0,1205.0,1206.0,7,6,8438.5
2021-11-09 10:25:00-05:00,1205.5,1205.5,1205.5,1205.5,1,1,1205.5
2021-11-09 10:27:00-05:00,1206.25,1206.25,1206.25,1206.25,1,1,1206.25
2021-11-09 10:29:00-05:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
2021-11-09 10:34:00-05:00,1205.5,1205.5,1205.5,1205.5,1,1,1205.5
2021-11-09 10:36:00-05:00,1204.5,1204.5,1204.5,1204.5,1,1,1204.5
2021-11-09 10:39:00-05:00,1203.5,1203.5,1203.25,1203.5,3,3,3610.25
2021-11-09 10:40:00-05:00,1202.75,1202.75,1202.75,1202.75,1,1,1202.75
