,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-20 08:25:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-05-20 10:05:00-04:00,82.855,82.855,82.855,82.855,1,1,82.855
2021-05-20 10:17:00-04:00,82.825,82.825,82.825,82.825,1,1,82.825
