,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-07 11:26:00-04:00,79.135,79.135,79.135,79.135,2,1,158.27
2021-09-07 14:31:00-04:00,79.125,79.125,79.125,79.125,2,1,158.25
2021-09-07 15:29:00-04:00,79.055,79.055,79.055,79.055,1,1,79.055
