,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-16 18:00:00-04:00,4472.0,4472.25,4471.0,4471.25,493,178,2204478.0
2021-08-16 18:01:00-04:00,4470.75,4471.75,4470.75,4471.5,102,45,456063.25
2021-08-16 18:02:00-04:00,4471.75,4472.0,4471.25,4471.5,194,71,867502.0
2021-08-16 18:03:00-04:00,4471.5,4471.5,4471.25,4471.25,88,20,393491.25
2021-08-16 18:04:00-04:00,4471.25,4471.5,4470.25,4470.5,314,115,1403849.5
2021-08-16 18:05:00-04:00,4470.5,4471.0,4470.25,4470.25,140,45,625891.0
2021-08-16 18:06:00-04:00,4470.25,4470.5,4470.0,4470.25,48,21,214571.75
2021-08-16 18:07:00-04:00,4470.25,4470.25,4469.75,4470.25,309,58,1381240.0
2021-08-16 18:08:00-04:00,4470.0,4470.25,4470.0,4470.0,107,44,478295.5
2021-08-16 18:09:00-04:00,4470.0,4470.5,4470.0,4470.5,48,29,214575.0
2021-08-16 18:10:00-04:00,4470.5,4470.5,4470.25,4470.25,17,10,75996.0
2021-08-16 18:11:00-04:00,4470.25,4470.5,4470.25,4470.5,63,30,281627.25
2021-08-16 18:12:00-04:00,4470.5,4470.75,4470.25,4470.5,77,40,344228.25
2021-08-16 18:13:00-04:00,4470.5,4470.5,4470.0,4470.0,79,19,353142.75
2021-08-16 18:14:00-04:00,4470.0,4470.5,4470.0,4470.5,62,18,277144.25
2021-08-16 18:15:00-04:00,4470.5,4470.5,4470.0,4470.25,61,27,272686.75
2021-08-16 18:16:00-04:00,4470.5,4470.75,4470.25,4470.25,77,17,344227.5
2021-08-16 18:17:00-04:00,4470.5,4470.5,4469.75,4470.5,227,33,1014716.75
2021-08-16 18:18:00-04:00,4470.5,4470.5,4470.25,4470.5,22,13,98350.5
2021-08-16 18:19:00-04:00,4470.25,4470.25,4469.25,4469.75,363,79,1622512.5
2021-08-16 18:20:00-04:00,4469.5,4470.25,4469.5,4470.0,54,21,241371.25
2021-08-16 18:21:00-04:00,4470.25,4470.5,4470.0,4470.5,42,13,187756.5
2021-08-16 18:22:00-04:00,4470.5,4470.5,4470.25,4470.25,34,16,151992.25
2021-08-16 18:23:00-04:00,4470.25,4470.5,4470.25,4470.5,8,5,35762.5
2021-08-16 18:24:00-04:00,4470.5,4470.5,4470.25,4470.25,23,12,102818.25
2021-08-16 18:25:00-04:00,4470.25,4470.5,4470.25,4470.25,62,25,277162.5
2021-08-16 18:26:00-04:00,4470.5,4470.75,4470.25,4470.5,76,13,339771.0
2021-08-16 18:27:00-04:00,4470.5,4470.5,4470.25,4470.5,42,15,187756.75
2021-08-16 18:28:00-04:00,4470.5,4471.0,4470.25,4470.25,113,21,505201.0
