,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-10 18:00:00-04:00,80.145,80.21,80.135,80.2,205,62,16436.406
2021-10-10 18:01:00-04:00,80.195,80.215,80.195,80.205,66,18,5293.69
2021-10-10 18:03:00-04:00,80.2,80.205,80.195,80.195,35,7,2806.895
2021-10-10 18:04:00-04:00,80.205,80.205,80.205,80.205,9,2,721.845
2021-10-10 18:05:00-04:00,80.205,80.21,80.205,80.21,38,3,3047.8
2021-10-10 18:07:00-04:00,80.21,80.21,80.205,80.205,16,4,1283.34
2021-10-10 18:08:00-04:00,80.2,80.2,80.18,80.18,44,12,3528.53
2021-10-10 18:09:00-04:00,80.18,80.18,80.175,80.175,2,2,160.355
2021-10-10 18:10:00-04:00,80.18,80.195,80.18,80.195,13,5,1042.41
2021-10-10 18:11:00-04:00,80.19,80.19,80.175,80.185,19,7,1523.46
2021-10-10 18:12:00-04:00,80.19,80.2,80.19,80.2,22,4,1764.285
2021-10-10 18:14:00-04:00,80.2,80.205,80.2,80.2,16,4,1283.24
2021-10-10 18:15:00-04:00,80.2,80.2,80.185,80.185,62,18,4971.93
2021-10-10 18:16:00-04:00,80.185,80.2,80.185,80.2,26,8,2084.905
2021-10-10 18:17:00-04:00,80.2,80.2,80.19,80.2,5,3,400.99
2021-10-10 18:18:00-04:00,80.2,80.2,80.19,80.19,6,4,481.18
2021-10-10 18:20:00-04:00,80.2,80.2,80.195,80.195,10,3,801.98
2021-10-10 18:21:00-04:00,80.175,80.175,80.175,80.175,10,2,801.75
2021-10-10 18:22:00-04:00,80.17,80.175,80.17,80.175,3,2,240.52
2021-10-10 18:23:00-04:00,80.175,80.175,80.17,80.17,15,12,1202.58
2021-10-10 18:24:00-04:00,80.17,80.175,80.165,80.17,15,12,1202.545
2021-10-10 18:25:00-04:00,80.17,80.17,80.165,80.165,16,5,1282.68
2021-10-10 18:26:00-04:00,80.165,80.165,80.155,80.16,43,15,3446.85
2021-10-10 18:27:00-04:00,80.16,80.16,80.155,80.16,17,3,1362.67
2021-10-10 18:28:00-04:00,80.16,80.16,80.16,80.16,2,2,160.32
2021-10-10 18:29:00-04:00,80.165,80.17,80.155,80.17,38,10,3046.19
2021-10-10 18:30:00-04:00,80.175,80.18,80.165,80.165,39,9,3126.685
2021-10-10 18:31:00-04:00,80.16,80.175,80.15,80.15,97,18,7775.6
2021-10-10 18:32:00-04:00,80.15,80.16,80.15,80.16,6,2,480.95
2021-10-10 18:34:00-04:00,80.15,80.15,80.15,80.15,7,4,561.05
2021-10-10 18:36:00-04:00,80.15,80.15,80.15,80.15,10,2,801.5
2021-10-10 18:37:00-04:00,80.15,80.15,80.15,80.15,1,1,80.15
2021-10-10 18:38:00-04:00,80.15,80.15,80.12,80.13,242,32,19390.24
2021-10-10 18:39:00-04:00,80.135,80.145,80.135,80.145,8,3,641.115
2021-10-10 18:40:00-04:00,80.14,80.145,80.135,80.14,21,6,1682.995
2021-10-10 18:42:00-04:00,80.14,80.14,80.135,80.135,7,6,560.975
2021-10-10 18:43:00-04:00,80.14,80.14,80.14,80.14,2,2,160.28
2021-10-10 18:45:00-04:00,80.135,80.145,80.135,80.145,12,9,961.675
2021-10-10 18:46:00-04:00,80.145,80.145,80.145,80.145,5,3,400.725
2021-10-10 18:47:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-10 18:49:00-04:00,80.135,80.135,80.12,80.12,129,20,10336.51
2021-10-10 18:50:00-04:00,80.12,80.12,80.12,80.12,11,1,881.32
2021-10-10 18:51:00-04:00,80.12,80.12,80.105,80.115,242,22,19387.111
2021-10-10 18:53:00-04:00,80.115,80.115,80.115,80.115,8,4,640.92
2021-10-10 18:54:00-04:00,80.11,80.115,80.11,80.11,32,5,2563.53
2021-10-10 18:55:00-04:00,80.105,80.115,80.105,80.115,14,4,1121.53
2021-10-10 18:56:00-04:00,80.12,80.125,80.115,80.125,36,6,2884.435
2021-10-10 18:57:00-04:00,80.125,80.135,80.125,80.135,5,4,400.665
2021-10-10 18:58:00-04:00,80.135,80.14,80.135,80.14,62,14,4968.67
2021-10-10 18:59:00-04:00,80.14,80.15,80.14,80.14,64,9,5129.35
2021-10-10 19:00:00-04:00,80.145,80.15,80.135,80.15,41,17,3285.945
2021-10-10 19:01:00-04:00,80.15,80.16,80.15,80.16,50,10,4007.89
2021-10-10 19:02:00-04:00,80.16,80.165,80.155,80.155,33,8,2645.325
2021-10-10 19:03:00-04:00,80.16,80.16,80.15,80.15,18,3,1442.8
2021-10-10 19:04:00-04:00,80.155,80.155,80.155,80.155,2,2,160.31
2021-10-10 19:05:00-04:00,80.15,80.15,80.14,80.145,34,11,2724.975
2021-10-10 19:06:00-04:00,80.14,80.14,80.125,80.125,44,33,3525.72
2021-10-10 19:07:00-04:00,80.135,80.14,80.135,80.14,8,4,641.085
2021-10-10 19:08:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-10 19:09:00-04:00,80.12,80.125,80.12,80.12,24,22,1922.895
2021-10-10 19:10:00-04:00,80.12,80.125,80.12,80.125,12,10,961.445
2021-10-10 19:13:00-04:00,80.12,80.125,80.12,80.125,8,5,640.97
2021-10-10 19:14:00-04:00,80.135,80.135,80.135,80.135,3,2,240.405
2021-10-10 19:15:00-04:00,80.13,80.13,80.13,80.13,1,1,80.13
2021-10-10 19:16:00-04:00,80.13,80.13,80.13,80.13,4,2,320.52
2021-10-10 19:18:00-04:00,80.13,80.13,80.13,80.13,1,1,80.13
2021-10-10 19:19:00-04:00,80.13,80.13,80.13,80.13,1,1,80.13
2021-10-10 19:21:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-10 19:22:00-04:00,80.135,80.14,80.135,80.14,4,2,320.545
2021-10-10 19:23:00-04:00,80.14,80.14,80.14,80.14,1,1,80.14
2021-10-10 19:24:00-04:00,80.145,80.145,80.135,80.135,5,4,400.695
2021-10-10 19:27:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-10 19:30:00-04:00,80.135,80.135,80.135,80.135,15,3,1202.025
2021-10-10 19:31:00-04:00,80.13,80.13,80.125,80.125,25,8,2003.245
2021-10-10 19:32:00-04:00,80.13,80.13,80.13,80.13,3,3,240.39
2021-10-10 19:33:00-04:00,80.13,80.13,80.125,80.13,18,6,1442.315
2021-10-10 19:34:00-04:00,80.125,80.135,80.125,80.135,40,10,3205.35
2021-10-10 19:35:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-10 19:36:00-04:00,80.135,80.135,80.13,80.13,11,4,881.48
2021-10-10 19:37:00-04:00,80.135,80.135,80.135,80.135,3,2,240.405
2021-10-10 19:38:00-04:00,80.12,80.12,80.1,80.105,112,68,8972.264
2021-10-10 19:39:00-04:00,80.1,80.1,80.08,80.1,103,72,8249.194
2021-10-10 19:40:00-04:00,80.1,80.105,80.1,80.105,4,3,320.415
2021-10-10 19:41:00-04:00,80.1,80.105,80.1,80.1,19,4,1521.91
2021-10-10 19:42:00-04:00,80.105,80.105,80.095,80.095,24,6,1922.34
2021-10-10 19:43:00-04:00,80.1,80.105,80.1,80.105,35,6,2803.51
2021-10-10 19:44:00-04:00,80.11,80.11,80.105,80.105,9,5,720.965
2021-10-10 19:45:00-04:00,80.1,80.1,80.1,80.1,13,5,1041.3
2021-10-10 19:47:00-04:00,80.095,80.095,80.09,80.09,23,3,1842.135
2021-10-10 19:48:00-04:00,80.085,80.09,80.08,80.09,72,12,5766.06
2021-10-10 19:49:00-04:00,80.09,80.09,80.09,80.09,1,1,80.09
2021-10-10 19:50:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-10 19:51:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-10 19:52:00-04:00,80.085,80.09,80.085,80.09,34,2,2722.905
2021-10-10 19:53:00-04:00,80.09,80.09,80.09,80.09,5,1,400.45
2021-10-10 19:55:00-04:00,80.09,80.095,80.09,80.095,3,2,240.28
2021-10-10 19:56:00-04:00,80.1,80.1,80.1,80.1,2,1,160.2
2021-10-10 19:58:00-04:00,80.095,80.095,80.095,80.095,6,1,480.57
2021-10-10 19:59:00-04:00,80.09,80.09,80.09,80.09,3,3,240.27
2021-10-10 20:00:00-04:00,80.085,80.09,80.08,80.08,82,28,6566.625
2021-10-10 20:01:00-04:00,80.085,80.095,80.085,80.095,22,13,1761.96
2021-10-10 20:02:00-04:00,80.095,80.1,80.095,80.1,9,8,720.875
2021-10-10 20:03:00-04:00,80.11,80.125,80.11,80.125,33,11,2644.06
2021-10-10 20:04:00-04:00,80.125,80.125,80.125,80.125,11,3,881.375
2021-10-10 20:05:00-04:00,80.13,80.13,80.125,80.125,29,12,2323.66
2021-10-10 20:06:00-04:00,80.13,80.145,80.13,80.13,28,7,2243.715
2021-10-10 20:07:00-04:00,80.135,80.135,80.135,80.135,17,8,1362.295
2021-10-10 20:08:00-04:00,80.135,80.145,80.135,80.14,36,12,2884.985
2021-10-10 20:09:00-04:00,80.14,80.14,80.14,80.14,4,3,320.56
2021-10-10 20:10:00-04:00,80.14,80.14,80.14,80.14,3,1,240.42
2021-10-10 20:11:00-04:00,80.135,80.135,80.135,80.135,3,2,240.405
2021-10-10 20:12:00-04:00,80.135,80.135,80.13,80.13,3,3,240.4
2021-10-10 20:13:00-04:00,80.135,80.14,80.135,80.14,5,5,400.68
2021-10-10 20:14:00-04:00,80.145,80.145,80.145,80.145,1,1,80.145
2021-10-10 20:15:00-04:00,80.155,80.165,80.155,80.165,22,9,1763.515
2021-10-10 20:16:00-04:00,80.17,80.17,80.165,80.165,20,8,1603.395
2021-10-10 20:17:00-04:00,80.17,80.17,80.165,80.165,4,3,320.675
2021-10-10 20:18:00-04:00,80.165,80.165,80.165,80.165,3,2,240.495
