,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-10 19:39:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-10 19:52:00-04:00,80.09,80.09,80.09,80.09,1,1,80.09
2021-10-10 21:33:00-04:00,80.275,80.275,80.275,80.275,1,1,80.275
2021-10-10 21:35:00-04:00,80.28,80.28,80.28,80.28,6,2,481.68
2021-10-11 01:46:00-04:00,80.28,80.28,80.28,80.28,1,1,80.28
2021-10-11 01:47:00-04:00,80.29,80.29,80.29,80.29,1,1,80.29
2021-10-11 01:48:00-04:00,80.285,80.285,80.285,80.285,1,1,80.285
2021-10-11 02:01:00-04:00,80.325,80.345,80.325,80.345,11,4,883.725
2021-10-11 02:02:00-04:00,80.335,80.335,80.335,80.335,1,1,80.335
2021-10-11 02:13:00-04:00,80.28,80.28,80.28,80.28,1,1,80.28
2021-10-11 02:21:00-04:00,80.26,80.26,80.26,80.26,1,1,80.26
2021-10-11 02:38:00-04:00,80.22,80.22,80.22,80.22,4,1,320.88
2021-10-11 02:39:00-04:00,80.24,80.24,80.24,80.24,1,1,80.24
2021-10-11 02:43:00-04:00,80.24,80.24,80.24,80.24,1,1,80.24
2021-10-11 02:44:00-04:00,80.255,80.255,80.255,80.255,1,1,80.255
2021-10-11 04:23:00-04:00,80.235,80.235,80.235,80.235,1,1,80.235
2021-10-11 04:24:00-04:00,80.23,80.23,80.23,80.23,1,1,80.23
2021-10-11 04:27:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-10-11 06:49:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-10-11 06:56:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-10-11 09:29:00-04:00,80.255,80.27,80.255,80.27,2,2,160.525
2021-10-11 10:48:00-04:00,80.21,80.21,80.21,80.21,25,4,2005.25
2021-10-11 10:49:00-04:00,80.21,80.21,80.21,80.21,20,7,1604.2
2021-10-11 11:06:00-04:00,80.255,80.255,80.255,80.255,1,1,80.255
2021-10-11 11:34:00-04:00,80.245,80.245,80.245,80.245,1,1,80.245
2021-10-11 12:15:00-04:00,80.2,80.2,80.2,80.2,1,1,80.2
2021-10-11 13:04:00-04:00,80.185,80.185,80.185,80.185,1,1,80.185
2021-10-11 13:45:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-10-11 13:48:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-11 13:59:00-04:00,80.115,80.115,80.115,80.115,1,1,80.115
2021-10-11 14:34:00-04:00,80.105,80.105,80.105,80.105,1,1,80.105
