,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-10-05 18:00:00-04:00,4334.0,4336.75,4334.0,4335.75,670,231,2904593.75
2021-10-05 18:01:00-04:00,4335.75,4336.5,4335.5,4336.5,166,65,719764.25
2021-10-05 18:02:00-04:00,4336.5,4337.75,4336.5,4337.75,208,69,902100.0
2021-10-05 18:03:00-04:00,4338.0,4338.5,4337.75,4338.25,221,92,958726.5
2021-10-05 18:04:00-04:00,4338.25,4338.5,4337.75,4338.25,174,67,754834.0
2021-10-05 18:05:00-04:00,4338.25,4339.0,4338.25,4338.5,158,48,685485.25
2021-10-05 18:06:00-04:00,4338.5,4338.75,4338.25,4338.25,48,18,208250.5
2021-10-05 18:07:00-04:00,4338.25,4338.5,4338.25,4338.5,86,28,373095.25
2021-10-05 18:08:00-04:00,4338.75,4339.0,4338.5,4338.5,40,26,173551.25
2021-10-05 18:09:00-04:00,4338.75,4338.75,4337.75,4338.75,219,45,950082.5
2021-10-05 18:10:00-04:00,4338.75,4339.0,4338.25,4338.25,86,38,373123.25
2021-10-05 18:11:00-04:00,4338.25,4338.25,4338.25,4338.25,37,9,160515.25
2021-10-05 18:12:00-04:00,4338.5,4338.5,4337.0,4337.25,184,70,798122.5
2021-10-05 18:13:00-04:00,4337.25,4338.25,4337.25,4338.25,81,30,351366.25
2021-10-05 18:14:00-04:00,4338.25,4338.75,4338.25,4338.5,56,25,242953.75
2021-10-05 18:15:00-04:00,4338.5,4339.0,4338.5,4338.75,120,37,520662.5
2021-10-05 18:16:00-04:00,4338.75,4339.5,4338.5,4339.25,149,57,646538.5
2021-10-05 18:17:00-04:00,4339.25,4339.25,4338.75,4338.75,34,15,147528.75
2021-10-05 18:18:00-04:00,4339.0,4339.0,4337.75,4338.0,114,41,494601.25
2021-10-05 18:19:00-04:00,4337.75,4338.75,4337.75,4338.75,156,54,676754.0
2021-10-05 18:20:00-04:00,4338.5,4338.75,4338.5,4338.5,30,6,130155.25
2021-10-05 18:21:00-04:00,4338.5,4338.75,4338.5,4338.75,20,13,86774.5
2021-10-05 18:22:00-04:00,4338.75,4338.75,4338.0,4338.25,64,26,277657.75
2021-10-05 18:23:00-04:00,4338.25,4338.75,4338.25,4338.5,57,20,247295.0
2021-10-05 18:24:00-04:00,4338.5,4339.0,4338.25,4339.0,92,23,399148.0
2021-10-05 18:25:00-04:00,4338.75,4339.0,4338.5,4339.0,45,11,195244.25
2021-10-05 18:26:00-04:00,4339.0,4339.0,4338.5,4338.75,35,11,151857.5
2021-10-05 18:27:00-04:00,4339.0,4339.0,4339.0,4339.0,38,22,164882.0
2021-10-05 18:28:00-04:00,4339.0,4339.0,4338.5,4338.5,69,26,299369.5
2021-10-05 18:29:00-04:00,4338.75,4339.0,4338.0,4338.0,136,42,590039.75
2021-10-05 18:30:00-04:00,4338.0,4338.25,4337.5,4337.75,184,81,798173.5
2021-10-05 18:31:00-04:00,4337.75,4337.75,4337.25,4337.75,41,16,177837.75
2021-10-05 18:32:00-04:00,4337.5,4337.75,4337.0,4337.0,56,28,242886.0
2021-10-05 18:33:00-04:00,4337.0,4337.25,4336.5,4337.0,143,45,620148.25
2021-10-05 18:34:00-04:00,4337.0,4338.25,4337.0,4338.0,72,28,312315.0
2021-10-05 18:35:00-04:00,4338.25,4338.25,4338.0,4338.0,34,18,147494.75
2021-10-05 18:36:00-04:00,4337.75,4338.25,4337.75,4338.25,32,24,138812.0
2021-10-05 18:37:00-04:00,4338.25,4338.25,4338.0,4338.25,5,5,21691.0
