,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-15 18:44:00-04:00,79.42,79.42,79.42,79.42,1,1,79.42
2021-07-16 05:10:00-04:00,79.535,79.535,79.535,79.535,1,1,79.535
2021-07-16 10:25:00-04:00,79.325,79.325,79.325,79.325,1,1,79.325
2021-07-16 10:27:00-04:00,79.355,79.355,79.355,79.355,1,1,79.355
2021-07-16 11:43:00-04:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-07-16 13:37:00-04:00,79.435,79.435,79.435,79.435,1,1,79.435
