,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-17 18:34:00-04:00,80.875,80.875,80.875,80.875,1,1,80.875
2021-10-17 21:55:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-18 03:32:00-04:00,80.655,80.655,80.655,80.655,4,2,322.62
2021-10-18 04:40:00-04:00,80.64,80.64,80.64,80.64,1,1,80.64
2021-10-18 11:01:00-04:00,80.845,80.845,80.845,80.845,1,1,80.845
2021-10-18 12:41:00-04:00,80.885,80.885,80.885,80.885,1,1,80.885
2021-10-18 14:26:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-18 14:27:00-04:00,80.775,80.775,80.775,80.775,1,1,80.775
