,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-17 20:01:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-10-17 20:03:00-04:00,80.8,80.8,80.8,80.8,1,1,80.8
2021-10-17 21:02:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-10-17 21:21:00-04:00,80.76,80.76,80.755,80.755,2,2,161.515
2021-10-18 00:30:00-04:00,80.685,80.685,80.685,80.685,1,1,80.685
2021-10-18 03:08:00-04:00,80.635,80.635,80.63,80.63,3,3,241.895
2021-10-18 03:09:00-04:00,80.64,80.64,80.64,80.64,1,1,80.64
2021-10-18 03:10:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-10-18 03:12:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-10-18 03:32:00-04:00,80.655,80.66,80.655,80.66,34,5,2742.275
2021-10-18 04:00:00-04:00,80.695,80.695,80.695,80.695,1,1,80.695
2021-10-18 04:05:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-10-18 04:31:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-10-18 04:32:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-10-18 07:43:00-04:00,80.65,80.65,80.65,80.65,2,1,161.3
2021-10-18 07:44:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-10-18 07:47:00-04:00,80.635,80.635,80.635,80.635,1,1,80.635
2021-10-18 08:09:00-04:00,80.675,80.675,80.675,80.675,1,1,80.675
2021-10-18 10:00:00-04:00,80.85,80.85,80.85,80.85,1,1,80.85
2021-10-18 10:09:00-04:00,80.875,80.875,80.875,80.875,1,1,80.875
2021-10-18 10:58:00-04:00,80.875,80.875,80.875,80.875,2,1,161.75
2021-10-18 11:26:00-04:00,80.86,80.86,80.86,80.86,4,1,323.44
2021-10-18 11:27:00-04:00,80.85,80.85,80.85,80.85,1,1,80.85
2021-10-18 12:02:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-10-18 12:53:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-18 12:58:00-04:00,80.855,80.855,80.855,80.855,1,1,80.855
2021-10-18 13:25:00-04:00,80.825,80.825,80.825,80.825,1,1,80.825
2021-10-18 14:21:00-04:00,80.78,80.78,80.78,80.78,2,1,161.56
2021-10-18 14:27:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-18 15:35:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-18 15:47:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
