,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-17 18:00:00-04:00,80.87,80.905,80.87,80.905,162,34,13103.645
2021-10-17 18:01:00-04:00,80.905,80.92,80.905,80.92,56,14,4531.025
2021-10-17 18:02:00-04:00,80.915,80.915,80.9,80.9,24,8,1941.76
2021-10-17 18:03:00-04:00,80.91,80.93,80.91,80.915,232,30,18774.28
2021-10-17 18:04:00-04:00,80.925,80.93,80.92,80.925,77,14,6230.935
2021-10-17 18:05:00-04:00,80.93,80.93,80.925,80.925,72,16,5826.865
2021-10-17 18:06:00-04:00,80.925,80.94,80.92,80.93,113,32,9145.641
2021-10-17 18:07:00-04:00,80.94,80.94,80.925,80.925,96,20,7769.15
2021-10-17 18:08:00-04:00,80.925,80.955,80.925,80.955,63,17,5099.49
2021-10-17 18:09:00-04:00,80.95,80.97,80.95,80.965,46,17,3724.175
2021-10-17 18:10:00-04:00,80.97,80.975,80.965,80.975,76,17,6153.73
2021-10-17 18:11:00-04:00,80.965,80.965,80.955,80.955,6,4,485.765
2021-10-17 18:12:00-04:00,80.955,80.955,80.955,80.955,6,3,485.73
2021-10-17 18:13:00-04:00,80.955,80.955,80.955,80.955,1,1,80.955
2021-10-17 18:14:00-04:00,80.955,80.955,80.945,80.95,37,8,2995.135
2021-10-17 18:15:00-04:00,80.945,80.95,80.93,80.93,41,15,3318.43
2021-10-17 18:16:00-04:00,80.93,80.935,80.915,80.93,51,24,4127.255
2021-10-17 18:17:00-04:00,80.93,80.94,80.92,80.935,39,18,3156.275
2021-10-17 18:18:00-04:00,80.935,80.94,80.925,80.93,30,14,2427.975
2021-10-17 18:19:00-04:00,80.93,80.935,80.925,80.935,9,6,728.385
2021-10-17 18:20:00-04:00,80.93,80.93,80.915,80.925,12,8,971.065
2021-10-17 18:21:00-04:00,80.915,80.93,80.905,80.915,70,27,5664.135
2021-10-17 18:22:00-04:00,80.91,80.91,80.91,80.91,4,4,323.64
2021-10-17 18:23:00-04:00,80.91,80.915,80.905,80.905,13,9,1051.825
2021-10-17 18:24:00-04:00,80.9,80.91,80.895,80.9,22,19,1779.85
2021-10-17 18:25:00-04:00,80.9,80.905,80.895,80.9,20,13,1618.035
2021-10-17 18:26:00-04:00,80.905,80.91,80.905,80.91,15,4,1213.59
2021-10-17 18:27:00-04:00,80.91,80.91,80.905,80.905,12,7,970.875
2021-10-17 18:28:00-04:00,80.9,80.9,80.895,80.895,11,6,889.88
2021-10-17 18:29:00-04:00,80.9,80.905,80.9,80.905,5,4,404.505
2021-10-17 18:30:00-04:00,80.905,80.905,80.9,80.905,26,11,2103.475
