,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-09 18:00:00-04:00,82.56,82.57,82.555,82.56,168,33,13870.265
2021-06-09 18:01:00-04:00,82.56,82.56,82.56,82.56,5,2,412.8
2021-06-09 18:02:00-04:00,82.565,82.565,82.565,82.565,4,2,330.26
2021-06-09 18:03:00-04:00,82.56,82.56,82.56,82.56,12,3,990.72
2021-06-09 18:04:00-04:00,82.56,82.56,82.56,82.56,7,3,577.92
2021-06-09 18:05:00-04:00,82.555,82.56,82.555,82.56,17,8,1403.445
2021-06-09 18:06:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-09 18:07:00-04:00,82.56,82.56,82.555,82.555,10,4,825.555
2021-06-09 18:11:00-04:00,82.555,82.555,82.555,82.555,10,3,825.55
2021-06-09 18:14:00-04:00,82.555,82.555,82.555,82.555,2,1,165.11
2021-06-09 18:18:00-04:00,82.555,82.56,82.55,82.55,90,6,7429.805
2021-06-09 18:22:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-09 18:29:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-09 18:30:00-04:00,82.555,82.56,82.555,82.56,13,2,1073.245
2021-06-09 18:32:00-04:00,82.555,82.555,82.555,82.555,7,1,577.885
2021-06-09 18:36:00-04:00,82.555,82.555,82.555,82.555,5,3,412.775
2021-06-09 18:40:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-09 18:41:00-04:00,82.555,82.56,82.555,82.56,9,2,743.025
2021-06-09 18:43:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-09 18:45:00-04:00,82.565,82.565,82.565,82.565,2,2,165.13
2021-06-09 18:46:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-09 18:49:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-09 18:53:00-04:00,82.565,82.565,82.56,82.56,8,2,660.49
2021-06-09 18:54:00-04:00,82.56,82.56,82.56,82.56,5,1,412.8
2021-06-09 18:59:00-04:00,82.56,82.565,82.56,82.565,2,2,165.125
2021-06-09 19:00:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-09 19:01:00-04:00,82.56,82.56,82.55,82.55,27,13,2229.01
2021-06-09 19:02:00-04:00,82.55,82.55,82.535,82.545,28,8,2311.185
2021-06-09 19:03:00-04:00,82.545,82.545,82.54,82.54,18,6,1485.75
2021-06-09 19:04:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:05:00-04:00,82.54,82.54,82.54,82.54,12,5,990.48
2021-06-09 19:06:00-04:00,82.545,82.545,82.545,82.545,3,1,247.635
2021-06-09 19:07:00-04:00,82.545,82.545,82.54,82.54,63,14,5200.33
2021-06-09 19:08:00-04:00,82.54,82.54,82.54,82.54,7,3,577.78
2021-06-09 19:10:00-04:00,82.54,82.54,82.535,82.54,8,4,660.315
2021-06-09 19:11:00-04:00,82.54,82.54,82.54,82.54,2,1,165.08
2021-06-09 19:12:00-04:00,82.545,82.55,82.545,82.55,14,5,1155.69
2021-06-09 19:14:00-04:00,82.54,82.54,82.54,82.54,2,1,165.08
2021-06-09 19:16:00-04:00,82.535,82.545,82.535,82.545,20,7,1650.81
2021-06-09 19:17:00-04:00,82.545,82.55,82.545,82.55,15,6,1238.235
2021-06-09 19:18:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-09 19:21:00-04:00,82.55,82.55,82.55,82.55,31,8,2559.05
2021-06-09 19:22:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-09 19:23:00-04:00,82.55,82.55,82.55,82.55,4,3,330.2
2021-06-09 19:25:00-04:00,82.55,82.55,82.55,82.55,5,2,412.75
2021-06-09 19:27:00-04:00,82.545,82.55,82.545,82.55,5,2,412.74
2021-06-09 19:28:00-04:00,82.55,82.55,82.55,82.55,3,2,247.65
2021-06-09 19:29:00-04:00,82.545,82.545,82.545,82.545,5,2,412.725
2021-06-09 19:32:00-04:00,82.545,82.545,82.545,82.545,15,6,1238.175
2021-06-09 19:35:00-04:00,82.545,82.545,82.545,82.545,5,2,412.725
2021-06-09 19:38:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:39:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:43:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:44:00-04:00,82.545,82.545,82.545,82.545,5,2,412.725
2021-06-09 19:45:00-04:00,82.54,82.54,82.54,82.54,2,1,165.08
2021-06-09 19:46:00-04:00,82.54,82.54,82.54,82.54,3,3,247.62
2021-06-09 19:47:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-09 19:48:00-04:00,82.545,82.545,82.545,82.545,6,2,495.27
2021-06-09 19:49:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:50:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-09 19:51:00-04:00,82.545,82.545,82.54,82.54,13,3,1073.08
2021-06-09 19:52:00-04:00,82.54,82.54,82.54,82.54,6,1,495.24
2021-06-09 19:53:00-04:00,82.54,82.54,82.54,82.54,11,5,907.94
2021-06-09 19:54:00-04:00,82.54,82.54,82.54,82.54,4,2,330.16
2021-06-09 19:56:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-09 19:59:00-04:00,82.54,82.54,82.54,82.54,4,2,330.16
2021-06-09 20:00:00-04:00,82.54,82.54,82.535,82.54,45,11,3714.155
2021-06-09 20:01:00-04:00,82.535,82.54,82.535,82.54,5,3,412.695
2021-06-09 20:02:00-04:00,82.54,82.545,82.54,82.545,28,5,2311.225
2021-06-09 20:04:00-04:00,82.545,82.545,82.545,82.545,8,6,660.36
2021-06-09 20:06:00-04:00,82.545,82.545,82.54,82.54,33,12,2723.855
2021-06-09 20:07:00-04:00,82.545,82.545,82.54,82.54,23,10,1898.51
2021-06-09 20:08:00-04:00,82.535,82.535,82.535,82.535,3,2,247.605
2021-06-09 20:10:00-04:00,82.535,82.535,82.535,82.535,6,3,495.21
2021-06-09 20:12:00-04:00,82.53,82.53,82.515,82.515,73,28,6024.255
2021-06-09 20:13:00-04:00,82.515,82.515,82.505,82.515,185,35,15264.519
2021-06-09 20:14:00-04:00,82.52,82.52,82.515,82.515,40,9,3300.71
2021-06-09 20:15:00-04:00,82.515,82.52,82.515,82.52,37,5,3053.07
2021-06-09 20:16:00-04:00,82.52,82.525,82.515,82.525,11,8,907.7
2021-06-09 20:17:00-04:00,82.52,82.52,82.515,82.515,6,4,495.11
2021-06-09 20:18:00-04:00,82.515,82.52,82.515,82.52,7,3,577.63
2021-06-09 20:19:00-04:00,82.52,82.52,82.52,82.52,1,1,82.52
2021-06-09 20:21:00-04:00,82.525,82.53,82.525,82.53,4,4,330.11
2021-06-09 20:22:00-04:00,82.525,82.525,82.52,82.52,7,5,577.66
2021-06-09 20:23:00-04:00,82.52,82.52,82.52,82.52,5,3,412.6
2021-06-09 20:24:00-04:00,82.52,82.52,82.52,82.52,1,1,82.52
2021-06-09 20:25:00-04:00,82.52,82.52,82.52,82.52,2,2,165.04
2021-06-09 20:26:00-04:00,82.525,82.525,82.52,82.52,10,6,825.21
2021-06-09 20:27:00-04:00,82.52,82.52,82.52,82.52,9,4,742.68
2021-06-09 20:28:00-04:00,82.52,82.52,82.52,82.52,2,1,165.04
2021-06-09 20:29:00-04:00,82.52,82.52,82.52,82.52,26,9,2145.52
2021-06-09 20:31:00-04:00,82.525,82.525,82.52,82.52,20,7,1650.415
2021-06-09 20:32:00-04:00,82.52,82.52,82.52,82.52,12,3,990.24
