,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-15 18:00:00-04:00,79.19,79.195,79.185,79.195,47,13,3721.965
2021-09-15 18:01:00-04:00,79.19,79.195,79.185,79.195,11,9,871.09
2021-09-15 18:02:00-04:00,79.19,79.19,79.19,79.19,3,1,237.57
2021-09-15 18:04:00-04:00,79.19,79.19,79.19,79.19,1,1,79.19
2021-09-15 18:07:00-04:00,79.2,79.205,79.2,79.205,13,2,1029.605
2021-09-15 18:08:00-04:00,79.195,79.195,79.195,79.195,6,1,475.17
2021-09-15 18:10:00-04:00,79.195,79.2,79.195,79.2,7,2,554.38
2021-09-15 18:13:00-04:00,79.21,79.215,79.21,79.21,55,10,4356.615
2021-09-15 18:14:00-04:00,79.21,79.21,79.21,79.21,4,4,316.84
2021-09-15 18:15:00-04:00,79.21,79.21,79.21,79.21,2,2,158.42
2021-09-15 18:16:00-04:00,79.215,79.215,79.205,79.21,76,14,6019.985
2021-09-15 18:17:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-09-15 18:18:00-04:00,79.215,79.215,79.215,79.215,6,1,475.29
2021-09-15 18:19:00-04:00,79.215,79.215,79.215,79.215,26,11,2059.59
2021-09-15 18:21:00-04:00,79.215,79.215,79.215,79.215,5,2,396.075
2021-09-15 18:22:00-04:00,79.22,79.22,79.22,79.22,5,2,396.1
2021-09-15 18:23:00-04:00,79.215,79.215,79.215,79.215,4,1,316.86
2021-09-15 18:24:00-04:00,79.21,79.215,79.21,79.215,3,3,237.635
2021-09-15 18:28:00-04:00,79.21,79.21,79.205,79.21,5,3,396.04
2021-09-15 18:30:00-04:00,79.215,79.215,79.21,79.21,12,4,950.565
2021-09-15 18:32:00-04:00,79.21,79.21,79.21,79.21,4,1,316.84
2021-09-15 18:33:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-09-15 18:34:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-09-15 18:35:00-04:00,79.21,79.21,79.21,79.21,7,2,554.47
2021-09-15 18:37:00-04:00,79.215,79.215,79.215,79.215,5,1,396.075
