,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-06 09:29:00-04:00,1380.0,1383.0,1379.75,1379.75,62,20,85630.5
2021-07-06 09:30:00-04:00,1378.75,1378.75,1355.75,1357.5,248,162,338650.25
2021-07-06 09:31:00-04:00,1356.0,1358.5,1352.75,1355.0,53,39,71834.5
2021-07-06 09:32:00-04:00,1355.0,1361.75,1352.75,1357.25,60,37,81362.25
2021-07-06 09:33:00-04:00,1357.0,1361.0,1354.0,1361.0,86,44,116590.25
2021-07-06 09:34:00-04:00,1360.5,1361.75,1358.0,1359.75,41,31,55738.5
2021-07-06 09:35:00-04:00,1360.25,1362.75,1358.5,1358.75,21,19,28580.75
2021-07-06 09:36:00-04:00,1358.5,1359.25,1357.25,1358.25,13,12,17657.25
2021-07-06 09:37:00-04:00,1357.25,1358.25,1356.0,1356.0,23,19,31216.75
2021-07-06 09:38:00-04:00,1355.25,1355.25,1349.0,1351.5,90,61,121672.5
2021-07-06 09:39:00-04:00,1351.0,1352.25,1351.0,1352.0,15,13,20277.5
2021-07-06 09:40:00-04:00,1352.5,1353.75,1349.25,1349.5,77,50,104008.0
2021-07-06 09:41:00-04:00,1348.25,1352.25,1348.0,1351.0,46,34,62107.25
2021-07-06 09:42:00-04:00,1350.5,1352.0,1350.0,1352.0,34,30,45937.25
2021-07-06 09:43:00-04:00,1353.25,1353.5,1352.0,1352.5,30,24,40583.0
2021-07-06 09:44:00-04:00,1352.0,1352.0,1349.75,1349.75,32,12,43231.5
2021-07-06 09:45:00-04:00,1350.25,1351.0,1349.75,1350.5,32,28,43216.25
2021-07-06 09:46:00-04:00,1350.25,1350.25,1348.0,1348.0,29,18,39114.0
2021-07-06 09:47:00-04:00,1346.0,1349.75,1345.0,1346.5,120,65,161684.0
2021-07-06 09:48:00-04:00,1346.75,1346.75,1341.0,1341.0,57,48,76612.5
2021-07-06 09:49:00-04:00,1340.5,1340.75,1337.0,1337.0,61,44,81681.75
2021-07-06 09:50:00-04:00,1338.0,1338.0,1333.75,1335.0,174,92,232538.5
2021-07-06 09:51:00-04:00,1334.75,1336.75,1334.75,1336.0,34,23,45416.75
2021-07-06 09:52:00-04:00,1336.0,1337.25,1330.0,1333.75,60,43,79974.75
2021-07-06 09:53:00-04:00,1334.0,1336.5,1332.75,1336.0,27,23,36031.0
2021-07-06 09:54:00-04:00,1334.0,1334.25,1331.75,1333.5,24,20,31992.25
2021-07-06 09:55:00-04:00,1334.5,1334.5,1334.5,1334.5,2,2,2669.0
2021-07-06 09:56:00-04:00,1335.0,1335.25,1332.75,1335.25,27,17,36023.5
2021-07-06 09:57:00-04:00,1334.25,1340.0,1334.25,1339.75,71,23,95072.5
2021-07-06 09:58:00-04:00,1339.25,1342.75,1339.25,1342.75,32,19,42930.0
2021-07-06 09:59:00-04:00,1342.0,1342.25,1339.0,1339.0,20,10,26811.5
2021-07-06 10:00:00-04:00,1337.75,1337.75,1336.25,1336.75,10,6,13367.75
2021-07-06 10:01:00-04:00,1335.5,1336.25,1335.25,1336.25,5,4,6677.5
