,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-06 09:30:00-04:00,1420.0,1420.0,1404.0,1404.0,9,9,12688.25
2021-07-06 09:31:00-04:00,1402.25,1402.25,1395.5,1398.5,27,14,37688.25
2021-07-06 09:34:00-04:00,1405.0,1405.5,1405.0,1405.5,4,3,5620.75
2021-07-06 09:48:00-04:00,1388.0,1388.0,1388.0,1388.0,1,1,1388.0
2021-07-06 09:53:00-04:00,1379.75,1379.75,1379.75,1379.75,1,1,1379.75
2021-07-06 09:58:00-04:00,1387.0,1387.0,1387.0,1387.0,1,1,1387.0
2021-07-06 10:00:00-04:00,1381.0,1381.0,1381.0,1381.0,1,1,1381.0
2021-07-06 10:05:00-04:00,1379.5,1379.5,1379.5,1379.5,1,1,1379.5
2021-07-06 10:08:00-04:00,1382.25,1382.5,1382.25,1382.5,20,2,27649.5
2021-07-06 10:09:00-04:00,1382.5,1382.5,1382.5,1382.5,1,1,1382.5
2021-07-06 10:13:00-04:00,1380.75,1381.0,1380.75,1381.0,6,2,8284.75
2021-07-06 10:14:00-04:00,1379.0,1379.0,1378.5,1379.0,10,9,13787.5
2021-07-06 10:16:00-04:00,1378.0,1378.0,1378.0,1378.0,4,1,5512.0
2021-07-06 10:20:00-04:00,1381.0,1381.0,1381.0,1381.0,2,2,2762.0
2021-07-06 10:25:00-04:00,1384.25,1384.25,1384.25,1384.25,1,1,1384.25
2021-07-06 10:41:00-04:00,1381.25,1381.25,1381.25,1381.25,1,1,1381.25
2021-07-06 11:23:00-04:00,1374.5,1374.5,1374.5,1374.5,1,1,1374.5
2021-07-06 11:25:00-04:00,1369.0,1369.0,1368.75,1368.75,2,2,2737.75
2021-07-06 11:32:00-04:00,1364.25,1364.25,1364.25,1364.25,1,1,1364.25
2021-07-06 11:46:00-04:00,1358.0,1358.0,1358.0,1358.0,1,1,1358.0
2021-07-06 11:51:00-04:00,1358.5,1358.5,1358.5,1358.5,1,1,1358.5
2021-07-06 11:52:00-04:00,1355.75,1355.75,1355.75,1355.75,1,1,1355.75
2021-07-06 12:07:00-04:00,1355.75,1355.75,1353.0,1353.0,4,3,5417.5
2021-07-06 12:13:00-04:00,1358.25,1358.25,1358.25,1358.25,1,1,1358.25
2021-07-06 12:25:00-04:00,1358.75,1358.75,1358.75,1358.75,1,1,1358.75
2021-07-06 12:30:00-04:00,1358.75,1358.75,1358.75,1358.75,2,1,2717.5
2021-07-06 12:31:00-04:00,1361.25,1361.25,1361.25,1361.25,1,1,1361.25
2021-07-06 12:37:00-04:00,1361.0,1361.0,1361.0,1361.0,10,2,13610.0
2021-07-06 13:01:00-04:00,1359.75,1359.75,1359.75,1359.75,1,1,1359.75
