,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-07 20:00:00-04:00,1340.75,1342.25,1340.25,1341.25,16,15,21459.75
2021-07-07 20:01:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-07-07 20:02:00-04:00,1341.5,1341.5,1338.5,1338.5,5,4,6696.75
2021-07-07 20:03:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-07-07 20:10:00-04:00,1336.0,1336.0,1335.5,1335.5,4,3,5343.25
2021-07-07 20:14:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-07-07 20:18:00-04:00,1334.5,1334.5,1334.5,1334.5,2,1,2669.0
2021-07-07 20:20:00-04:00,1334.25,1334.5,1334.25,1334.5,2,2,2668.75
2021-07-07 20:24:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-07-07 20:26:00-04:00,1331.0,1332.0,1330.75,1332.0,7,4,9317.75
2021-07-07 20:34:00-04:00,1333.25,1333.25,1333.25,1333.25,1,1,1333.25
2021-07-07 20:35:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-07-07 20:51:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-07-07 20:58:00-04:00,1334.25,1334.5,1334.25,1334.5,2,2,2668.75
2021-07-07 21:00:00-04:00,1332.25,1332.25,1329.0,1329.0,9,7,11969.25
2021-07-07 21:02:00-04:00,1328.5,1328.5,1328.25,1328.25,2,2,2656.75
2021-07-07 21:04:00-04:00,1328.75,1328.75,1328.75,1328.75,4,2,5315.0
2021-07-07 21:05:00-04:00,1329.5,1329.5,1329.5,1329.5,1,1,1329.5
2021-07-07 21:06:00-04:00,1330.25,1330.25,1330.25,1330.25,2,2,2660.5
2021-07-07 21:07:00-04:00,1330.5,1330.75,1330.5,1330.75,3,2,3992.0
2021-07-07 21:08:00-04:00,1330.25,1330.25,1330.25,1330.25,2,1,2660.5
2021-07-07 21:10:00-04:00,1328.25,1328.25,1328.25,1328.25,1,1,1328.25
2021-07-07 21:12:00-04:00,1327.75,1327.75,1327.75,1327.75,9,1,11949.75
2021-07-07 21:13:00-04:00,1327.5,1327.5,1327.5,1327.5,1,1,1327.5
2021-07-07 21:14:00-04:00,1328.75,1328.75,1328.25,1328.25,2,2,2657.0
2021-07-07 21:15:00-04:00,1328.0,1328.25,1328.0,1328.0,5,4,6640.75
2021-07-07 21:17:00-04:00,1328.0,1328.0,1328.0,1328.0,1,1,1328.0
2021-07-07 21:21:00-04:00,1328.5,1328.5,1328.5,1328.5,1,1,1328.5
2021-07-07 21:25:00-04:00,1328.0,1328.0,1328.0,1328.0,2,1,2656.0
2021-07-07 21:27:00-04:00,1327.5,1327.5,1327.5,1327.5,9,2,11947.5
2021-07-07 21:30:00-04:00,1328.25,1328.75,1328.25,1328.75,2,2,2657.0
2021-07-07 21:31:00-04:00,1329.25,1329.25,1329.25,1329.25,1,1,1329.25
2021-07-07 21:45:00-04:00,1328.25,1328.25,1328.25,1328.25,1,1,1328.25
2021-07-07 21:56:00-04:00,1328.25,1329.0,1328.25,1329.0,6,4,7971.0
2021-07-07 22:01:00-04:00,1329.0,1329.5,1329.0,1329.5,3,3,3988.0
2021-07-07 22:03:00-04:00,1329.5,1329.75,1329.5,1329.75,2,2,2659.25
2021-07-07 22:04:00-04:00,1331.75,1331.75,1331.5,1331.75,5,5,6658.5
2021-07-07 22:06:00-04:00,1330.75,1330.75,1330.75,1330.75,2,2,2661.5
2021-07-07 22:08:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-07-07 22:09:00-04:00,1332.5,1332.5,1332.5,1332.5,3,3,3997.5
2021-07-07 22:14:00-04:00,1332.5,1333.25,1332.5,1333.25,3,3,3998.75
2021-07-07 22:16:00-04:00,1333.75,1333.75,1333.5,1333.5,2,2,2667.25
2021-07-07 22:17:00-04:00,1333.5,1333.5,1333.0,1333.0,10,6,13330.5
2021-07-07 22:19:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-07-07 22:20:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-07-07 22:25:00-04:00,1332.75,1332.75,1332.75,1332.75,1,1,1332.75
2021-07-07 22:36:00-04:00,1332.75,1332.75,1332.0,1332.0,2,2,2664.75
2021-07-07 22:38:00-04:00,1332.0,1332.25,1332.0,1332.25,2,2,2664.25
2021-07-07 22:41:00-04:00,1332.0,1332.0,1332.0,1332.0,5,5,6660.0
2021-07-07 22:42:00-04:00,1332.5,1332.5,1332.5,1332.5,1,1,1332.5
2021-07-07 22:43:00-04:00,1333.0,1333.0,1332.5,1332.5,2,2,2665.5
2021-07-07 22:47:00-04:00,1334.25,1334.5,1334.25,1334.5,2,2,2668.75
2021-07-07 22:48:00-04:00,1334.5,1334.5,1334.5,1334.5,1,1,1334.5
2021-07-07 22:52:00-04:00,1336.25,1336.5,1336.25,1336.5,4,3,5345.5
2021-07-07 23:02:00-04:00,1336.25,1336.25,1336.0,1336.0,5,5,6680.25
2021-07-07 23:03:00-04:00,1336.0,1336.0,1335.75,1335.75,3,2,4007.75
2021-07-07 23:04:00-04:00,1336.0,1336.5,1336.0,1336.5,2,2,2672.5
2021-07-07 23:07:00-04:00,1336.75,1337.75,1336.75,1337.75,19,8,25412.25
2021-07-07 23:11:00-04:00,1337.5,1337.5,1337.5,1337.5,5,4,6687.5
2021-07-07 23:14:00-04:00,1337.5,1337.5,1337.5,1337.5,2,1,2675.0
2021-07-07 23:15:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-07-07 23:17:00-04:00,1338.25,1339.0,1338.25,1339.0,4,4,5354.75
2021-07-07 23:19:00-04:00,1339.25,1339.5,1339.0,1339.0,3,3,4017.75
2021-07-07 23:20:00-04:00,1339.25,1339.5,1339.25,1339.5,2,2,2678.75
2021-07-07 23:22:00-04:00,1339.25,1339.25,1339.0,1339.0,3,2,4017.5
2021-07-07 23:48:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-07-08 00:35:00-04:00,1338.25,1338.25,1338.25,1338.25,6,4,8029.5
2021-07-08 00:38:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-07-08 00:55:00-04:00,1338.0,1338.0,1338.0,1338.0,1,1,1338.0
2021-07-08 01:03:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-07-08 01:04:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-07-08 01:06:00-04:00,1336.25,1336.25,1335.0,1335.0,4,3,5341.75
2021-07-08 01:08:00-04:00,1335.75,1336.25,1335.75,1336.0,5,5,6679.5
2021-07-08 01:12:00-04:00,1336.0,1336.0,1335.75,1335.75,2,2,2671.75
2021-07-08 01:17:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-07-08 01:30:00-04:00,1336.0,1336.0,1336.0,1336.0,2,1,2672.0
2021-07-08 01:37:00-04:00,1334.25,1334.25,1334.0,1334.0,2,2,2668.25
2021-07-08 01:38:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-07-08 01:41:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-07-08 01:42:00-04:00,1335.25,1335.5,1335.25,1335.5,5,5,6677.25
2021-07-08 01:43:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-07-08 01:44:00-04:00,1335.5,1335.5,1335.5,1335.5,5,3,6677.5
2021-07-08 01:45:00-04:00,1335.5,1335.75,1335.5,1335.75,2,2,2671.25
2021-07-08 01:49:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-07-08 01:52:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-07-08 01:53:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-07-08 02:00:00-04:00,1335.75,1335.75,1335.5,1335.5,3,3,4006.75
2021-07-08 02:05:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
