,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-04 21:15:00-04:00,4255.0,4255.0,4255.0,4255.0,1,1,4255.0
2021-10-04 21:16:00-04:00,4255.0,4255.0,4255.0,4255.0,1,1,4255.0
2021-10-04 21:20:00-04:00,4254.0,4254.0,4254.0,4254.0,1,1,4254.0
2021-10-04 21:22:00-04:00,4253.0,4253.0,4252.0,4252.0,2,2,8505.0
2021-10-04 21:58:00-04:00,4265.0,4265.0,4265.0,4265.0,6,2,25590.0
2021-10-05 03:30:00-04:00,4278.0,4278.0,4278.0,4278.0,10,2,42780.0
2021-10-05 03:36:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-10-05 03:44:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-10-05 03:58:00-04:00,4273.0,4273.0,4273.0,4273.0,1,1,4273.0
2021-10-05 03:59:00-04:00,4272.0,4272.0,4271.0,4271.0,2,2,8543.0
2021-10-05 04:00:00-04:00,4270.0,4270.0,4270.0,4270.0,1,1,4270.0
2021-10-05 10:11:00-04:00,4315.0,4315.0,4315.0,4315.0,1,1,4315.0
2021-10-05 10:46:00-04:00,4328.0,4328.0,4328.0,4328.0,1,1,4328.0
2021-10-05 10:50:00-04:00,4329.0,4330.0,4329.0,4330.0,2,2,8659.0
2021-10-05 10:55:00-04:00,4331.0,4331.0,4331.0,4331.0,1,1,4331.0
2021-10-05 11:00:00-04:00,4332.0,4332.0,4332.0,4332.0,1,1,4332.0
2021-10-05 11:02:00-04:00,4333.0,4333.0,4333.0,4333.0,1,1,4333.0
2021-10-05 11:03:00-04:00,4334.0,4334.0,4334.0,4334.0,1,1,4334.0
2021-10-05 11:05:00-04:00,4335.0,4335.0,4335.0,4335.0,1,1,4335.0
2021-10-05 11:06:00-04:00,4336.0,4336.0,4336.0,4336.0,1,1,4336.0
2021-10-05 11:07:00-04:00,4337.0,4338.0,4337.0,4338.0,2,2,8675.0
2021-10-05 11:30:00-04:00,4333.25,4334.25,4333.25,4334.25,2,2,8667.5
2021-10-05 11:35:00-04:00,4335.25,4336.25,4335.25,4336.25,2,2,8671.5
2021-10-05 12:10:00-04:00,4337.25,4338.25,4337.25,4338.25,2,2,8675.5
2021-10-05 13:52:00-04:00,4339.0,4339.0,4339.0,4339.0,1,1,4339.0
2021-10-05 14:02:00-04:00,4339.25,4339.25,4339.25,4339.25,1,1,4339.25
2021-10-05 14:03:00-04:00,4340.0,4340.25,4340.0,4340.25,2,2,8680.25
2021-10-05 14:30:00-04:00,4341.0,4341.0,4341.0,4341.0,1,1,4341.0
2021-10-05 14:47:00-04:00,4341.25,4341.25,4341.25,4341.25,1,1,4341.25
