,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-22 20:00:00-04:00,1307.0,1315.0,1307.0,1315.0,22,20,28856.75
2021-06-22 20:01:00-04:00,1316.0,1316.75,1314.5,1314.5,18,14,23688.5
2021-06-22 20:02:00-04:00,1314.5,1316.5,1313.75,1316.5,28,17,36796.5
2021-06-22 20:04:00-04:00,1315.5,1315.5,1315.5,1315.5,1,1,1315.5
2021-06-22 20:05:00-04:00,1316.5,1317.0,1316.5,1317.0,7,4,9216.0
2021-06-22 20:06:00-04:00,1317.5,1317.5,1317.5,1317.5,5,4,6587.5
2021-06-22 20:08:00-04:00,1317.25,1318.0,1317.25,1318.0,4,3,5269.75
2021-06-22 20:09:00-04:00,1318.5,1319.0,1318.5,1319.0,7,4,9230.25
2021-06-22 20:10:00-04:00,1317.75,1318.0,1317.75,1318.0,3,3,3953.5
2021-06-22 20:12:00-04:00,1318.25,1318.25,1318.25,1318.25,1,1,1318.25
2021-06-22 20:13:00-04:00,1319.75,1319.75,1319.75,1319.75,1,1,1319.75
2021-06-22 20:14:00-04:00,1319.75,1319.75,1319.75,1319.75,2,2,2639.5
2021-06-22 20:16:00-04:00,1320.0,1320.25,1319.75,1320.25,88,45,116160.5
2021-06-22 20:18:00-04:00,1320.25,1320.25,1320.25,1320.25,3,1,3960.75
2021-06-22 20:19:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-06-22 20:20:00-04:00,1319.5,1319.5,1319.5,1319.5,1,1,1319.5
2021-06-22 20:23:00-04:00,1318.0,1318.5,1318.0,1318.5,4,3,5273.0
2021-06-22 20:24:00-04:00,1318.0,1318.0,1317.0,1317.0,13,6,17127.75
2021-06-22 20:27:00-04:00,1316.0,1316.0,1316.0,1316.0,1,1,1316.0
2021-06-22 20:28:00-04:00,1315.5,1315.5,1315.5,1315.5,1,1,1315.5
2021-06-22 20:38:00-04:00,1315.5,1315.5,1315.5,1315.5,1,1,1315.5
2021-06-22 20:40:00-04:00,1314.75,1315.0,1314.75,1315.0,2,2,2629.75
2021-06-22 20:41:00-04:00,1314.5,1314.5,1314.5,1314.5,2,2,2629.0
2021-06-22 20:50:00-04:00,1315.5,1315.5,1315.5,1315.5,1,1,1315.5
2021-06-22 20:51:00-04:00,1315.25,1315.75,1315.25,1315.75,3,3,3946.5
2021-06-22 21:00:00-04:00,1318.25,1319.0,1318.25,1319.0,2,2,2637.25
2021-06-22 21:01:00-04:00,1319.25,1319.25,1319.25,1319.25,1,1,1319.25
2021-06-22 21:05:00-04:00,1319.5,1319.5,1319.5,1319.5,5,3,6597.5
2021-06-22 21:06:00-04:00,1320.0,1320.0,1320.0,1320.0,1,1,1320.0
2021-06-22 21:11:00-04:00,1317.5,1317.5,1317.25,1317.25,2,2,2634.75
2021-06-22 21:14:00-04:00,1318.75,1319.0,1318.75,1319.0,2,2,2637.75
2021-06-22 21:16:00-04:00,1316.75,1316.75,1316.25,1316.25,3,3,3949.5
2021-06-22 21:17:00-04:00,1316.5,1316.5,1316.5,1316.5,1,1,1316.5
2021-06-22 21:19:00-04:00,1315.0,1315.0,1315.0,1315.0,1,1,1315.0
2021-06-22 21:34:00-04:00,1315.75,1315.75,1315.75,1315.75,1,1,1315.75
2021-06-22 21:48:00-04:00,1316.5,1316.5,1316.5,1316.5,1,1,1316.5
