,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-09-12 18:00:00-04:00,4461.0,4465.75,4459.75,4465.75,820,295,3659478.25
2021-09-12 18:01:00-04:00,4465.5,4467.0,4465.5,4466.75,422,234,1884770.25
2021-09-12 18:02:00-04:00,4466.75,4467.75,4466.0,4467.25,294,144,1313294.0
2021-09-12 18:03:00-04:00,4467.25,4467.5,4466.0,4466.0,130,76,580693.25
2021-09-12 18:04:00-04:00,4466.0,4466.5,4465.5,4466.0,122,71,544839.25
2021-09-12 18:05:00-04:00,4466.0,4466.0,4465.0,4465.25,108,63,482268.25
2021-09-12 18:06:00-04:00,4465.0,4465.25,4463.0,4463.5,631,172,2816798.0
2021-09-12 18:07:00-04:00,4463.5,4463.75,4463.25,4463.75,143,46,638279.25
2021-09-12 18:08:00-04:00,4463.75,4463.75,4463.0,4463.0,67,26,299059.0
2021-09-12 18:09:00-04:00,4463.0,4463.75,4463.0,4463.75,38,21,169608.5
2021-09-12 18:10:00-04:00,4464.0,4466.25,4463.75,4465.75,340,123,1518028.5
2021-09-12 18:11:00-04:00,4465.75,4466.0,4465.0,4465.5,155,37,692164.25
2021-09-12 18:12:00-04:00,4465.5,4466.0,4464.75,4465.75,118,62,526915.25
2021-09-12 18:13:00-04:00,4466.0,4467.0,4465.25,4466.75,111,48,495752.0
2021-09-12 18:14:00-04:00,4467.0,4468.25,4467.0,4467.5,240,125,1072230.0
2021-09-12 18:15:00-04:00,4467.25,4467.5,4466.75,4466.75,65,30,290370.5
2021-09-12 18:16:00-04:00,4466.5,4467.0,4466.25,4466.5,75,46,334993.25
2021-09-12 18:17:00-04:00,4466.25,4466.5,4466.0,4466.5,54,35,241178.25
2021-09-12 18:18:00-04:00,4466.5,4468.0,4466.5,4467.75,70,37,312730.0
2021-09-12 18:19:00-04:00,4467.75,4467.75,4467.0,4467.0,70,28,312708.25
2021-09-12 18:20:00-04:00,4467.25,4468.0,4467.0,4467.75,105,49,469077.25
2021-09-12 18:21:00-04:00,4467.75,4468.5,4467.75,4468.5,168,33,750635.25
2021-09-12 18:22:00-04:00,4468.5,4468.5,4468.0,4468.0,85,41,379811.25
2021-09-12 18:23:00-04:00,4468.0,4468.5,4468.0,4468.25,42,12,187663.5
2021-09-12 18:24:00-04:00,4468.5,4468.75,4468.25,4468.25,39,24,174271.25
2021-09-12 18:25:00-04:00,4468.0,4468.0,4467.0,4467.0,31,18,138496.25
2021-09-12 18:26:00-04:00,4467.0,4467.75,4467.0,4467.75,86,25,384189.0
2021-09-12 18:27:00-04:00,4467.75,4468.0,4467.25,4467.25,53,16,236774.5
2021-09-12 18:28:00-04:00,4467.25,4467.5,4467.0,4467.25,13,8,58074.5
2021-09-12 18:29:00-04:00,4467.25,4467.5,4467.25,4467.5,16,7,71477.25
2021-09-12 18:30:00-04:00,4467.5,4468.5,4467.5,4468.5,84,29,375313.0
2021-09-12 18:31:00-04:00,4468.5,4468.5,4467.5,4467.5,40,17,178719.0
2021-09-12 18:32:00-04:00,4467.75,4467.75,4467.0,4467.0,40,15,178695.0
2021-09-12 18:33:00-04:00,4467.25,4467.75,4467.0,4467.25,37,23,165289.0
2021-09-12 18:34:00-04:00,4467.5,4467.75,4467.5,4467.75,43,19,192112.5
2021-09-12 18:35:00-04:00,4467.75,4468.0,4467.75,4468.0,164,62,732748.75
2021-09-12 18:36:00-04:00,4468.0,4468.0,4467.5,4467.75,54,21,241268.75
2021-09-12 18:37:00-04:00,4467.75,4467.75,4467.75,4467.75,7,3,31274.25
2021-09-12 18:38:00-04:00,4468.0,4468.75,4468.0,4468.5,77,35,344065.5
2021-09-12 18:39:00-04:00,4468.5,4468.75,4468.5,4468.75,92,34,411111.0
2021-09-12 18:40:00-04:00,4468.5,4468.75,4468.5,4468.75,150,31,670279.75
2021-09-12 18:41:00-04:00,4468.75,4469.75,4468.75,4469.75,189,63,844706.75
2021-09-12 18:42:00-04:00,4469.75,4470.5,4469.25,4469.75,226,49,1010238.5
2021-09-12 18:43:00-04:00,4470.0,4470.0,4469.5,4469.75,51,24,227959.5
