,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-04 04:00:00-04:00,1571.0,1571.0,1571.0,1571.0,1,1,1571.0
2021-05-04 06:50:00-04:00,1575.25,1575.25,1575.25,1575.25,1,1,1575.25
2021-05-04 07:40:00-04:00,1575.0,1575.0,1574.0,1574.0,2,2,3149.0
2021-05-04 08:23:00-04:00,1578.5,1578.5,1578.5,1578.5,1,1,1578.5
2021-05-04 08:28:00-04:00,1577.75,1577.75,1577.75,1577.75,2,1,3155.5
2021-05-04 08:29:00-04:00,1577.25,1577.25,1577.0,1577.0,2,2,3154.25
2021-05-04 08:37:00-04:00,1576.75,1576.75,1576.75,1576.75,1,1,1576.75
2021-05-04 09:30:00-04:00,1576.25,1579.5,1576.25,1579.5,55,14,86789.25
2021-05-04 09:36:00-04:00,1587.0,1587.0,1587.0,1587.0,2,1,3174.0
2021-05-04 09:38:00-04:00,1589.75,1589.75,1589.75,1589.75,5,1,7948.75
2021-05-04 09:42:00-04:00,1589.25,1589.25,1589.25,1589.25,37,2,58802.25
2021-05-04 09:54:00-04:00,1590.75,1590.75,1590.75,1590.75,1,1,1590.75
2021-05-04 10:00:00-04:00,1587.25,1587.25,1587.25,1587.25,1,1,1587.25
2021-05-04 10:13:00-04:00,1581.25,1581.25,1581.25,1581.25,11,1,17393.75
2021-05-04 10:20:00-04:00,1577.5,1577.5,1577.5,1577.5,2,1,3155.0
2021-05-04 11:08:00-04:00,1575.0,1575.0,1575.0,1575.0,2,1,3150.0
2021-05-04 11:10:00-04:00,1573.0,1573.0,1573.0,1573.0,1,1,1573.0
2021-05-04 11:29:00-04:00,1577.5,1577.5,1577.25,1577.25,2,2,3154.75
2021-05-04 11:31:00-04:00,1580.0,1580.0,1580.0,1580.0,1,1,1580.0
2021-05-04 11:33:00-04:00,1580.25,1580.25,1580.25,1580.25,1,1,1580.25
2021-05-04 11:35:00-04:00,1580.75,1580.75,1580.75,1580.75,1,1,1580.75
2021-05-04 11:38:00-04:00,1580.0,1580.0,1579.75,1579.75,3,2,4739.75
2021-05-04 11:59:00-04:00,1578.25,1578.25,1578.25,1578.25,1,1,1578.25
2021-05-04 12:00:00-04:00,1577.5,1577.5,1577.5,1577.5,1,1,1577.5
2021-05-04 12:08:00-04:00,1578.0,1578.0,1578.0,1578.0,1,1,1578.0
2021-05-04 12:09:00-04:00,1577.75,1577.75,1577.75,1577.75,4,1,6311.0
2021-05-04 12:27:00-04:00,1577.5,1577.5,1577.5,1577.5,1,1,1577.5
2021-05-04 13:04:00-04:00,1578.25,1578.25,1578.25,1578.25,6,1,9469.5
2021-05-04 13:05:00-04:00,1577.75,1577.75,1577.75,1577.75,3,3,4733.25
2021-05-04 13:07:00-04:00,1577.5,1577.5,1577.5,1577.5,1,1,1577.5
2021-05-04 13:12:00-04:00,1575.5,1575.5,1575.5,1575.5,1,1,1575.5
2021-05-04 13:15:00-04:00,1576.75,1576.75,1576.75,1576.75,1,1,1576.75
