,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-03 20:00:00-04:00,1320.0,1320.0,1320.0,1320.0,2,2,2640.0
2021-05-03 20:01:00-04:00,1320.75,1320.75,1320.75,1320.75,1,1,1320.75
2021-05-03 20:02:00-04:00,1320.25,1321.25,1320.25,1321.0,11,11,14526.75
2021-05-03 20:03:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-05-03 20:09:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-05-03 20:10:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-05-03 20:12:00-04:00,1325.5,1325.5,1325.5,1325.5,1,1,1325.5
2021-05-03 20:15:00-04:00,1327.0,1327.75,1327.0,1327.75,10,8,13274.25
2021-05-03 20:17:00-04:00,1329.0,1329.0,1328.5,1328.5,2,2,2657.5
2021-05-03 20:18:00-04:00,1329.0,1330.0,1329.0,1329.25,16,7,21276.25
2021-05-03 20:19:00-04:00,1329.25,1329.25,1329.0,1329.0,3,3,3987.5
2021-05-03 20:20:00-04:00,1330.0,1330.0,1329.75,1329.75,23,5,30589.75
2021-05-03 20:21:00-04:00,1329.5,1329.5,1329.5,1329.5,1,1,1329.5
2021-05-03 20:22:00-04:00,1329.25,1329.25,1329.25,1329.25,1,1,1329.25
2021-05-03 20:23:00-04:00,1329.5,1329.5,1327.75,1327.75,2,2,2657.25
2021-05-03 20:25:00-04:00,1328.75,1328.75,1328.75,1328.75,2,1,2657.5
2021-05-03 20:34:00-04:00,1329.5,1329.5,1329.5,1329.5,1,1,1329.5
2021-05-03 20:35:00-04:00,1328.75,1328.75,1328.75,1328.75,1,1,1328.75
2021-05-03 20:48:00-04:00,1327.0,1327.0,1327.0,1327.0,1,1,1327.0
2021-05-03 20:58:00-04:00,1327.5,1327.5,1327.5,1327.5,1,1,1327.5
