,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-27 20:32:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-05-28 05:09:00-04:00,82.705,82.705,82.705,82.705,1,1,82.705
2021-05-28 11:22:00-04:00,82.735,82.735,82.735,82.735,1,1,82.735
2021-05-28 15:25:00-04:00,82.775,82.775,82.775,82.775,1,1,82.775
