,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-01 09:40:00-04:00,80.81,80.81,80.81,80.81,3,1,242.43
2021-07-01 10:00:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-07-01 13:33:00-04:00,80.43,80.43,80.43,80.43,2,2,160.86
2021-07-01 13:36:00-04:00,80.44,80.44,80.44,80.44,1,1,80.44
2021-07-01 13:51:00-04:00,80.45,80.45,80.45,80.45,1,1,80.45
2021-07-01 14:13:00-04:00,80.41,80.41,80.41,80.41,1,1,80.41
2021-07-01 15:14:00-04:00,80.39,80.39,80.39,80.39,1,1,80.39
