,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-30 20:12:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-07-01 03:19:00-04:00,80.675,80.675,80.675,80.675,1,1,80.675
2021-07-01 03:56:00-04:00,80.625,80.625,80.625,80.625,1,1,80.625
2021-07-01 04:06:00-04:00,80.615,80.615,80.615,80.615,1,1,80.615
2021-07-01 04:23:00-04:00,80.605,80.605,80.605,80.605,1,1,80.605
2021-07-01 04:26:00-04:00,80.59,80.59,80.59,80.59,1,1,80.59
2021-07-01 04:29:00-04:00,80.58,80.58,80.58,80.58,1,1,80.58
2021-07-01 07:00:00-04:00,80.66,80.665,80.66,80.665,2,2,161.325
2021-07-01 07:01:00-04:00,80.67,80.675,80.67,80.675,2,2,161.345
2021-07-01 07:08:00-04:00,80.68,80.68,80.68,80.68,1,1,80.68
2021-07-01 07:55:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-07-01 08:09:00-04:00,80.81,80.81,80.81,80.81,1,1,80.81
2021-07-01 08:35:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-07-01 08:45:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-07-01 09:46:00-04:00,80.8,80.8,80.8,80.8,1,1,80.8
2021-07-01 10:01:00-04:00,80.825,80.825,80.825,80.825,1,1,80.825
2021-07-01 10:03:00-04:00,80.79,80.79,80.79,80.79,1,1,80.79
2021-07-01 10:08:00-04:00,80.77,80.77,80.77,80.77,2,1,161.54
2021-07-01 10:10:00-04:00,80.78,80.785,80.78,80.785,20,2,1615.63
2021-07-01 11:02:00-04:00,80.685,80.685,80.685,80.685,1,1,80.685
2021-07-01 11:03:00-04:00,80.665,80.665,80.665,80.665,1,1,80.665
2021-07-01 11:11:00-04:00,80.59,80.59,80.59,80.59,1,1,80.59
2021-07-01 11:13:00-04:00,80.565,80.565,80.565,80.565,1,1,80.565
2021-07-01 11:22:00-04:00,80.505,80.505,80.505,80.505,1,1,80.505
2021-07-01 12:24:00-04:00,80.505,80.505,80.505,80.505,1,1,80.505
2021-07-01 13:06:00-04:00,80.48,80.48,80.48,80.48,1,1,80.48
2021-07-01 13:59:00-04:00,80.42,80.42,80.42,80.42,1,1,80.42
2021-07-01 14:59:00-04:00,80.345,80.345,80.345,80.345,2,1,160.69
2021-07-01 15:33:00-04:00,80.375,80.375,80.375,80.375,1,1,80.375
