,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index
,open,high,low,close,volume,num_trds,value
2021-06-10 18:00:00-04:00,4239.5,4239.5,4238.75,4239.25,308,89,1305721.0
2021-06-10 18:01:00-04:00,4239.0,4239.5,4239.0,4239.25,89,36,377293.5
2021-06-10 18:02:00-04:00,4239.25,4239.25,4239.0,4239.25,119,40,504463.75
2021-06-10 18:03:00-04:00,4239.0,4239.0,4238.5,4238.75,124,43,525616.0
2021-06-10 18:04:00-04:00,4239.0,4239.25,4239.0,4239.0,38,16,161083.5
2021-06-10 18:05:00-04:00,4239.0,4239.75,4239.0,4239.75,158,36,669835.75
2021-06-10 18:06:00-04:00,4239.5,4239.75,4239.5,4239.5,22,13,93270.5
2021-06-10 18:07:00-04:00,4239.5,4239.75,4239.5,4239.5,28,25,118706.75
2021-06-10 18:08:00-04:00,4239.5,4239.5,4239.25,4239.25,43,23,182290.75
2021-06-10 18:09:00-04:00,4239.25,4239.75,4239.25,4239.75,85,28,360359.5
2021-06-10 18:10:00-04:00,4239.75,4239.75,4239.5,4239.5,50,6,211984.5
2021-06-10 18:11:00-04:00,4239.75,4239.75,4239.5,4239.5,6,5,25437.25
2021-06-10 18:12:00-04:00,4239.75,4239.75,4239.0,4239.0,125,41,529907.75
2021-06-10 18:13:00-04:00,4239.0,4239.25,4239.0,4239.0,6,6,25434.25
2021-06-10 18:14:00-04:00,4239.0,4239.0,4238.5,4239.0,43,24,182270.25
2021-06-10 18:15:00-04:00,4238.75,4238.75,4238.5,4238.5,35,30,148355.75
2021-06-10 18:16:00-04:00,4238.75,4238.75,4238.5,4238.75,21,8,89012.5
2021-06-10 18:17:00-04:00,4238.75,4238.75,4238.5,4238.75,62,33,262787.5
2021-06-10 18:18:00-04:00,4238.5,4238.75,4238.25,4238.5,71,24,300927.5
2021-06-10 18:19:00-04:00,4238.25,4238.5,4238.25,4238.25,50,5,211912.75
2021-06-10 18:20:00-04:00,4238.25,4238.25,4238.0,4238.25,31,12,131385.0
2021-06-10 18:21:00-04:00,4238.25,4238.25,4238.0,4238.0,3,2,12714.25
2021-06-10 18:22:00-04:00,4238.0,4238.25,4238.0,4238.25,21,8,89001.0
2021-06-10 18:23:00-04:00,4238.25,4239.0,4238.25,4239.0,77,20,326357.0
2021-06-10 18:24:00-04:00,4239.0,4239.25,4238.75,4239.25,29,24,122934.0
2021-06-10 18:25:00-04:00,4239.25,4239.25,4238.75,4239.0,77,26,326409.75
2021-06-10 18:26:00-04:00,4239.0,4239.0,4238.75,4239.0,14,10,59344.75
2021-06-10 18:27:00-04:00,4239.0,4239.0,4238.75,4238.75,33,13,139880.0
2021-06-10 18:28:00-04:00,4238.75,4238.75,4238.5,4238.5,28,13,118681.25
2021-06-10 18:29:00-04:00,4238.5,4239.0,4238.25,4239.0,84,29,356050.25
2021-06-10 18:30:00-04:00,4238.75,4238.75,4238.5,4238.75,21,13,89012.5
2021-06-10 18:31:00-04:00,4238.5,4238.5,4238.5,4238.5,14,5,59339.0
2021-06-10 18:32:00-04:00,4238.5,4238.75,4238.25,4238.25,11,11,46624.5
2021-06-10 18:33:00-04:00,4238.25,4238.5,4238.25,4238.5,14,9,59337.5
2021-06-10 18:35:00-04:00,4238.5,4238.5,4238.5,4238.5,4,4,16954.0
2021-06-10 18:36:00-04:00,4238.5,4238.75,4238.25,4238.75,10,7,42385.75
2021-06-10 18:37:00-04:00,4238.75,4238.75,4238.25,4238.5,28,12,118677.75
2021-06-10 18:38:00-04:00,4238.5,4238.75,4238.5,4238.75,14,9,59342.0
2021-06-10 18:39:00-04:00,4238.75,4238.75,4238.75,4238.75,6,4,25432.5
2021-06-10 18:40:00-04:00,4238.5,4238.5,4238.5,4238.5,2,1,8477.0
2021-06-10 18:41:00-04:00,4238.25,4238.25,4238.0,4238.25,20,10,84763.5
2021-06-10 18:42:00-04:00,4238.25,4238.25,4238.0,4238.25,33,19,139858.5
2021-06-10 18:43:00-04:00,4238.25,4238.25,4238.25,4238.25,8,4,33906.0
2021-06-10 18:44:00-04:00,4238.25,4238.25,4238.0,4238.0,4,4,16952.5
2021-06-10 18:45:00-04:00,4238.0,4238.0,4237.75,4237.75,14,12,59330.0
2021-06-10 18:46:00-04:00,4237.75,4238.0,4237.75,4238.0,8,3,33902.5
2021-06-10 18:47:00-04:00,4238.0,4238.25,4238.0,4238.25,22,14,93237.5
2021-06-10 18:48:00-04:00,4238.5,4238.5,4238.5,4238.5,13,8,55100.5
2021-06-10 18:49:00-04:00,4238.5,4238.5,4238.5,4238.5,14,10,59339.0
2021-06-10 18:50:00-04:00,4238.5,4238.5,4238.5,4238.5,8,3,33908.0
2021-06-10 18:51:00-04:00,4238.5,4238.5,4238.5,4238.5,5,4,21192.5
2021-06-10 18:52:00-04:00,4238.5,4238.5,4238.5,4238.5,11,4,46623.5
2021-06-10 18:53:00-04:00,4238.5,4238.5,4238.25,4238.5,5,3,21191.75
2021-06-10 18:54:00-04:00,4238.5,4238.75,4238.5,4238.75,20,7,84771.75
2021-06-10 18:55:00-04:00,4238.75,4238.75,4238.75,4238.75,3,2,12716.25
