,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-03 18:29:00-04:00,79.26,79.26,79.26,79.26,3,1,237.78
2021-10-03 22:10:00-04:00,79.06,79.06,79.06,79.06,3,1,237.18
2021-10-03 22:40:00-04:00,79.155,79.155,79.155,79.155,1,1,79.155
2021-10-04 05:21:00-04:00,79.325,79.325,79.325,79.325,1,1,79.325
2021-10-04 08:10:00-04:00,79.36,79.36,79.36,79.36,2,1,158.72
2021-10-04 09:54:00-04:00,79.505,79.505,79.505,79.505,1,1,79.505
2021-10-04 10:02:00-04:00,79.55,79.55,79.55,79.55,1,1,79.55
2021-10-04 10:36:00-04:00,79.515,79.515,79.515,79.515,1,1,79.515
2021-10-04 10:44:00-04:00,79.515,79.515,79.515,79.515,50,16,3975.75
2021-10-04 10:45:00-04:00,79.515,79.515,79.51,79.51,100,37,7951.028
2021-10-04 10:46:00-04:00,79.52,79.52,79.52,79.52,100,20,7951.999
2021-10-04 12:21:00-04:00,79.525,79.525,79.525,79.525,1,1,79.525
2021-10-04 13:30:00-04:00,79.495,79.495,79.495,79.495,2,1,158.99
