,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-03 18:00:00-04:00,79.095,79.12,79.09,79.12,70,30,5537.36
2021-10-03 18:01:00-04:00,79.125,79.135,79.125,79.135,7,4,553.915
2021-10-03 18:02:00-04:00,79.135,79.135,79.13,79.13,11,5,870.48
2021-10-03 18:03:00-04:00,79.14,79.145,79.13,79.145,51,16,4036.06
2021-10-03 18:04:00-04:00,79.145,79.15,79.145,79.15,16,7,1266.375
2021-10-03 18:05:00-04:00,79.15,79.165,79.15,79.165,79,15,6253.305
2021-10-03 18:06:00-04:00,79.165,79.17,79.165,79.165,35,10,2770.88
2021-10-03 18:07:00-04:00,79.17,79.17,79.17,79.17,6,2,475.02
2021-10-03 18:08:00-04:00,79.175,79.185,79.17,79.18,45,12,3562.98
2021-10-03 18:09:00-04:00,79.17,79.175,79.17,79.17,6,6,475.025
2021-10-03 18:10:00-04:00,79.17,79.17,79.17,79.17,3,2,237.51
2021-10-03 18:11:00-04:00,79.175,79.19,79.175,79.19,140,17,11084.91
2021-10-03 18:12:00-04:00,79.195,79.205,79.19,79.2,274,33,21700.371
2021-10-03 18:13:00-04:00,79.2,79.21,79.2,79.2,38,15,3009.695
2021-10-03 18:14:00-04:00,79.2,79.2,79.195,79.2,13,8,1029.565
2021-10-03 18:15:00-04:00,79.195,79.2,79.195,79.2,42,16,3326.29
2021-10-03 18:16:00-04:00,79.195,79.2,79.195,79.2,11,3,871.17
2021-10-03 18:18:00-04:00,79.2,79.2,79.2,79.2,7,4,554.4
2021-10-03 18:19:00-04:00,79.2,79.21,79.2,79.21,14,4,1108.875
2021-10-03 18:20:00-04:00,79.215,79.22,79.215,79.215,55,18,4357.035
2021-10-03 18:21:00-04:00,79.215,79.23,79.215,79.23,76,13,6020.82
2021-10-03 18:22:00-04:00,79.23,79.23,79.23,79.23,9,3,713.07
2021-10-03 18:23:00-04:00,79.235,79.245,79.23,79.23,39,15,3090.16
2021-10-03 18:24:00-04:00,79.23,79.25,79.23,79.245,38,14,3011.105
2021-10-03 18:25:00-04:00,79.245,79.26,79.245,79.26,22,8,1743.52
2021-10-03 18:26:00-04:00,79.255,79.26,79.245,79.255,59,15,4675.76
2021-10-03 18:27:00-04:00,79.26,79.265,79.255,79.265,67,21,5310.41
2021-10-03 18:28:00-04:00,79.265,79.27,79.26,79.26,17,7,1347.515
2021-10-03 18:29:00-04:00,79.26,79.27,79.24,79.245,70,23,5547.875
2021-10-03 18:30:00-04:00,79.245,79.255,79.245,79.255,15,7,1188.74
2021-10-03 18:31:00-04:00,79.26,79.27,79.26,79.265,56,9,4438.805
2021-10-03 18:32:00-04:00,79.26,79.275,79.26,79.265,22,7,1743.865
2021-10-03 18:33:00-04:00,79.26,79.265,79.25,79.25,36,10,2853.37
2021-10-03 18:34:00-04:00,79.25,79.25,79.24,79.24,32,6,2535.76
2021-10-03 18:35:00-04:00,79.245,79.25,79.245,79.25,4,2,316.995
2021-10-03 18:36:00-04:00,79.255,79.255,79.25,79.25,4,3,317.015
2021-10-03 18:38:00-04:00,79.24,79.245,79.24,79.245,7,3,554.695
2021-10-03 18:40:00-04:00,79.24,79.245,79.24,79.24,4,3,316.965
2021-10-03 18:41:00-04:00,79.235,79.235,79.225,79.23,51,11,4040.77
2021-10-03 18:42:00-04:00,79.23,79.235,79.23,79.235,10,2,792.34
2021-10-03 18:43:00-04:00,79.23,79.23,79.225,79.225,11,3,871.5
2021-10-03 18:44:00-04:00,79.23,79.23,79.23,79.23,5,1,396.15
2021-10-03 18:45:00-04:00,79.23,79.23,79.225,79.23,30,10,2376.855
2021-10-03 18:47:00-04:00,79.225,79.225,79.225,79.225,3,1,237.675
2021-10-03 18:48:00-04:00,79.225,79.225,79.225,79.225,1,1,79.225
2021-10-03 18:49:00-04:00,79.225,79.225,79.225,79.225,25,3,1980.625
2021-10-03 18:50:00-04:00,79.225,79.225,79.215,79.215,15,4,1188.305
2021-10-03 18:51:00-04:00,79.22,79.22,79.215,79.215,6,4,475.305
2021-10-03 18:52:00-04:00,79.225,79.23,79.225,79.23,6,2,475.36
2021-10-03 18:53:00-04:00,79.23,79.24,79.23,79.24,31,8,2456.17
2021-10-03 18:55:00-04:00,79.24,79.24,79.235,79.235,5,4,396.185
2021-10-03 18:56:00-04:00,79.235,79.235,79.235,79.235,2,2,158.47
2021-10-03 18:57:00-04:00,79.23,79.23,79.22,79.22,8,7,633.815
2021-10-03 18:58:00-04:00,79.22,79.22,79.22,79.22,16,4,1267.52
2021-10-03 18:59:00-04:00,79.225,79.225,79.225,79.225,11,3,871.475
2021-10-03 19:00:00-04:00,79.225,79.23,79.22,79.22,37,12,2931.285
2021-10-03 19:01:00-04:00,79.22,79.22,79.21,79.215,16,8,1267.44
2021-10-03 19:02:00-04:00,79.215,79.225,79.215,79.215,15,9,1188.245
2021-10-03 19:03:00-04:00,79.21,79.21,79.205,79.21,13,5,1029.725
2021-10-03 19:05:00-04:00,79.21,79.21,79.2,79.21,26,7,2059.355
2021-10-03 19:06:00-04:00,79.205,79.21,79.205,79.21,13,2,1029.72
2021-10-03 19:07:00-04:00,79.22,79.22,79.22,79.22,2,2,158.44
2021-10-03 19:08:00-04:00,79.215,79.215,79.215,79.215,15,5,1188.225
2021-10-03 19:09:00-04:00,79.22,79.225,79.22,79.225,12,7,950.67
