,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-09-16 18:00:00-04:00,4459.25,4461.5,4459.25,4461.0,367,170,1636978.25
2021-09-16 18:01:00-04:00,4461.25,4461.5,4460.5,4460.5,169,60,753918.5
2021-09-16 18:02:00-04:00,4460.5,4460.75,4460.25,4460.25,145,54,646770.5
2021-09-16 18:03:00-04:00,4460.25,4460.75,4460.0,4460.25,163,44,727042.25
2021-09-16 18:04:00-04:00,4460.25,4460.25,4459.75,4460.0,55,21,245294.5
2021-09-16 18:05:00-04:00,4460.0,4460.0,4459.25,4459.5,164,38,731356.25
2021-09-16 18:06:00-04:00,4459.5,4459.75,4459.5,4459.75,80,18,356769.25
2021-09-16 18:07:00-04:00,4460.0,4460.25,4459.5,4459.75,108,31,481680.25
2021-09-16 18:08:00-04:00,4459.75,4460.0,4459.5,4459.5,63,19,280964.0
2021-09-16 18:09:00-04:00,4459.5,4460.0,4459.5,4459.75,136,43,606518.5
2021-09-16 18:10:00-04:00,4460.0,4460.25,4459.75,4459.75,119,32,530744.75
2021-09-16 18:11:00-04:00,4460.0,4460.25,4460.0,4460.25,45,16,200705.25
2021-09-16 18:12:00-04:00,4460.25,4460.25,4459.75,4459.75,74,20,330034.25
2021-09-16 18:13:00-04:00,4459.75,4460.25,4459.75,4460.0,52,21,231912.0
2021-09-16 18:14:00-04:00,4460.0,4460.0,4459.75,4459.75,19,11,84737.75
2021-09-16 18:15:00-04:00,4459.75,4460.0,4459.75,4460.0,6,4,26759.5
2021-09-16 18:16:00-04:00,4460.0,4460.0,4459.75,4460.0,53,29,236374.25
2021-09-16 18:17:00-04:00,4460.0,4460.25,4459.75,4460.0,33,14,147186.0
2021-09-16 18:18:00-04:00,4460.0,4460.0,4460.0,4460.0,3,2,13380.0
2021-09-16 18:19:00-04:00,4460.25,4460.5,4460.0,4460.25,41,16,182874.0
2021-09-16 18:20:00-04:00,4460.5,4461.0,4460.25,4460.25,148,38,660180.75
2021-09-16 18:21:00-04:00,4460.5,4460.75,4460.5,4460.75,21,10,93671.5
2021-09-16 18:22:00-04:00,4460.75,4461.0,4460.75,4460.75,46,15,205204.5
2021-09-16 18:23:00-04:00,4461.0,4461.0,4460.5,4460.5,40,20,178429.5
2021-09-16 18:24:00-04:00,4460.75,4461.0,4460.5,4461.0,69,25,307790.5
2021-09-16 18:25:00-04:00,4461.0,4461.0,4460.75,4461.0,61,14,272119.75
2021-09-16 18:26:00-04:00,4460.75,4461.0,4460.5,4460.5,23,8,102598.5
2021-09-16 18:27:00-04:00,4460.75,4461.25,4460.75,4461.0,67,23,298887.5
2021-09-16 18:28:00-04:00,4461.0,4461.25,4461.0,4461.25,22,5,98146.5
2021-09-16 18:29:00-04:00,4461.25,4461.5,4461.25,4461.5,129,26,575503.5
2021-09-16 18:30:00-04:00,4461.5,4461.5,4461.25,4461.5,50,23,223073.25
2021-09-16 18:31:00-04:00,4461.5,4461.75,4461.25,4461.5,128,40,571072.75
2021-09-16 18:32:00-04:00,4461.25,4461.5,4461.0,4461.0,94,39,419352.25
2021-09-16 18:33:00-04:00,4461.0,4461.25,4460.75,4461.25,62,17,276576.0
2021-09-16 18:34:00-04:00,4461.25,4461.75,4461.25,4461.5,88,18,392608.5
2021-09-16 18:35:00-04:00,4461.25,4461.5,4461.25,4461.5,41,15,182918.0
2021-09-16 18:36:00-04:00,4461.25,4461.25,4461.25,4461.25,78,24,347977.5
2021-09-16 18:37:00-04:00,4461.25,4461.5,4461.25,4461.5,33,13,147228.75
2021-09-16 18:38:00-04:00,4461.25,4461.5,4461.25,4461.5,5,2,22306.75
2021-09-16 18:39:00-04:00,4461.25,4461.75,4461.25,4461.75,41,20,182927.0
2021-09-16 18:40:00-04:00,4461.75,4461.75,4461.5,4461.5,32,17,142768.75
2021-09-16 18:41:00-04:00,4461.25,4461.5,4461.0,4461.0,77,40,343505.75
2021-09-16 18:42:00-04:00,4461.0,4461.5,4461.0,4461.5,31,14,138298.5
2021-09-16 18:43:00-04:00,4461.25,4461.5,4461.25,4461.5,71,38,316760.0
2021-09-16 18:44:00-04:00,4461.25,4462.0,4461.25,4461.75,97,25,432790.75
2021-09-16 18:45:00-04:00,4461.5,4461.75,4461.25,4461.25,30,8,133845.5
2021-09-16 18:46:00-04:00,4461.5,4461.5,4461.25,4461.25,8,4,35690.5
2021-09-16 18:47:00-04:00,4461.25,4461.25,4461.25,4461.25,6,4,26767.5
2021-09-16 18:48:00-04:00,4461.25,4461.25,4461.0,4461.25,17,7,75840.75
2021-09-16 18:49:00-04:00,4461.25,4461.25,4461.0,4461.0,78,29,347961.25
2021-09-16 18:50:00-04:00,4461.0,4461.25,4461.0,4461.25,75,13,334576.0
2021-09-16 18:51:00-04:00,4461.0,4461.5,4461.0,4461.25,62,13,276598.0
2021-09-16 18:52:00-04:00,4461.25,4461.25,4461.0,4461.25,25,14,111529.25
2021-09-16 18:53:00-04:00,4461.0,4461.0,4461.0,4461.0,4,4,17844.0
2021-09-16 18:54:00-04:00,4461.0,4461.0,4461.0,4461.0,4,3,17844.0
2021-09-16 18:55:00-04:00,4461.0,4461.0,4461.0,4461.0,11,2,49071.0
2021-09-16 18:56:00-04:00,4460.75,4460.75,4460.75,4460.75,34,12,151665.5
2021-09-16 18:57:00-04:00,4460.75,4460.75,4460.5,4460.5,17,8,75831.5
2021-09-16 18:58:00-04:00,4460.5,4460.75,4460.5,4460.75,14,7,62448.5
2021-09-16 18:59:00-04:00,4460.75,4460.75,4460.5,4460.5,30,15,133816.25
2021-09-16 19:00:00-04:00,4460.75,4461.0,4460.75,4461.0,56,19,249807.75
2021-09-16 19:01:00-04:00,4461.0,4461.25,4461.0,4461.25,10,8,44610.75
2021-09-16 19:02:00-04:00,4461.0,4461.25,4460.75,4460.75,63,21,281033.25
2021-09-16 19:03:00-04:00,4460.75,4461.0,4460.75,4461.0,23,5,102600.25
2021-09-16 19:04:00-04:00,4461.0,4461.0,4461.0,4461.0,18,7,80298.0
2021-09-16 19:05:00-04:00,4461.25,4461.25,4461.0,4461.0,42,16,187366.5
2021-09-16 19:06:00-04:00,4461.0,4461.0,4460.75,4460.75,74,24,330108.5
2021-09-16 19:07:00-04:00,4460.75,4461.0,4460.75,4461.0,32,14,142751.5
2021-09-16 19:08:00-04:00,4461.0,4461.0,4460.75,4460.75,28,12,124906.75
2021-09-16 19:09:00-04:00,4460.75,4460.75,4460.5,4460.75,73,29,325633.25
2021-09-16 19:10:00-04:00,4460.75,4461.0,4460.5,4460.75,34,21,151664.25
2021-09-16 19:11:00-04:00,4460.75,4461.0,4460.75,4461.0,14,7,62451.25
2021-09-16 19:12:00-04:00,4460.75,4461.0,4460.75,4460.75,75,30,334564.25
2021-09-16 19:13:00-04:00,4460.75,4461.0,4460.75,4460.75,89,27,397020.5
