,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-08-30 20:06:00-04:00,4509.5,4509.5,4509.5,4509.5,1,1,4509.5
2021-08-30 23:11:00-04:00,4510.75,4510.75,4510.75,4510.75,1,1,4510.75
2021-08-31 00:43:00-04:00,4515.0,4515.5,4515.0,4515.5,2,2,9030.5
2021-08-31 00:59:00-04:00,4520.0,4520.0,4520.0,4520.0,1,1,4520.0
2021-08-31 04:14:00-04:00,4520.5,4520.5,4520.5,4520.5,2,2,9041.0
2021-08-31 05:02:00-04:00,4518.75,4518.75,4518.75,4518.75,1,1,4518.75
2021-08-31 05:07:00-04:00,4518.75,4519.0,4518.75,4519.0,5,2,22594.75
2021-08-31 05:18:00-04:00,4519.0,4519.0,4519.0,4519.0,3,1,13557.0
2021-08-31 08:24:00-04:00,4502.0,4502.0,4501.25,4501.25,2,2,9003.25
2021-08-31 08:27:00-04:00,4501.5,4501.5,4501.5,4501.5,1,1,4501.5
2021-08-31 09:34:00-04:00,4502.0,4502.0,4502.0,4502.0,1,1,4502.0
2021-08-31 09:41:00-04:00,4501.0,4501.0,4501.0,4501.0,2,1,9002.0
2021-08-31 10:13:00-04:00,4505.0,4505.0,4505.0,4505.0,1,1,4505.0
2021-08-31 10:14:00-04:00,4505.25,4505.25,4505.25,4505.25,4,1,18021.0
2021-08-31 10:25:00-04:00,4501.0,4501.0,4501.0,4501.0,1,1,4501.0
2021-08-31 10:38:00-04:00,4502.0,4502.0,4502.0,4502.0,1,1,4502.0
2021-08-31 10:47:00-04:00,4507.25,4507.25,4507.25,4507.25,1,1,4507.25
2021-08-31 11:01:00-04:00,4507.0,4507.0,4507.0,4507.0,1,1,4507.0
2021-08-31 11:05:00-04:00,4504.5,4504.5,4504.5,4504.5,1,1,4504.5
2021-08-31 11:20:00-04:00,4510.0,4510.0,4510.0,4510.0,1,1,4510.0
2021-08-31 13:22:00-04:00,4503.75,4503.75,4503.75,4503.75,10,1,45037.5
2021-08-31 13:38:00-04:00,4501.25,4501.25,4501.25,4501.25,1,1,4501.25
2021-08-31 13:54:00-04:00,4504.25,4504.25,4504.25,4504.25,4,1,18017.0
2021-08-31 14:07:00-04:00,4503.0,4503.0,4503.0,4503.0,1,1,4503.0
2021-08-31 14:15:00-04:00,4504.0,4504.0,4504.0,4504.0,1,1,4504.0
2021-08-31 14:45:00-04:00,4502.0,4502.0,4502.0,4502.0,1,1,4502.0
2021-08-31 14:46:00-04:00,4501.75,4501.75,4501.75,4501.75,1,1,4501.75
2021-08-31 14:48:00-04:00,4500.0,4500.5,4500.0,4500.5,3,2,13500.5
2021-08-31 15:23:00-04:00,4499.0,4499.0,4499.0,4499.0,1,1,4499.0
2021-08-31 15:24:00-04:00,4500.5,4500.5,4500.5,4500.5,1,1,4500.5
2021-08-31 15:52:00-04:00,4503.25,4503.25,4503.25,4503.25,1,1,4503.25
2021-08-31 15:58:00-04:00,4506.0,4506.0,4506.0,4506.0,1,1,4506.0
2021-08-31 15:59:00-04:00,4505.25,4505.25,4505.25,4505.25,1,1,4505.25
