,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-14 21:12:00-04:00,78.775,78.775,78.775,78.775,1,1,78.775
2021-09-14 21:30:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-15 00:19:00-04:00,78.85,78.85,78.85,78.85,1,1,78.85
2021-09-15 00:25:00-04:00,78.85,78.85,78.85,78.85,1,1,78.85
2021-09-15 00:33:00-04:00,78.825,78.825,78.825,78.825,1,1,78.825
2021-09-15 01:44:00-04:00,78.815,78.815,78.815,78.815,1,1,78.815
2021-09-15 07:06:00-04:00,78.875,78.875,78.875,78.875,1,1,78.875
2021-09-15 07:13:00-04:00,78.85,78.85,78.85,78.85,2,1,157.7
2021-09-15 07:57:00-04:00,78.81,78.81,78.81,78.81,1,1,78.81
2021-09-15 09:45:00-04:00,78.91,78.91,78.91,78.91,1,1,78.91
2021-09-15 10:03:00-04:00,79.115,79.115,79.115,79.115,3,1,237.345
2021-09-15 10:04:00-04:00,79.11,79.12,79.11,79.12,2,2,158.23
2021-09-15 10:12:00-04:00,79.03,79.03,79.03,79.03,1,1,79.03
2021-09-15 10:27:00-04:00,79.055,79.055,79.055,79.055,2,1,158.11
2021-09-15 10:41:00-04:00,79.12,79.12,79.12,79.12,1,1,79.12
2021-09-15 11:58:00-04:00,78.98,78.98,78.98,78.98,1,1,78.98
2021-09-15 13:57:00-04:00,79.125,79.125,79.125,79.125,3,1,237.375
2021-09-15 14:44:00-04:00,79.125,79.125,79.125,79.125,1,1,79.125
2021-09-15 15:15:00-04:00,79.115,79.115,79.115,79.115,1,1,79.115
