,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-14 18:00:00-04:00,78.79,78.79,78.78,78.785,11,8,866.655
2021-09-14 18:01:00-04:00,78.785,78.79,78.775,78.78,34,7,2678.475
2021-09-14 18:02:00-04:00,78.785,78.79,78.78,78.78,86,18,6775.295
2021-09-14 18:03:00-04:00,78.775,78.78,78.775,78.78,87,17,6853.545
2021-09-14 18:04:00-04:00,78.775,78.775,78.76,78.76,127,10,10003.555
2021-09-14 18:05:00-04:00,78.765,78.765,78.76,78.76,27,8,2126.65
2021-09-14 18:06:00-04:00,78.77,78.775,78.765,78.77,279,37,21976.006
2021-09-14 18:07:00-04:00,78.765,78.765,78.765,78.765,1,1,78.765
2021-09-14 18:08:00-04:00,78.77,78.775,78.77,78.775,35,3,2757.005
2021-09-14 18:09:00-04:00,78.78,78.78,78.78,78.78,3,1,236.34
2021-09-14 18:10:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 18:12:00-04:00,78.785,78.785,78.785,78.785,21,3,1654.485
2021-09-14 18:13:00-04:00,78.78,78.785,78.78,78.785,2,2,157.565
2021-09-14 18:14:00-04:00,78.785,78.785,78.78,78.78,5,3,393.915
2021-09-14 18:15:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 18:17:00-04:00,78.785,78.785,78.785,78.785,9,2,709.065
2021-09-14 18:18:00-04:00,78.785,78.785,78.78,78.78,5,2,393.915
2021-09-14 18:20:00-04:00,78.785,78.785,78.785,78.785,1,1,78.785
2021-09-14 18:31:00-04:00,78.775,78.775,78.77,78.77,3,2,236.315
2021-09-14 18:32:00-04:00,78.77,78.775,78.765,78.765,11,8,866.45
2021-09-14 18:34:00-04:00,78.77,78.77,78.77,78.77,4,1,315.08
2021-09-14 18:38:00-04:00,78.775,78.775,78.77,78.77,33,7,2599.545
2021-09-14 18:39:00-04:00,78.765,78.765,78.765,78.765,1,1,78.765
2021-09-14 18:43:00-04:00,78.77,78.77,78.77,78.77,7,1,551.39
2021-09-14 18:44:00-04:00,78.765,78.77,78.765,78.765,12,3,945.22
2021-09-14 18:45:00-04:00,78.765,78.765,78.765,78.765,2,1,157.53
2021-09-14 18:46:00-04:00,78.77,78.77,78.77,78.77,1,1,78.77
2021-09-14 18:47:00-04:00,78.77,78.77,78.76,78.76,8,4,630.11
2021-09-14 18:52:00-04:00,78.765,78.765,78.765,78.765,1,1,78.765
2021-09-14 18:53:00-04:00,78.765,78.77,78.76,78.77,28,5,2205.4
2021-09-14 18:55:00-04:00,78.775,78.775,78.775,78.775,4,2,315.1
2021-09-14 18:56:00-04:00,78.775,78.775,78.77,78.77,12,3,945.285
2021-09-14 18:57:00-04:00,78.77,78.77,78.77,78.77,3,1,236.31
2021-09-14 18:58:00-04:00,78.765,78.77,78.765,78.765,33,4,2599.335
2021-09-14 18:59:00-04:00,78.77,78.77,78.76,78.76,5,2,393.83
2021-09-14 19:00:00-04:00,78.765,78.77,78.76,78.765,6,5,472.58
2021-09-14 19:02:00-04:00,78.76,78.76,78.755,78.755,7,5,551.295
2021-09-14 19:03:00-04:00,78.76,78.76,78.76,78.76,3,1,236.28
2021-09-14 19:05:00-04:00,78.765,78.765,78.765,78.765,2,1,157.53
2021-09-14 19:06:00-04:00,78.765,78.77,78.765,78.77,5,2,393.83
2021-09-14 19:08:00-04:00,78.765,78.765,78.765,78.765,1,1,78.765
2021-09-14 19:09:00-04:00,78.765,78.775,78.76,78.77,74,14,5828.59
2021-09-14 19:10:00-04:00,78.765,78.77,78.765,78.77,3,2,236.3
2021-09-14 19:12:00-04:00,78.765,78.77,78.765,78.77,3,2,236.3
2021-09-14 19:13:00-04:00,78.77,78.77,78.77,78.77,4,1,315.08
2021-09-14 19:14:00-04:00,78.775,78.775,78.77,78.77,7,2,551.415
2021-09-14 19:15:00-04:00,78.77,78.77,78.77,78.77,4,3,315.08
2021-09-14 19:18:00-04:00,78.765,78.765,78.755,78.755,10,4,787.63
2021-09-14 19:19:00-04:00,78.755,78.755,78.755,78.755,1,1,78.755
2021-09-14 19:20:00-04:00,78.75,78.75,78.75,78.75,12,3,945.0
2021-09-14 19:21:00-04:00,78.755,78.755,78.755,78.755,3,1,236.265
2021-09-14 19:22:00-04:00,78.76,78.76,78.76,78.76,2,1,157.52
2021-09-14 19:23:00-04:00,78.765,78.765,78.765,78.765,1,1,78.765
2021-09-14 19:24:00-04:00,78.765,78.77,78.76,78.77,7,4,551.35
2021-09-14 19:28:00-04:00,78.77,78.77,78.77,78.77,46,4,3623.42
2021-09-14 19:29:00-04:00,78.77,78.77,78.77,78.77,14,3,1102.78
2021-09-14 19:30:00-04:00,78.765,78.765,78.765,78.765,2,1,157.53
2021-09-14 19:32:00-04:00,78.76,78.76,78.76,78.76,1,1,78.76
2021-09-14 19:34:00-04:00,78.77,78.77,78.77,78.77,1,1,78.77
2021-09-14 19:35:00-04:00,78.775,78.775,78.77,78.77,7,2,551.415
2021-09-14 19:38:00-04:00,78.775,78.775,78.775,78.775,2,1,157.55
2021-09-14 19:39:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 19:44:00-04:00,78.775,78.775,78.77,78.775,40,7,3150.97
2021-09-14 19:46:00-04:00,78.775,78.775,78.775,78.775,5,1,393.875
2021-09-14 19:47:00-04:00,78.78,78.78,78.775,78.775,18,6,1418.025
2021-09-14 19:48:00-04:00,78.775,78.775,78.775,78.775,2,1,157.55
2021-09-14 19:49:00-04:00,78.775,78.775,78.775,78.775,1,1,78.775
2021-09-14 19:51:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 19:52:00-04:00,78.785,78.785,78.785,78.785,2,1,157.57
2021-09-14 19:53:00-04:00,78.785,78.785,78.785,78.785,3,1,236.355
2021-09-14 19:54:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 19:56:00-04:00,78.79,78.79,78.78,78.78,6,3,472.69
2021-09-14 19:57:00-04:00,78.785,78.785,78.78,78.78,12,4,945.41
2021-09-14 19:58:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-14 19:59:00-04:00,78.78,78.785,78.78,78.785,17,11,1339.305
2021-09-14 20:00:00-04:00,78.79,78.795,78.79,78.79,12,8,945.495
2021-09-14 20:01:00-04:00,78.79,78.8,78.79,78.8,9,3,709.16
2021-09-14 20:02:00-04:00,78.8,78.805,78.785,78.785,56,36,4412.635
2021-09-14 20:03:00-04:00,78.785,78.785,78.775,78.775,12,8,945.335
2021-09-14 20:04:00-04:00,78.77,78.77,78.765,78.765,12,2,945.225
2021-09-14 20:05:00-04:00,78.765,78.77,78.76,78.77,15,6,1181.485
2021-09-14 20:06:00-04:00,78.775,78.775,78.77,78.77,15,7,1181.595
2021-09-14 20:07:00-04:00,78.77,78.78,78.77,78.775,21,9,1654.255
2021-09-14 20:08:00-04:00,78.77,78.77,78.77,78.77,2,1,157.54
2021-09-14 20:09:00-04:00,78.775,78.775,78.775,78.775,6,2,472.65
2021-09-14 20:10:00-04:00,78.775,78.775,78.775,78.775,3,1,236.325
2021-09-14 20:11:00-04:00,78.78,78.78,78.775,78.775,5,2,393.89
2021-09-14 20:13:00-04:00,78.78,78.78,78.78,78.78,22,4,1733.16
2021-09-14 20:14:00-04:00,78.775,78.775,78.77,78.77,6,4,472.645
2021-09-14 20:15:00-04:00,78.77,78.785,78.77,78.78,39,15,3072.34
2021-09-14 20:16:00-04:00,78.785,78.795,78.785,78.795,49,16,3860.855
2021-09-14 20:17:00-04:00,78.795,78.8,78.795,78.8,4,2,315.195
2021-09-14 20:18:00-04:00,78.8,78.8,78.8,78.8,2,2,157.6
2021-09-14 20:19:00-04:00,78.8,78.805,78.8,78.805,5,4,394.005
2021-09-14 20:21:00-04:00,78.805,78.81,78.8,78.81,17,6,1339.68
2021-09-14 20:23:00-04:00,78.8,78.8,78.795,78.795,49,7,3861.155
2021-09-14 20:24:00-04:00,78.8,78.805,78.8,78.8,15,9,1182.01
2021-09-14 20:25:00-04:00,78.8,78.8,78.8,78.8,2,2,157.6
2021-09-14 20:26:00-04:00,78.8,78.805,78.795,78.795,54,17,4255.335
2021-09-14 20:27:00-04:00,78.8,78.8,78.775,78.78,44,24,3466.46
2021-09-14 20:28:00-04:00,78.78,78.78,78.775,78.775,8,4,630.22
2021-09-14 20:29:00-04:00,78.77,78.77,78.765,78.77,56,21,4411.085
2021-09-14 20:31:00-04:00,78.77,78.77,78.765,78.765,9,2,708.915
2021-09-14 20:32:00-04:00,78.77,78.77,78.77,78.77,2,1,157.54
2021-09-14 20:33:00-04:00,78.765,78.765,78.75,78.755,164,36,12916.58
2021-09-14 20:34:00-04:00,78.755,78.755,78.74,78.745,73,25,5748.435
2021-09-14 20:35:00-04:00,78.74,78.74,78.735,78.74,33,14,2598.325
2021-09-14 20:36:00-04:00,78.74,78.74,78.73,78.735,98,39,7716.065
2021-09-14 20:37:00-04:00,78.735,78.74,78.73,78.735,107,28,8424.69
2021-09-14 20:38:00-04:00,78.735,78.735,78.73,78.735,9,3,708.6
2021-09-14 20:39:00-04:00,78.735,78.735,78.73,78.73,7,3,551.13
2021-09-14 20:40:00-04:00,78.735,78.74,78.735,78.74,22,11,1732.25
2021-09-14 20:41:00-04:00,78.74,78.74,78.74,78.74,11,6,866.14
2021-09-14 20:42:00-04:00,78.745,78.755,78.745,78.75,25,9,1968.735
2021-09-14 20:43:00-04:00,78.75,78.75,78.75,78.75,5,3,393.75
2021-09-14 20:44:00-04:00,78.755,78.755,78.745,78.745,8,4,629.995
2021-09-14 20:45:00-04:00,78.75,78.75,78.75,78.75,17,2,1338.75
2021-09-14 20:46:00-04:00,78.755,78.755,78.755,78.755,24,10,1890.12
2021-09-14 20:47:00-04:00,78.75,78.75,78.75,78.75,1,1,78.75
2021-09-14 20:49:00-04:00,78.75,78.75,78.75,78.75,3,1,236.25
2021-09-14 20:50:00-04:00,78.75,78.75,78.75,78.75,4,1,315.0
2021-09-14 20:51:00-04:00,78.755,78.755,78.75,78.75,5,5,393.765
2021-09-14 20:52:00-04:00,78.755,78.755,78.745,78.75,19,8,1496.25
2021-09-14 20:53:00-04:00,78.755,78.76,78.755,78.76,6,3,472.545
2021-09-14 20:54:00-04:00,78.76,78.76,78.745,78.75,31,15,2441.3
2021-09-14 20:55:00-04:00,78.75,78.76,78.75,78.755,34,16,2677.575
2021-09-14 20:56:00-04:00,78.755,78.755,78.745,78.745,6,4,472.485
2021-09-14 20:57:00-04:00,78.745,78.745,78.735,78.74,14,5,1102.365
2021-09-14 20:58:00-04:00,78.735,78.735,78.73,78.73,13,3,1023.505
2021-09-14 20:59:00-04:00,78.735,78.735,78.735,78.735,15,4,1181.025
2021-09-14 21:00:00-04:00,78.735,78.74,78.73,78.735,35,14,2755.67
2021-09-14 21:01:00-04:00,78.73,78.735,78.73,78.735,10,6,787.32
2021-09-14 21:02:00-04:00,78.735,78.75,78.735,78.745,7,6,551.195
2021-09-14 21:03:00-04:00,78.75,78.75,78.75,78.75,2,1,157.5
2021-09-14 21:04:00-04:00,78.755,78.755,78.745,78.75,21,10,1653.78
2021-09-14 21:05:00-04:00,78.755,78.755,78.755,78.755,21,6,1653.855
2021-09-14 21:06:00-04:00,78.745,78.745,78.745,78.745,3,2,236.235
2021-09-14 21:07:00-04:00,78.75,78.76,78.75,78.76,11,6,866.305
2021-09-14 21:08:00-04:00,78.765,78.765,78.765,78.765,23,11,1811.595
2021-09-14 21:09:00-04:00,78.765,78.765,78.75,78.755,7,6,551.315
2021-09-14 21:10:00-04:00,78.76,78.76,78.76,78.76,8,3,630.08
2021-09-14 21:11:00-04:00,78.755,78.755,78.755,78.755,1,1,78.755
2021-09-14 21:12:00-04:00,78.76,78.78,78.76,78.775,118,18,9294.711
2021-09-14 21:13:00-04:00,78.775,78.78,78.775,78.775,13,6,1024.085
