,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-28 20:00:00-04:00,1328.0,1328.0,1319.75,1321.0,87,43,115224.5
2021-06-28 20:01:00-04:00,1322.5,1324.75,1322.5,1323.75,17,13,22507.25
2021-06-28 20:02:00-04:00,1325.0,1325.0,1323.75,1323.75,5,4,6623.75
2021-06-28 20:03:00-04:00,1321.75,1321.75,1321.75,1321.75,7,1,9252.25
2021-06-28 20:04:00-04:00,1321.75,1322.5,1320.0,1321.0,11,8,14538.5
2021-06-28 20:05:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-06-28 20:06:00-04:00,1320.25,1321.0,1320.25,1321.0,5,4,6602.25
2021-06-28 20:07:00-04:00,1322.25,1323.5,1322.25,1323.5,5,4,6614.0
2021-06-28 20:08:00-04:00,1323.0,1323.0,1323.0,1323.0,7,3,9261.0
2021-06-28 20:09:00-04:00,1321.75,1321.75,1321.75,1321.75,2,2,2643.5
2021-06-28 20:10:00-04:00,1318.5,1318.5,1318.0,1318.25,4,4,5273.25
2021-06-28 20:11:00-04:00,1317.25,1319.0,1317.25,1319.0,3,3,3953.5
2021-06-28 20:12:00-04:00,1318.75,1318.75,1318.75,1318.75,1,1,1318.75
2021-06-28 20:14:00-04:00,1317.75,1317.75,1317.75,1317.75,3,2,3953.25
2021-06-28 20:15:00-04:00,1317.0,1317.0,1315.75,1316.0,8,7,10532.0
2021-06-28 20:16:00-04:00,1316.75,1316.75,1316.75,1316.75,1,1,1316.75
2021-06-28 20:18:00-04:00,1316.75,1318.0,1316.75,1318.0,12,5,15810.75
2021-06-28 20:19:00-04:00,1318.0,1318.0,1318.0,1318.0,7,2,9226.0
2021-06-28 20:20:00-04:00,1318.5,1318.5,1318.5,1318.5,1,1,1318.5
2021-06-28 20:23:00-04:00,1319.0,1319.0,1319.0,1319.0,2,1,2638.0
2021-06-28 20:25:00-04:00,1318.25,1318.25,1318.0,1318.0,4,2,5272.25
2021-06-28 20:26:00-04:00,1318.0,1318.0,1317.75,1317.75,2,2,2635.75
2021-06-28 20:27:00-04:00,1317.5,1317.5,1317.5,1317.5,1,1,1317.5
2021-06-28 20:30:00-04:00,1318.75,1318.75,1318.75,1318.75,1,1,1318.75
2021-06-28 20:34:00-04:00,1318.25,1320.25,1318.25,1320.0,48,23,63306.0
2021-06-28 20:37:00-04:00,1319.5,1319.5,1319.5,1319.5,1,1,1319.5
2021-06-28 20:38:00-04:00,1319.5,1320.0,1319.5,1320.0,4,2,5279.5
2021-06-28 20:39:00-04:00,1319.75,1320.0,1319.75,1320.0,2,2,2639.75
2021-06-28 20:40:00-04:00,1319.5,1319.5,1319.5,1319.5,1,1,1319.5
2021-06-28 20:41:00-04:00,1319.25,1319.25,1319.0,1319.0,3,2,3957.25
2021-06-28 20:42:00-04:00,1318.25,1318.25,1318.25,1318.25,1,1,1318.25
2021-06-28 20:47:00-04:00,1318.0,1318.0,1317.25,1317.5,7,7,9223.5
2021-06-28 20:48:00-04:00,1316.25,1316.25,1316.0,1316.0,5,4,6580.5
2021-06-28 20:54:00-04:00,1317.5,1317.5,1317.5,1317.5,1,1,1317.5
2021-06-28 20:56:00-04:00,1316.5,1316.5,1316.0,1316.0,3,3,3948.5
2021-06-28 20:58:00-04:00,1316.0,1316.0,1315.5,1315.5,2,2,2631.5
2021-06-28 20:59:00-04:00,1315.0,1315.0,1314.5,1314.5,2,2,2629.5
2021-06-28 21:00:00-04:00,1312.75,1313.25,1312.75,1313.25,3,2,3939.25
2021-06-28 21:01:00-04:00,1313.5,1313.75,1312.75,1312.75,21,6,27581.5
2021-06-28 21:02:00-04:00,1312.0,1312.0,1311.75,1311.75,6,5,7871.0
2021-06-28 21:03:00-04:00,1311.25,1311.25,1310.5,1310.5,18,6,23594.5
2021-06-28 21:04:00-04:00,1309.25,1309.5,1308.25,1308.75,28,16,36654.0
2021-06-28 21:05:00-04:00,1308.0,1308.5,1307.0,1308.5,10,10,13077.75
2021-06-28 21:06:00-04:00,1308.5,1308.5,1308.0,1308.0,11,7,14390.0
2021-06-28 21:07:00-04:00,1306.75,1307.25,1306.5,1307.25,10,10,13068.25
2021-06-28 21:08:00-04:00,1307.25,1307.5,1305.5,1307.5,34,19,44424.25
2021-06-28 21:09:00-04:00,1308.75,1309.0,1307.5,1308.25,6,4,7848.5
2021-06-28 21:10:00-04:00,1308.75,1308.75,1306.5,1307.25,30,16,39216.0
2021-06-28 21:11:00-04:00,1307.75,1307.75,1307.75,1307.75,1,1,1307.75
2021-06-28 21:12:00-04:00,1307.75,1307.75,1307.0,1307.0,4,3,5230.25
2021-06-28 21:13:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-06-28 21:14:00-04:00,1308.25,1308.25,1308.0,1308.25,3,3,3924.5
2021-06-28 21:16:00-04:00,1309.75,1310.0,1309.75,1309.75,10,3,13099.25
2021-06-28 21:17:00-04:00,1309.75,1310.0,1309.75,1310.0,4,3,5239.25
2021-06-28 21:19:00-04:00,1308.5,1308.75,1308.5,1308.75,3,2,3925.75
2021-06-28 21:20:00-04:00,1307.75,1307.75,1307.25,1307.25,2,2,2615.0
2021-06-28 21:23:00-04:00,1307.5,1307.5,1307.5,1307.5,5,3,6537.5
2021-06-28 21:24:00-04:00,1306.5,1306.5,1306.5,1306.5,10,4,13065.0
2021-06-28 21:25:00-04:00,1306.5,1307.0,1306.5,1307.0,3,2,3920.5
2021-06-28 21:26:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-06-28 21:29:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-06-28 21:30:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-06-28 21:31:00-04:00,1307.75,1308.0,1307.75,1308.0,3,2,3923.75
2021-06-28 21:36:00-04:00,1308.5,1309.25,1308.5,1308.5,15,6,19633.0
2021-06-28 21:39:00-04:00,1308.25,1308.25,1308.25,1308.25,2,2,2616.5
2021-06-28 21:40:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-06-28 21:41:00-04:00,1308.75,1308.75,1308.75,1308.75,2,2,2617.5
2021-06-28 21:42:00-04:00,1308.75,1308.75,1308.75,1308.75,4,3,5235.0
