,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index
,open,high,low,close,volume,num_trds,value
2021-06-08 18:00:00-04:00,4225.5,4225.75,4224.75,4224.75,260,86,1098587.5
2021-06-08 18:01:00-04:00,4225.0,4225.0,4224.0,4224.0,90,44,380206.25
2021-06-08 18:02:00-04:00,4224.0,4224.25,4223.75,4224.0,85,35,359044.5
2021-06-08 18:03:00-04:00,4224.0,4224.0,4223.25,4223.25,183,59,772919.0
2021-06-08 18:04:00-04:00,4223.25,4223.75,4223.25,4223.5,175,51,739099.25
2021-06-08 18:05:00-04:00,4223.5,4224.0,4223.25,4224.0,198,46,836267.0
2021-06-08 18:06:00-04:00,4224.0,4224.0,4223.25,4223.25,159,40,671565.75
2021-06-08 18:07:00-04:00,4223.25,4223.25,4221.5,4222.5,348,82,1469443.75
2021-06-08 18:08:00-04:00,4222.75,4223.5,4222.5,4223.0,143,36,603888.5
2021-06-08 18:09:00-04:00,4222.75,4223.25,4222.75,4223.25,79,27,333617.0
2021-06-08 18:10:00-04:00,4223.25,4223.5,4223.0,4223.5,98,35,413870.0
2021-06-08 18:11:00-04:00,4223.25,4223.5,4223.25,4223.5,17,7,71798.5
2021-06-08 18:12:00-04:00,4223.5,4223.75,4223.5,4223.75,33,11,139375.75
2021-06-08 18:13:00-04:00,4223.75,4224.0,4223.5,4224.0,51,14,215409.25
2021-06-08 18:14:00-04:00,4224.0,4224.5,4224.0,4224.25,65,36,274576.75
2021-06-08 18:15:00-04:00,4224.5,4224.75,4224.5,4224.75,59,29,249252.5
2021-06-08 18:16:00-04:00,4224.5,4224.75,4224.5,4224.75,60,22,253471.0
2021-06-08 18:17:00-04:00,4224.75,4225.25,4224.75,4224.75,108,33,456285.0
2021-06-08 18:18:00-04:00,4224.75,4224.75,4224.75,4224.75,28,11,118293.0
2021-06-08 18:19:00-04:00,4224.75,4224.75,4224.25,4224.5,61,35,257688.25
2021-06-08 18:20:00-04:00,4224.5,4224.75,4224.5,4224.75,45,12,190109.25
2021-06-08 18:21:00-04:00,4224.75,4225.25,4224.75,4225.0,35,15,147875.0
2021-06-08 18:22:00-04:00,4225.0,4225.25,4224.75,4225.25,16,6,67599.75
2021-06-08 18:23:00-04:00,4225.25,4225.25,4225.0,4225.25,91,34,384487.0
2021-06-08 18:24:00-04:00,4225.25,4225.75,4225.25,4225.75,59,20,249307.75
2021-06-08 18:25:00-04:00,4225.5,4225.75,4225.5,4225.75,49,16,207056.75
2021-06-08 18:26:00-04:00,4225.75,4226.0,4225.75,4226.0,80,23,338079.75
2021-06-08 18:27:00-04:00,4226.0,4226.0,4225.75,4226.0,10,10,42259.5
2021-06-08 18:28:00-04:00,4226.0,4226.0,4225.75,4225.75,25,11,105649.75
2021-06-08 18:29:00-04:00,4225.75,4226.0,4225.75,4226.0,19,11,80293.0
2021-06-08 18:30:00-04:00,4226.0,4226.5,4226.0,4226.25,93,40,393040.5
2021-06-08 18:31:00-04:00,4226.25,4226.25,4226.0,4226.25,82,20,346552.25
2021-06-08 18:32:00-04:00,4226.25,4226.25,4226.25,4226.25,19,5,80298.75
2021-06-08 18:33:00-04:00,4226.0,4226.0,4225.5,4225.75,74,14,312715.75
2021-06-08 18:34:00-04:00,4226.0,4226.0,4225.5,4226.0,48,18,202835.0
2021-06-08 18:35:00-04:00,4225.75,4226.0,4225.5,4226.0,45,19,190162.75
2021-06-08 18:36:00-04:00,4226.0,4226.0,4226.0,4226.0,29,12,122554.0
2021-06-08 18:37:00-04:00,4226.0,4226.0,4226.0,4226.0,21,4,88746.0
2021-06-08 18:38:00-04:00,4225.75,4225.75,4225.5,4225.5,14,7,59160.25
2021-06-08 18:39:00-04:00,4225.5,4225.75,4225.5,4225.75,52,21,219730.25
2021-06-08 18:40:00-04:00,4225.75,4225.75,4225.5,4225.5,36,12,152118.25
2021-06-08 18:41:00-04:00,4225.5,4226.0,4225.5,4226.0,25,5,105642.75
2021-06-08 18:42:00-04:00,4225.75,4225.75,4225.75,4225.75,42,14,177481.5
2021-06-08 18:43:00-04:00,4225.5,4225.75,4225.25,4225.25,102,36,431002.75
2021-06-08 18:44:00-04:00,4225.25,4225.5,4225.0,4225.0,33,17,139432.25
2021-06-08 18:45:00-04:00,4225.25,4226.25,4225.0,4226.0,121,50,511308.0
2021-06-08 18:46:00-04:00,4226.25,4226.75,4226.25,4226.25,138,48,583236.75
2021-06-08 18:47:00-04:00,4226.0,4226.0,4226.0,4226.0,37,15,156362.0
2021-06-08 18:48:00-04:00,4225.75,4225.75,4225.5,4225.75,24,8,101416.75
2021-06-08 18:49:00-04:00,4225.75,4225.75,4225.5,4225.75,30,16,126772.25
2021-06-08 18:50:00-04:00,4225.75,4226.0,4225.75,4226.0,5,4,21129.25
2021-06-08 18:51:00-04:00,4226.0,4226.0,4226.0,4226.0,34,11,143684.0
2021-06-08 18:52:00-04:00,4226.25,4226.5,4226.25,4226.5,63,24,266266.5
2021-06-08 18:53:00-04:00,4226.5,4226.5,4226.5,4226.5,10,4,42265.0
2021-06-08 18:54:00-04:00,4226.25,4226.5,4226.25,4226.5,27,11,114115.25
2021-06-08 18:55:00-04:00,4226.5,4226.75,4226.5,4226.75,13,10,54946.5
2021-06-08 18:56:00-04:00,4226.5,4226.75,4226.5,4226.75,8,7,33813.0
2021-06-08 18:57:00-04:00,4226.5,4226.75,4226.5,4226.5,56,33,236691.0
2021-06-08 18:58:00-04:00,4226.5,4226.75,4226.5,4226.75,15,9,63398.75
2021-06-08 18:59:00-04:00,4226.75,4227.0,4226.75,4226.75,65,24,274744.0
2021-06-08 19:00:00-04:00,4226.75,4226.75,4226.5,4226.75,57,38,240919.0
