,CDK1 Curncy,CDK1 Curncy,CDK1 Curncy,CDK1 Curncy,CDK1 Curncy,CDK1 Curncy,CDK1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-17 22:05:00-04:00,83.105,83.11,83.105,83.11,5,2,415.535
2021-05-18 04:12:00-04:00,83.1,83.11,83.1,83.11,10,3,831.045
2021-05-18 10:06:00-04:00,82.925,82.925,82.925,82.925,1,1,82.925
