,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-14 20:50:00-04:00,82.375,82.375,82.375,82.375,1,1,82.375
2021-06-14 21:33:00-04:00,82.34,82.34,82.34,82.34,1,1,82.34
2021-06-14 21:54:00-04:00,82.315,82.315,82.315,82.315,2,2,164.63
2021-06-14 23:47:00-04:00,82.345,82.345,82.345,82.345,1,1,82.345
2021-06-15 00:00:00-04:00,82.365,82.365,82.365,82.365,1,1,82.365
2021-06-15 00:57:00-04:00,82.39,82.39,82.39,82.39,3,1,247.17
2021-06-15 00:59:00-04:00,82.39,82.39,82.39,82.39,1,1,82.39
2021-06-15 01:58:00-04:00,82.425,82.425,82.425,82.425,7,1,576.975
2021-06-15 03:43:00-04:00,82.385,82.385,82.385,82.385,1,1,82.385
2021-06-15 03:59:00-04:00,82.36,82.36,82.36,82.36,1,1,82.36
2021-06-15 04:15:00-04:00,82.35,82.35,82.35,82.35,5,1,411.75
2021-06-15 06:19:00-04:00,82.08,82.08,82.08,82.08,2,1,164.16
2021-06-15 07:12:00-04:00,82.08,82.08,82.08,82.08,10,1,820.8
2021-06-15 07:30:00-04:00,82.0,82.0,82.0,82.0,10,1,820.0
2021-06-15 07:52:00-04:00,82.025,82.025,82.025,82.025,1,1,82.025
2021-06-15 08:14:00-04:00,82.03,82.03,82.03,82.03,2,1,164.06
2021-06-15 08:29:00-04:00,82.125,82.125,82.125,82.125,3,1,246.375
2021-06-15 08:31:00-04:00,82.005,82.005,82.005,82.005,2,1,164.01
2021-06-15 09:19:00-04:00,82.085,82.085,82.085,82.085,1,1,82.085
2021-06-15 09:21:00-04:00,82.075,82.075,82.075,82.075,2,1,164.15
2021-06-15 09:22:00-04:00,82.1,82.1,82.1,82.1,3,1,246.3
2021-06-15 09:23:00-04:00,82.08,82.095,82.08,82.095,6,2,492.495
2021-06-15 09:24:00-04:00,82.1,82.1,82.1,82.1,1,1,82.1
2021-06-15 09:25:00-04:00,82.1,82.11,82.1,82.11,3,3,246.31
2021-06-15 09:29:00-04:00,82.105,82.105,82.095,82.095,2,2,164.2
2021-06-15 09:34:00-04:00,82.085,82.085,82.085,82.085,12,1,985.02
2021-06-15 09:35:00-04:00,82.085,82.085,82.085,82.085,2,1,164.17
2021-06-15 09:38:00-04:00,82.08,82.08,82.08,82.08,5,1,410.4
2021-06-15 09:59:00-04:00,82.13,82.13,82.13,82.13,2,1,164.26
