,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-14 19:11:00-04:00,82.365,82.365,82.365,82.365,1,1,82.365
2021-06-14 19:48:00-04:00,82.37,82.37,82.37,82.37,1,1,82.37
2021-06-14 19:59:00-04:00,82.34,82.34,82.34,82.34,1,1,82.34
2021-06-14 21:16:00-04:00,82.375,82.375,82.375,82.375,1,1,82.375
2021-06-14 22:55:00-04:00,82.335,82.335,82.335,82.335,1,1,82.335
2021-06-14 22:59:00-04:00,82.345,82.345,82.345,82.345,2,1,164.69
2021-06-15 01:30:00-04:00,82.4,82.4,82.4,82.4,1,1,82.4
2021-06-15 03:33:00-04:00,82.395,82.395,82.395,82.395,1,1,82.395
2021-06-15 05:00:00-04:00,82.195,82.195,82.195,82.195,1,1,82.195
2021-06-15 07:21:00-04:00,82.03,82.03,82.03,82.03,1,1,82.03
2021-06-15 07:51:00-04:00,82.02,82.02,82.02,82.02,1,1,82.02
2021-06-15 08:11:00-04:00,82.02,82.02,82.02,82.02,5,1,410.1
2021-06-15 08:32:00-04:00,82.025,82.025,82.025,82.025,1,1,82.025
2021-06-15 09:51:00-04:00,82.135,82.135,82.135,82.135,1,1,82.135
2021-06-15 09:52:00-04:00,82.115,82.115,82.115,82.115,1,1,82.115
2021-06-15 10:07:00-04:00,82.12,82.12,82.12,82.12,1,1,82.12
2021-06-15 10:24:00-04:00,82.13,82.13,82.13,82.13,1,1,82.13
2021-06-15 10:27:00-04:00,82.13,82.13,82.13,82.13,2,2,164.26
2021-06-15 11:21:00-04:00,82.08,82.08,82.08,82.08,1,1,82.08
2021-06-15 11:39:00-04:00,82.035,82.035,82.035,82.035,1,1,82.035
2021-06-15 11:42:00-04:00,82.03,82.03,82.03,82.03,5,1,410.15
2021-06-15 11:57:00-04:00,81.955,81.955,81.955,81.955,1,1,81.955
2021-06-15 11:58:00-04:00,81.95,81.95,81.95,81.95,1,1,81.95
2021-06-15 11:59:00-04:00,81.95,81.95,81.95,81.95,1,1,81.95
2021-06-15 12:13:00-04:00,81.99,81.99,81.99,81.99,1,1,81.99
2021-06-15 12:20:00-04:00,81.975,81.975,81.975,81.975,1,1,81.975
2021-06-15 12:25:00-04:00,82.0,82.0,82.0,82.0,1,1,82.0
2021-06-15 13:09:00-04:00,81.98,81.98,81.96,81.96,20,5,1639.38
2021-06-15 14:21:00-04:00,82.05,82.05,82.05,82.05,2,1,164.1
2021-06-15 14:33:00-04:00,82.015,82.015,82.015,82.015,1,1,82.015
