,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-15 08:48:00-04:00,82.0,82.0,82.0,82.0,1,1,82.0
2021-06-15 09:51:00-04:00,82.135,82.135,82.135,82.135,1,1,82.135
2021-06-15 11:38:00-04:00,82.05,82.05,82.05,82.05,1,1,82.05
