,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-10-19 18:04:00-04:00,4506.0,4506.0,4505.5,4505.5,2,2,9011.5
2021-10-19 18:46:00-04:00,4504.5,4504.5,4504.5,4504.5,1,1,4504.5
2021-10-19 18:54:00-04:00,4505.75,4505.75,4505.75,4505.75,1,1,4505.75
2021-10-19 18:56:00-04:00,4506.0,4506.0,4506.0,4506.0,1,1,4506.0
2021-10-19 19:28:00-04:00,4506.0,4506.0,4506.0,4506.0,1,1,4506.0
2021-10-19 19:37:00-04:00,4507.75,4507.75,4507.75,4507.75,2,1,9015.5
2021-10-19 19:41:00-04:00,4508.25,4508.25,4508.25,4508.25,1,1,4508.25
2021-10-19 19:50:00-04:00,4509.5,4509.5,4509.5,4509.5,1,1,4509.5
2021-10-19 19:59:00-04:00,4508.75,4508.75,4508.75,4508.75,1,1,4508.75
2021-10-19 20:00:00-04:00,4509.75,4509.75,4509.75,4509.75,1,1,4509.75
2021-10-19 20:04:00-04:00,4508.0,4508.0,4508.0,4508.0,1,1,4508.0
2021-10-19 20:05:00-04:00,4508.0,4508.0,4507.75,4507.75,3,2,13523.75
2021-10-19 20:09:00-04:00,4505.5,4505.5,4505.5,4505.5,1,1,4505.5
2021-10-19 20:17:00-04:00,4505.75,4505.75,4505.75,4505.75,1,1,4505.75
2021-10-19 20:20:00-04:00,4504.0,4504.0,4504.0,4504.0,1,1,4504.0
2021-10-19 20:25:00-04:00,4504.5,4504.5,4504.5,4504.5,1,1,4504.5
2021-10-19 20:29:00-04:00,4504.75,4504.75,4504.75,4504.75,3,1,13514.25
2021-10-19 20:56:00-04:00,4505.5,4505.5,4505.5,4505.5,1,1,4505.5
2021-10-19 21:10:00-04:00,4503.0,4503.0,4503.0,4503.0,1,1,4503.0
2021-10-19 21:16:00-04:00,4502.5,4502.5,4502.5,4502.5,1,1,4502.5
