,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-12 20:00:00-04:00,1210.0,1211.25,1210.0,1211.25,210,100,254207.75
2021-10-12 20:01:00-04:00,1211.25,1211.75,1211.0,1211.5,20,16,24231.0
2021-10-12 20:02:00-04:00,1211.5,1211.75,1211.25,1211.75,94,28,113895.0
2021-10-12 20:03:00-04:00,1212.0,1213.5,1211.75,1213.0,68,35,82458.75
2021-10-12 20:04:00-04:00,1213.0,1213.0,1212.5,1212.5,9,5,10914.5
2021-10-12 20:05:00-04:00,1212.75,1212.75,1212.75,1212.75,11,2,13340.25
2021-10-12 20:06:00-04:00,1212.75,1212.75,1212.0,1212.0,33,9,40008.25
2021-10-12 20:07:00-04:00,1212.0,1212.0,1212.0,1212.0,19,4,23028.0
2021-10-12 20:08:00-04:00,1212.0,1212.5,1212.0,1212.5,3,2,3636.5
2021-10-12 20:09:00-04:00,1212.75,1213.0,1212.75,1213.0,5,2,6064.5
2021-10-12 20:10:00-04:00,1213.25,1213.5,1213.0,1213.0,12,4,14560.25
2021-10-12 20:11:00-04:00,1213.25,1213.75,1213.25,1213.75,9,3,10921.5
2021-10-12 20:12:00-04:00,1213.5,1213.5,1213.25,1213.25,4,3,4853.5
2021-10-12 20:13:00-04:00,1213.25,1213.5,1213.25,1213.5,6,5,7280.75
2021-10-12 20:14:00-04:00,1213.25,1213.25,1213.0,1213.0,6,4,7279.25
2021-10-12 20:17:00-04:00,1213.75,1213.75,1213.75,1213.75,1,1,1213.75
2021-10-12 20:18:00-04:00,1213.75,1214.0,1213.5,1213.5,24,7,29131.5
2021-10-12 20:20:00-04:00,1213.75,1214.25,1213.75,1214.25,6,2,7283.0
2021-10-12 20:21:00-04:00,1214.25,1214.25,1214.25,1214.25,3,1,3642.75
2021-10-12 20:22:00-04:00,1214.25,1214.5,1214.25,1214.5,7,3,8500.5
2021-10-12 20:23:00-04:00,1214.75,1214.75,1214.75,1214.75,1,1,1214.75
2021-10-12 20:24:00-04:00,1214.5,1215.0,1214.5,1215.0,2,2,2429.5
2021-10-12 20:25:00-04:00,1215.0,1215.0,1214.75,1214.75,11,4,13363.75
2021-10-12 20:26:00-04:00,1214.5,1214.5,1214.5,1214.5,4,1,4858.0
